,Size & Momentum(2X3) Big - Down,Size & Momentum(2X3) Big - Medium,Size & Momentum(2X3x) BIg - Up,Size & Momentum(2X3) Small - Down,Size & Momentum(2X3) Small - Medium,Size & Momentum(2X3) Small - Up,UMD
2012-10-15 00:00:00,-0.89,-0.36,-0.24,-0.72,-1.5,-3.04,-0.8350000000000002
2012-10-16 00:00:00,0.3,0.54,1.67,-0.54,0.16,0.23,1.07
2012-10-17 00:00:00,0.64,0.86,0.4,-0.11,-0.06,-0.54,-0.335
2012-10-18 00:00:00,0.58,0.18,-0.54,-1.41,-1.36,-2.86,-1.285
2012-10-19 00:00:00,-0.39,-0.31,-1.52,-0.19,0.13,0.12,-0.4099999999999999
2012-10-22 00:00:00,-0.93,-0.35,0.98,-0.03,0.6,1.2,1.5699999999999998
2012-10-23 00:00:00,-1.18,-0.88,-0.15,-0.02,-0.01,0.26,0.655
2012-10-24 00:00:00,-1.12,-0.47,-0.55,-0.41,-0.27,0,0.49
2012-10-25 00:00:00,-0.24,0.55,0.75,-0.4,-0.4,-0.54,0.425
2012-10-26 00:00:00,-1.99,-1.55,-1.97,-1.75,-2.02,-2.46,-0.34499999999999975
2012-10-29 00:00:00,-0.38,-0.34,0.69,-1.73,-1.92,-2.23,0.2849999999999999
2012-10-30 00:00:00,0.58,0.63,0.2,0.61,0.75,1.23,0.12
2012-10-31 00:00:00,0.67,0.53,0.89,1,1.57,2.07,0.645
2012-11-01 00:00:00,-1.21,-0.59,-0.26,-0.33,-0.18,-0.17,0.5549999999999999
2012-11-02 00:00:00,1.53,0.61,1.43,0.71,0.9,1.06,0.125
2012-11-05 00:00:00,-1.04,-1.11,0.99,0.28,0.32,0.02,0.885
2012-11-06 00:00:00,1.19,1.32,0.45,0.47,0.35,-0.18,-0.695
2012-11-07 00:00:00,0.3,0.34,0.88,0.4,0.21,-0.11,0.03500000000000003
2012-11-08 00:00:00,-2.24,-0.92,-0.49,-0.18,-0.21,0.41,1.1700000000000002
2012-11-09 00:00:00,-0.7,-0.35,-0.58,0.18,0.15,0.46,0.20000000000000004
2012-11-12 00:00:00,-0.88,-0.26,0.7,-0.27,0.66,0.13,0.99
2012-11-13 00:00:00,-1.06,-0.61,-0.23,-1.07,-1.13,-1.86,0.019999999999999796
2012-11-14 00:00:00,-0.38,0.77,-0.45,-1.62,-0.92,-1.26,0.14500000000000002
2012-11-15 00:00:00,-1.07,-1.2,-1.63,-1.57,-1.49,-2.05,-0.5199999999999998
2012-11-16 00:00:00,-0.12,-0.2,-1.66,-1.67,-1.87,-3.01,-1.44
2012-11-19 00:00:00,0.56,0.65,2,1.09,1.69,2.84,1.5949999999999998
2012-11-20 00:00:00,0.45,0.07,1.82,0.44,0.69,0.92,0.925
2012-11-21 00:00:00,-0.99,-0.75,0.86,-0.86,-0.87,-0.63,1.04
2012-11-22 00:00:00,0.68,0.48,1.59,0.46,0.96,0.69,0.5700000000000001
2012-11-23 00:00:00,0.35,0.51,0.97,0,0.12,0.3,0.46
2012-11-26 00:00:00,0.55,0.22,-1.56,-0.17,0.02,1.68,-0.13000000000000006
2012-11-27 00:00:00,1.42,1.05,0.05,-0.48,-0.47,-1.19,-1.04
2012-11-28 00:00:00,-0.78,-0.73,-0.27,-0.46,-0.3,0.15,0.5599999999999999
2012-11-29 00:00:00,2.05,1.26,0.12,0.6,0.22,-0.04,-1.285
2012-11-30 00:00:00,0.05,-0.08,-0.1,-0.3,0.12,0.21,0.18
2012-12-03 00:00:00,-0.06,0.59,-0.01,-0.17,-0.09,-0.67,-0.22500000000000003
2012-12-04 00:00:00,-0.36,-0.21,0.6,0.32,0.31,-0.39,0.12499999999999997
2012-12-05 00:00:00,0.46,0.66,-0.55,-0.76,-0.63,-1.73,-0.9900000000000001
2012-12-06 00:00:00,1.39,-0.14,-2.71,-0.23,-0.34,-1.22,-2.545
2012-12-07 00:00:00,0.64,0.47,-0.82,0.52,-0.07,-0.53,-1.2550000000000001
2012-12-10 00:00:00,-0.34,0.19,-0.23,0.08,-0.17,-0.57,-0.26999999999999996
2012-12-11 00:00:00,2.18,-0.12,-2.82,-0.5,-0.52,-1.71,-3.1049999999999995
2012-12-12 00:00:00,0.67,0.47,1.34,0.35,0.17,0.24,0.28
2012-12-13 00:00:00,0.98,1.58,1.04,0.73,0.81,1.38,0.355
2012-12-14 00:00:00,0.28,-0.62,-0.26,0.23,0.26,0.15,-0.31
2012-12-17 00:00:00,-0.72,-0.67,-0.2,-0.06,-0.42,-0.76,-0.08999999999999997
2012-12-18 00:00:00,0.38,0.51,0.14,0.05,-0.21,-0.29,-0.29
2012-12-19 00:00:00,0.38,0.51,0.14,0.05,-0.21,-0.29,-0.29
2012-12-20 00:00:00,0.68,0.2,-0.86,-0.17,-0.13,-0.05,-0.71
2012-12-21 00:00:00,-0.31,-1.23,0.24,-0.61,-0.47,-0.73,0.21499999999999997
2012-12-24 00:00:00,-0.47,0.27,1.11,-0.2,0.41,0.77,1.275
2012-12-25 00:00:00,-0.47,0.27,1.11,-0.2,0.41,0.77,1.275
2012-12-26 00:00:00,-0.08,-0.03,0.22,-0.14,0.49,0.91,0.675
2012-12-27 00:00:00,-0.23,0.51,1.86,0.17,0.26,0.48,1.2
2012-12-28 00:00:00,0.58,0.49,0.12,0.93,0.61,1.23,-0.07999999999999996
2012-12-31 00:00:00,0.58,0.49,0.12,0.93,0.61,1.23,-0.07999999999999996
2013-01-01 00:00:00,0.58,0.49,0.12,0.93,0.61,1.23,-0.07999999999999996
2013-01-02 00:00:00,2.05,1.09,2.36,1.37,0.98,1.55,0.2450000000000001
2013-01-03 00:00:00,1.05,-0.61,-1.44,0.49,0.06,0.18,-1.4
2013-01-04 00:00:00,-0.19,-0.11,-0.63,0.84,0.49,1.07,-0.10499999999999993
2013-01-07 00:00:00,-0.26,0.15,-0.1,0.62,0.31,0.62,0.08000000000000002
2013-01-08 00:00:00,-0.66,-0.5,-0.89,0,0.49,0.11,-0.06
2013-01-09 00:00:00,-0.45,-0.49,0.18,0.36,0.4,0.5,0.385
2013-01-10 00:00:00,0.71,0.44,1.16,0.75,0.36,0.6,0.1499999999999999
2013-01-11 00:00:00,-0.62,-0.77,-0.02,0.36,0.26,0.26,0.25
2013-01-14 00:00:00,0.11,0.5,0.65,0.21,0.19,-0.27,0.03
2013-01-15 00:00:00,-1.22,-0.63,-2.02,-0.74,-0.54,-0.62,-0.3400000000000001
2013-01-16 00:00:00,-0.11,0.08,-1.02,0.07,-0.02,-0.19,-0.585
2013-01-17 00:00:00,-0.23,0.37,-0.86,-0.83,-0.53,0.05,0.12500000000000006
2013-01-18 00:00:00,0.88,0.65,0.68,1.34,0.7,1.53,-0.0050000000000001155
2013-01-21 00:00:00,0.33,0.38,-0.92,1.18,0.58,1.04,-0.6950000000000001
2013-01-22 00:00:00,0,0.23,1.15,0.24,0.42,0.45,0.6799999999999999
2013-01-23 00:00:00,-0.94,-0.68,-0.99,-0.16,-0.24,-0.09,0.009999999999999898
2013-01-24 00:00:00,-0.27,-0.79,-1.18,-0.54,-0.61,-1.08,-0.7249999999999999
2013-01-25 00:00:00,-0.62,-0.39,-1.75,-0.41,-0.58,-0.44,-0.58
2013-01-28 00:00:00,0.28,0.52,-2.14,-0.28,0.27,0.14,-1
2013-01-29 00:00:00,0.8,0.28,1.69,0.15,0.01,0.27,0.5049999999999999
2013-01-30 00:00:00,0.58,-0.34,1.44,-0.26,-0.2,-0.24,0.44
2013-01-31 00:00:00,-0.96,-0.11,0.34,-0.08,0.21,0.11,0.745
2013-02-01 00:00:00,-1.07,0.09,-0.28,-0.69,-0.53,-0.51,0.485
2013-02-04 00:00:00,-0.18,-0.28,-0.05,-0.85,-0.6,-0.69,0.14500000000000002
2013-02-05 00:00:00,-1.45,-0.91,-0.17,-1.1,-0.48,-0.98,0.7
2013-02-06 00:00:00,0.06,-0.05,-0.14,0.93,0.68,1.04,-0.044999999999999984
2013-02-07 00:00:00,0,-0.1,-0.6,-0.35,0.09,0.28,0.015000000000000013
2013-02-08 00:00:00,0.04,0.89,1.61,0.34,0.37,0.52,0.875
2013-02-11 00:00:00,0.04,0.89,1.61,0.34,0.37,0.52,0.875
2013-02-12 00:00:00,-0.24,-0.4,-0.09,-0.13,0.03,0.36,0.32
2013-02-13 00:00:00,1.56,1.67,1.29,1.1,0.65,1.13,-0.1200000000000001
2013-02-14 00:00:00,0.66,0.09,0.24,1.08,0.71,1.07,-0.21500000000000008
2013-02-15 00:00:00,0.07,-0.16,0.55,0.51,0.2,1.13,0.5499999999999999
2013-02-18 00:00:00,0.31,0.08,-0.05,0.35,0.2,0.99,0.14
2013-02-19 00:00:00,0.29,0.17,0.3,0.35,0.36,0.67,0.16500000000000004
2013-02-20 00:00:00,1.26,1.73,2.51,1,0.52,0.96,0.605
2013-02-21 00:00:00,-0.57,-0.61,-0.09,-0.35,-0.14,-0.51,0.15999999999999998
2013-02-22 00:00:00,0.75,0.57,-0.69,0.56,0.49,0.62,-0.69
2013-02-25 00:00:00,-0.9,-0.5,-0.15,-0.57,0.07,-0.23,0.5449999999999999
2013-02-26 00:00:00,-0.97,-0.51,-0.05,-0.04,-0.23,-0.38,0.29000000000000004
2013-02-27 00:00:00,-0.32,0.32,0.33,0.6,0.46,0.7,0.375
2013-02-28 00:00:00,0.97,1.05,1.18,0.57,0.62,0.68,0.15999999999999992
2013-03-01 00:00:00,0.97,1.05,1.18,0.57,0.62,0.68,0.15999999999999992
2013-03-04 00:00:00,-1.59,-0.45,-0.29,-0.16,0.07,0.4,0.93
2013-03-05 00:00:00,0.34,-0.11,0.78,0.53,0.92,0.81,0.36
2013-03-06 00:00:00,0.68,-0.02,0.24,0.36,0.1,0.53,-0.135
2013-03-07 00:00:00,-0.41,-0.3,-1.87,-0.36,-0.3,-0.37,-0.7350000000000001
2013-03-08 00:00:00,0.26,0.41,-0.57,0.13,0.49,0.47,-0.245
2013-03-11 00:00:00,-0.76,-0.3,0.57,-1.31,-0.6,-0.65,0.9950000000000001
2013-03-12 00:00:00,-0.16,-0.45,-0.65,1.05,0.89,0.14,-0.7
2013-03-13 00:00:00,-0.27,-0.15,1.53,0.51,0.91,1.27,1.2799999999999998
2013-03-14 00:00:00,0.46,0.06,0.02,0.59,0.81,0.94,-0.04500000000000004
2013-03-15 00:00:00,-0.2,-0.12,-2.02,0.19,0.32,0.12,-0.945
2013-03-18 00:00:00,-1.14,-0.61,-1.66,-1.65,-1.45,-2.29,-0.5800000000000001
2013-03-19 00:00:00,0.39,0.2,1.37,0.81,1.08,1.6,0.885
2013-03-20 00:00:00,-0.72,-0.99,-1.05,-0.6,-0.51,-0.62,-0.17500000000000004
2013-03-21 00:00:00,0.06,-0.64,-0.39,-0.78,-0.2,-0.13,0.09999999999999998
2013-03-22 00:00:00,0.04,-0.24,0.2,0.61,0.66,1.08,0.315
2013-03-25 00:00:00,1.07,1.34,1.56,0.65,0.72,0.57,0.20499999999999985
2013-03-26 00:00:00,0.07,0.23,0.55,0.5,0.07,0.02,0
2013-03-27 00:00:00,0.47,0.8,-0.04,0.1,0.05,-0.03,-0.31999999999999995
2013-03-28 00:00:00,-0.47,-0.13,0.63,0.63,0.24,0.44,0.455
2013-03-29 00:00:00,0.1,0.46,0.97,0.4,0.59,0.81,0.64
2013-04-01 00:00:00,-0.55,-0.49,-0.12,0.12,0.28,-0.19,0.060000000000000026
2013-04-02 00:00:00,-1.75,-0.29,0.71,-0.94,-0.63,-0.18,1.6099999999999999
2013-04-03 00:00:00,-0.59,-0.04,0.61,-0.38,0.47,0.45,1.0150000000000001
2013-04-04 00:00:00,-1.52,-1.25,0.3,-1.57,-1.1,-1.01,1.19
2013-04-05 00:00:00,-2.64,-1.42,-1.38,-1.81,-1.2,-1.23,0.9200000000000002
2013-04-08 00:00:00,-0.47,-0.25,-3.3,-2.31,-2.01,-3.09,-1.8049999999999997
2013-04-09 00:00:00,0.16,0.09,0.39,-0.88,-0.57,-0.52,0.295
2013-04-10 00:00:00,1.38,0.71,0.15,1.7,1.21,1.8,-0.5650000000000001
2013-04-11 00:00:00,-0.81,0.92,2.39,1.78,1.33,2.83,2.1250000000000004
2013-04-12 00:00:00,-2.48,-1.3,0.98,-0.25,0.2,0.98,2.3449999999999998
2013-04-15 00:00:00,-0.71,-0.21,1.48,0.43,1.06,1.75,1.755
2013-04-16 00:00:00,-0.64,0.15,1.48,0.14,0.25,0.92,1.45
2013-04-17 00:00:00,-0.08,-0.1,1.02,-0.14,0.24,0.8,1.02
2013-04-18 00:00:00,-0.7,-1.62,-0.44,0.03,-0.26,-0.51,-0.14
2013-04-19 00:00:00,0.88,0.24,-0.97,-0.8,-0.74,-1.09,-1.07
2013-04-22 00:00:00,0.28,1.11,1.82,0.62,1.15,1.36,1.1400000000000001
2013-04-23 00:00:00,-0.44,-0.39,0.35,0.93,0.71,1.32,0.59
2013-04-24 00:00:00,1.92,0.8,0.33,1.79,1.35,1.38,-1
2013-04-25 00:00:00,1.03,0.87,-0.67,-0.04,0.42,-0.36,-1.01
2013-04-26 00:00:00,-0.5,-0.46,0.86,0.81,0.66,1.04,0.7949999999999999
2013-04-29 00:00:00,-0.57,-0.23,0.89,0.42,0.52,0.72,0.8799999999999999
2013-04-30 00:00:00,1.33,1.29,-0.52,0.21,0.14,-0.35,-1.205
2013-05-01 00:00:00,1.33,1.29,-0.52,0.21,0.14,-0.35,-1.205
2013-05-02 00:00:00,-0.8,-0.05,-1.67,0.18,-0.13,-0.14,-0.595
2013-05-03 00:00:00,0.92,0.2,0.47,0.97,0.81,0.93,-0.2450000000000001
2013-05-06 00:00:00,0.45,-0.56,-0.31,0.86,0.59,0.23,-0.6950000000000001
2013-05-07 00:00:00,-0.42,-0.33,0.98,0.61,0.69,0.94,0.865
2013-05-08 00:00:00,0.1,0.03,0.54,1.05,1.02,1.01,0.19999999999999996
2013-05-09 00:00:00,1.69,0.98,-0.98,0.55,0.53,-0.08,-1.6500000000000001
2013-05-10 00:00:00,-1.93,-1.73,-1.03,-0.62,-0.16,-0.57,0.47499999999999987
2013-05-13 00:00:00,-0.23,0.47,-1.09,0.29,0.05,-0.7,-0.925
2013-05-14 00:00:00,1.64,0.88,-1.7,-0.3,-0.8,-1.21,-2.125
2013-05-15 00:00:00,0.17,0.14,0.43,0.84,0.9,1.03,0.22499999999999998
2013-05-16 00:00:00,0.47,0.99,0.41,-0.3,-0.06,-0.51,-0.135
2013-05-17 00:00:00,0.47,0.99,0.41,-0.3,-0.06,-0.51,-0.135
2013-05-20 00:00:00,0.23,-0.39,-0.28,-0.18,-0.22,-0.63,-0.48000000000000004
2013-05-21 00:00:00,0.03,-0.15,0.55,0.99,0.59,1.08,0.30500000000000005
2013-05-22 00:00:00,0.91,0.58,-0.42,0.83,0.77,0.89,-0.635
2013-05-23 00:00:00,-1.46,-1.14,-1.07,-0.84,-0.84,-0.99,0.11999999999999988
2013-05-24 00:00:00,0.01,0.38,0.32,0.94,0.24,0.42,-0.10499999999999998
2013-05-27 00:00:00,0.54,0.24,0.13,0.76,0.77,0.87,-0.15000000000000002
2013-05-28 00:00:00,0.22,0.28,1.95,1.14,0.8,1,0.7950000000000002
2013-05-29 00:00:00,0.91,0.7,-0.21,0.59,0.47,0.2,-0.755
2013-05-30 00:00:00,-0.45,0.22,-1.28,-0.51,-0.5,-0.92,-0.6200000000000001
2013-05-31 00:00:00,0.67,-0.18,-0.52,-0.69,-0.84,-1.06,-0.78
2013-06-03 00:00:00,-0.17,-0.77,-2.25,-0.69,-0.68,-1.22,-1.305
2013-06-04 00:00:00,0.23,-0.08,-1.81,-0.69,-0.86,-1.43,-1.3900000000000001
2013-06-05 00:00:00,-1.85,-1.35,-1.73,-1.5,-1.75,-2.21,-0.29499999999999993
2013-06-06 00:00:00,-1.85,-1.35,-1.73,-1.5,-1.75,-2.21,-0.29499999999999993
2013-06-07 00:00:00,-0.8,-2.73,-1.26,-1.58,-1.4,-2.45,-0.665
2013-06-10 00:00:00,-0.06,0.86,2.19,0.67,0.84,1.63,1.605
2013-06-11 00:00:00,-0.54,-0.94,1.55,-1.03,0.19,0.24,1.6800000000000002
2013-06-12 00:00:00,-0.84,-0.49,0.46,-0.52,-0.37,-0.19,0.815
2013-06-13 00:00:00,-1.22,-1.69,-0.24,-0.99,-0.9,-1.19,0.39
2013-06-14 00:00:00,0.23,0.45,-0.85,-0.77,-0.47,-0.79,-0.55
2013-06-17 00:00:00,-0.42,-0.26,-1.23,-1.94,-1.83,-2.32,-0.595
2013-06-18 00:00:00,0.71,1.23,1.04,1.16,1.09,1.8,0.485
2013-06-19 00:00:00,-0.44,-0.84,-0.4,-0.17,-0.18,-0.19,0.009999999999999953
2013-06-20 00:00:00,-1.7,-2.23,-1.05,-2.05,-1.89,-1.37,0.665
2013-06-21 00:00:00,-1.99,-1.13,-1,-1.21,-1.13,-1.03,0.585
2013-06-24 00:00:00,-1.04,-1.46,-2.98,-1.34,-1.38,-2.38,-1.4899999999999998
2013-06-25 00:00:00,-0.38,-1.36,-4.03,-5.45,-4.72,-6.69,-2.4450000000000003
2013-06-26 00:00:00,0.52,-0.13,1.88,1.86,1.77,2.3,0.8999999999999999
2013-06-27 00:00:00,2.47,3.29,2.91,3.08,3.12,4.14,0.7499999999999996
2013-06-28 00:00:00,1.98,1.22,1.84,1.25,1.04,1.17,-0.1100000000000001
2013-07-01 00:00:00,-0.07,-0.57,0.22,0.78,0.9,1.34,0.42500000000000004
2013-07-02 00:00:00,-0.3,0.18,0.06,-0.08,-0.24,-0.58,-0.07
2013-07-03 00:00:00,-1.65,-1.7,-0.92,-1.39,-1.23,-1.31,0.405
2013-07-04 00:00:00,0.45,0.98,1.55,0.71,0.83,0.9,0.6450000000000001
2013-07-05 00:00:00,0.47,-1.21,1.02,0.46,0.1,0.06,0.07500000000000007
2013-07-08 00:00:00,-0.12,-1.59,-1.49,-1.25,-1.3,-1.56,-0.8399999999999999
2013-07-09 00:00:00,0.7,0.85,0.03,0.93,1.06,1.2,-0.19999999999999996
2013-07-10 00:00:00,-0.38,-0.26,-0.96,-0.83,-0.67,-0.83,-0.29000000000000004
2013-07-11 00:00:00,2.76,3.31,2.03,1.57,1.79,2.44,0.06999999999999984
2013-07-12 00:00:00,-0.98,0,0.73,1.21,0.6,0.71,0.605
2013-07-15 00:00:00,0.83,-0.1,-0.77,0.74,0.62,0.24,-1.0499999999999998
2013-07-16 00:00:00,-0.3,-0.65,0.58,0.53,0.64,0.75,0.55
2013-07-17 00:00:00,1.12,1.15,1.42,0.2,0.13,0.87,0.485
2013-07-18 00:00:00,-0.41,-0.95,0.16,0.24,-0.15,0.27,0.30000000000000004
2013-07-19 00:00:00,0.31,-0.69,-0.25,0.33,0.3,0,-0.445
2013-07-22 00:00:00,0.94,0.13,-0.1,0.3,-0.01,-0.29,-0.815
2013-07-23 00:00:00,0.9,1.63,0.18,0.72,0.51,0.28,-0.5800000000000001
2013-07-24 00:00:00,0.75,0.29,-0.46,0.81,0.46,0.5,-0.76
2013-07-25 00:00:00,-0.04,-0.23,0.1,-0.02,-0.32,-0.17,-0.0050000000000000044
2013-07-26 00:00:00,0.19,0.03,-0.03,0.48,0.27,0.31,-0.19499999999999995
2013-07-29 00:00:00,-0.11,-0.99,-0.29,-0.65,-0.78,-1.17,-0.35
2013-07-30 00:00:00,1.44,0.58,0.43,0.74,0.46,0.61,-0.5699999999999998
2013-07-31 00:00:00,-0.32,-0.09,1.17,0.97,0.34,0.77,0.645
2013-08-01 00:00:00,0.37,0.19,-0.25,0.46,0.11,0.1,-0.49000000000000005
2013-08-02 00:00:00,0.17,0.14,0.11,0.68,0.57,0.67,-0.03500000000000003
2013-08-05 00:00:00,-0.48,-0.25,0.52,0.48,0.23,0.54,0.53
2013-08-06 00:00:00,-0.35,-0.61,-0.23,-0.02,-0.32,0.03,0.08499999999999999
2013-08-07 00:00:00,-1.45,-1.52,-1.01,-1.01,-0.65,-0.48,0.485
2013-08-08 00:00:00,0.6,0.08,0.01,0.22,0.43,0.37,-0.21999999999999997
2013-08-09 00:00:00,-0.66,0.23,-0.4,-0.04,0.25,0.49,0.395
2013-08-12 00:00:00,0.47,0.05,-0.78,-0.31,-0.25,-0.36,-0.65
2013-08-13 00:00:00,1.14,2.11,-0.15,-0.45,0.08,-0.15,-0.495
2013-08-14 00:00:00,0.75,0.38,0.3,0.51,0.66,-0.11,-0.535
2013-08-15 00:00:00,0.75,0.38,0.3,0.51,0.66,-0.11,-0.535
2013-08-16 00:00:00,0.1,-0.44,-0.48,0.61,-0.05,-0.81,-1
2013-08-19 00:00:00,0.2,-0.25,-0.27,0.2,0.27,-0.21,-0.44
2013-08-20 00:00:00,-2.08,-1.13,-1.89,-2.35,-1.97,-2.54,0
2013-08-21 00:00:00,-1.09,-1.11,-1.02,-1.2,-1.28,-1.57,-0.1499999999999999
2013-08-22 00:00:00,-1.27,-0.77,-1.79,-2.56,-2.18,-2.35,-0.15500000000000025
2013-08-23 00:00:00,0.92,1.43,1.26,1.78,1.65,2.33,0.44499999999999984
2013-08-26 00:00:00,1.35,0.67,0.56,1.19,0.98,0.9,-0.54
2013-08-27 00:00:00,-0.22,-0.07,-0.72,-1.02,-0.97,-1.31,-0.39500000000000013
2013-08-28 00:00:00,-0.19,-0.03,-0.3,-1.34,-0.97,-1.32,-0.04500000000000004
2013-08-29 00:00:00,0.82,2.77,0.39,0.93,0.89,1.04,-0.15999999999999992
2013-08-30 00:00:00,0.82,1.05,1.05,0.17,-0.19,-0.06,0
2013-09-02 00:00:00,0.13,-0.18,0.5,0.57,0.57,1.07,0.43500000000000005
2013-09-03 00:00:00,0.63,0.25,0.31,0.77,0.48,0.72,-0.18499999999999994
2013-09-04 00:00:00,0.1,-0.02,-0.52,0.07,0.26,0.1,-0.29500000000000004
2013-09-05 00:00:00,0.83,0.99,0.91,0.38,0.37,0.19,-0.05499999999999994
2013-09-06 00:00:00,0.76,-0.16,-0.94,-0.68,-0.05,-0.16,-0.5899999999999999
2013-09-09 00:00:00,1.16,0.94,-0.27,-0.16,0.02,-0.44,-0.855
2013-09-10 00:00:00,0.97,1.23,-0.48,0.47,0.16,0.35,-0.7849999999999999
2013-09-11 00:00:00,0.64,0.42,0.74,1.33,0.68,0.92,-0.15500000000000003
2013-09-12 00:00:00,-0.55,0.21,1.47,0.19,0.21,-0.3,0.765
2013-09-13 00:00:00,-0.51,-0.47,-0.15,-0.08,-0.14,0.15,0.295
2013-09-16 00:00:00,1.69,0.69,-0.92,-0.74,-0.61,-0.57,-1.22
2013-09-17 00:00:00,0.21,-0.76,-0.5,0.02,0.28,-0.01,-0.37
2013-09-18 00:00:00,0.21,-0.76,-0.5,0.02,0.28,-0.01,-0.37
2013-09-19 00:00:00,0.21,-0.76,-0.5,0.02,0.28,-0.01,-0.37
2013-09-20 00:00:00,0.21,-0.76,-0.5,0.02,0.28,-0.01,-0.37
2013-09-23 00:00:00,0.44,0.07,-0.1,-0.05,-0.13,-0.36,-0.425
2013-09-24 00:00:00,-0.41,0.06,0.37,-0.28,-0.2,0.06,0.5599999999999999
2013-09-25 00:00:00,-0.53,-0.42,0.11,0.02,-0.21,-0.04,0.29000000000000004
2013-09-26 00:00:00,0.35,0.56,0.99,0.86,0.56,0.93,0.355
2013-09-27 00:00:00,0.49,-0.03,0.71,0.35,0.58,1.04,0.455
2013-09-30 00:00:00,-1.28,-0.41,0.18,-0.73,-0.53,-0.67,0.7599999999999999
2013-10-01 00:00:00,-0.55,0.31,-0.05,-1.19,-0.72,-0.73,0.48
2013-10-02 00:00:00,-0.36,0.14,0.44,0.19,0.15,0.6,0.605
2013-10-03 00:00:00,-0.36,0.14,0.44,0.19,0.15,0.6,0.605
2013-10-04 00:00:00,-0.6,-0.07,0.95,-0.69,-0.03,-0.18,1.03
2013-10-07 00:00:00,-0.61,-0.05,0.41,-0.91,-0.52,-0.42,0.755
2013-10-08 00:00:00,0.63,0.5,-0.44,-0.29,-0.18,-0.06,-0.42000000000000004
2013-10-09 00:00:00,0.63,0.5,-0.44,-0.29,-0.18,-0.06,-0.42000000000000004
2013-10-10 00:00:00,-0.58,0.09,0.14,-0.29,0.21,0.65,0.83
2013-10-11 00:00:00,1.48,1.24,0.12,0.8,0.56,0.61,-0.7750000000000001
2013-10-14 00:00:00,0.28,-0.36,-0.57,0.34,-0.2,-0.56,-0.875
2013-10-15 00:00:00,0.68,1.2,0.64,0.45,0.01,0.27,-0.11000000000000004
2013-10-16 00:00:00,-0.56,-0.27,-0.31,-1.06,-0.97,-1.23,0.040000000000000036
2013-10-17 00:00:00,0.23,0.43,-0.63,-0.49,-0.37,-0.57,-0.47
2013-10-18 00:00:00,1.06,0.28,1.19,0.52,0.59,0.94,0.2749999999999999
2013-10-21 00:00:00,-0.1,0.1,0.31,0.56,0.39,0.65,0.24999999999999994
2013-10-22 00:00:00,0.71,0.06,-0.48,0.51,0.22,0.26,-0.72
2013-10-23 00:00:00,-0.74,-1.19,-0.75,-0.85,-0.82,-0.91,-0.03500000000000014
2013-10-24 00:00:00,1.04,0.29,1.11,0.69,0.74,1.26,0.32000000000000006
2013-10-25 00:00:00,-1.22,-0.4,-0.08,0.04,0.2,0.37,0.735
2013-10-28 00:00:00,-0.37,1.13,0.47,0.01,0.12,0.48,0.655
2013-10-29 00:00:00,0.61,0.15,-0.63,-0.35,-0.08,-0.31,-0.6
2013-10-30 00:00:00,0.37,0.43,0.64,-0.01,0.14,0.73,0.5050000000000001
2013-10-31 00:00:00,-1.12,-1.68,-0.72,-0.65,-0.49,-0.63,0.20999999999999996
2013-11-01 00:00:00,-0.21,0.62,0.84,-0.22,0.25,0.85,1.06
2013-11-04 00:00:00,-0.45,-0.67,-1.24,0.04,0.35,-0.04,-0.435
2013-11-05 00:00:00,-0.7,-0.67,0.01,-0.62,-0.63,-0.66,0.3349999999999999
2013-11-06 00:00:00,0.24,-0.08,-0.33,-0.04,-0.29,-0.36,-0.44499999999999995
2013-11-07 00:00:00,-0.6,-0.52,-0.33,-0.73,-0.53,-0.85,0.07500000000000007
2013-11-08 00:00:00,-0.77,-1.04,-0.83,-0.98,-1.04,-1.19,-0.135
2013-11-11 00:00:00,-1.11,-0.19,-0.52,-2.89,-2.35,-2.64,0.41999999999999993
2013-11-12 00:00:00,0.75,0.89,1.65,0.89,1.18,1.32,0.6649999999999998
2013-11-13 00:00:00,-1.23,-1.78,-1.21,-0.69,-1.14,-0.9,-0.09499999999999997
2013-11-14 00:00:00,0.17,0.16,0.94,0.46,0.63,1.47,0.8900000000000001
2013-11-15 00:00:00,1.01,2.31,1.34,0.18,0.31,0.42,0.28500000000000003
2013-11-18 00:00:00,0.12,0.34,-0.17,-0.26,-0.46,-0.85,-0.44
2013-11-19 00:00:00,0.73,1.3,-0.15,-0.83,-0.85,-0.64,-0.34500000000000003
2013-11-20 00:00:00,-0.07,-0.9,-0.79,-0.17,-0.18,-0.28,-0.41500000000000004
2013-11-21 00:00:00,-1.12,-1.26,-0.7,-0.54,-0.62,-0.64,0.16000000000000014
2013-11-22 00:00:00,0.81,0.57,0.71,0.05,0.3,0.68,0.265
2013-11-25 00:00:00,0.71,0.52,0.18,0.24,0.57,0.53,-0.12
2013-11-26 00:00:00,0.2,0.36,0.54,0.03,0.58,0.65,0.48
2013-11-27 00:00:00,-0.07,0.18,1.51,0.59,0.2,0.38,0.685
2013-11-28 00:00:00,0.83,0.78,1.16,0.6,0.56,0.81,0.27
2013-11-29 00:00:00,0.58,-0.16,-0.27,0.5,0.04,0.28,-0.535
2013-12-02 00:00:00,-0.46,-0.89,-0.4,-0.44,-0.97,-0.88,-0.19
2013-12-03 00:00:00,-0.77,-1.19,-1.03,-1.14,-0.64,-1.09,-0.1050000000000001
