,Size & Momentum(2X3) Big - Down,Size & Momentum(2X3) Big - Medium,Size & Momentum(2X3x) BIg - Up,Size & Momentum(2X3) Small - Down,Size & Momentum(2X3) Small - Medium,Size & Momentum(2X3) Small - Up,UMD
2004-02-13 00:00:00,0.03,0.76,0.36,0.19,0.5,1.25,0.695
2004-02-16 00:00:00,-0.37,0.29,-0.62,0.26,0.26,0.25,-0.13
2004-02-17 00:00:00,0.69,0.2,0.76,0.09,0.1,-0.12,-0.06999999999999995
2004-02-18 00:00:00,0.27,-1.19,-0.35,0.03,0.49,1.06,0.20500000000000002
2004-02-19 00:00:00,0.07,1.05,-0.58,-0.84,-0.17,-0.38,-0.09499999999999997
2004-02-20 00:00:00,-0.48,-0.57,-0.33,-0.23,-0.32,-0.3,0.03999999999999998
2004-02-23 00:00:00,0.23,-0.14,0.2,0.03,-0.13,-0.09,-0.075
2004-02-24 00:00:00,-1.05,-1.57,-1.76,-1.07,-0.33,-1.28,-0.45999999999999996
2004-02-25 00:00:00,-0.07,0.35,-0.03,-1,-0.49,-0.77,0.135
2004-02-26 00:00:00,-0.51,0.05,-0.79,-0.71,-0.27,-0.52,-0.04500000000000004
2004-02-27 00:00:00,0.94,2.26,2.18,-0.31,0.38,0.61,1.08
2004-03-01 00:00:00,0.94,2.26,2.18,-0.31,0.38,0.61,1.08
2004-03-02 00:00:00,0.77,1.95,1.82,0.18,0.3,0.65,0.7600000000000001
2004-03-03 00:00:00,0.83,-0.76,-0.09,-0.4,-0.03,0.08,-0.21999999999999997
2004-03-04 00:00:00,1.01,1.42,1.45,0.44,0.32,0.17,0.08499999999999996
2004-03-05 00:00:00,0.25,-0.05,-0.43,0.48,0.02,0.09,-0.5349999999999999
2004-03-08 00:00:00,-0.43,0.32,-1.48,0.35,-0.11,0.03,-0.6849999999999999
2004-03-09 00:00:00,-1.11,-0.62,-1.39,0.51,-0.13,0.01,-0.3899999999999999
2004-03-10 00:00:00,-1.74,-2.32,-1.11,-1.12,-0.56,-0.93,0.41000000000000014
2004-03-11 00:00:00,-0.48,-1.42,0.1,-0.41,-0.41,0.14,0.565
2004-03-12 00:00:00,-3.01,-2.7,-2.09,-3.42,-2.35,-3.21,0.565
2004-03-15 00:00:00,0.07,0.37,0.49,1.28,1.21,1.73,0.43499999999999983
2004-03-16 00:00:00,-0.44,-0.62,0.23,0.07,-0.25,0.61,0.605
2004-03-17 00:00:00,2.19,2.47,2.93,1.56,1.16,1.48,0.33000000000000007
2004-03-18 00:00:00,-0.69,0.36,0.04,0.61,0.27,0.52,0.32
2004-03-19 00:00:00,0.89,0.89,1.56,0.06,0.03,0.39,0.5000000000000001
2004-03-22 00:00:00,-1.72,-2.44,-2.2,-0.6,-0.09,0.04,0.07999999999999985
2004-03-23 00:00:00,0.04,0.43,0.31,-0.91,-0.48,-0.14,0.52
2004-03-24 00:00:00,-0.81,-0.08,-0.74,-0.17,-0.55,-0.33,-0.044999999999999984
2004-03-25 00:00:00,-0.46,-0.37,-1.6,-0.49,-0.93,-1.72,-1.185
2004-03-26 00:00:00,0.99,0.76,1.71,0.81,0.5,0.57,0.23999999999999988
2004-03-29 00:00:00,1.04,0.95,1.64,0.29,0.13,0.28,0.29499999999999993
2004-03-30 00:00:00,-0.72,-0.59,0.47,0.15,-0.1,-0.09,0.475
2004-03-31 00:00:00,0.17,0.19,1.62,0.91,0.22,0.26,0.4
2004-04-01 00:00:00,0.52,0.22,0.53,0.82,0.27,0.84,0.015000000000000124
2004-04-02 00:00:00,0.57,0.68,-0.23,0.48,0.44,0.2,-0.5399999999999999
2004-04-05 00:00:00,0.57,0.68,-0.23,0.48,0.44,0.2,-0.5399999999999999
2004-04-06 00:00:00,1.03,1.45,3.73,1.28,0.85,1.07,1.2449999999999999
2004-04-07 00:00:00,-0.17,0.44,0.39,1.21,0.52,0.63,-0.010000000000000009
2004-04-08 00:00:00,0.65,0.76,0.78,0.49,0.68,0.75,0.19499999999999995
2004-04-09 00:00:00,-1.42,-1.36,-1.42,0.66,-0.18,0.07,-0.295
2004-04-12 00:00:00,0.4,0.74,1.89,1.81,0.95,1.14,0.4099999999999999
2004-04-13 00:00:00,-1.01,-0.63,0.03,-0.73,-0.39,-0.46,0.655
2004-04-14 00:00:00,0.9,0.08,-0.27,-0.03,-0.24,0.06,-0.54
2004-04-15 00:00:00,0.9,0.08,-0.27,-0.03,-0.24,0.06,-0.54
2004-04-16 00:00:00,-0.8,-1.28,-2.66,-0.06,-0.06,-0.02,-0.91
2004-04-19 00:00:00,-0.04,0.62,0.47,-0.28,0.08,0.16,0.475
2004-04-20 00:00:00,1.31,1.18,2.21,0.48,0.67,1.25,0.835
2004-04-21 00:00:00,-0.17,0.67,1.55,0.23,-0.05,0.53,1.01
2004-04-22 00:00:00,-0.08,-0.68,-0.87,0.52,0.76,0.98,-0.165
2004-04-23 00:00:00,1.44,1.35,1.52,1.23,1.37,2.41,0.6300000000000001
2004-04-26 00:00:00,0.22,-1.33,-2.01,1.7,1.08,2.47,-0.7299999999999998
2004-04-27 00:00:00,-1.06,-0.42,-0.47,0.02,0.06,-0.61,-0.020000000000000018
2004-04-28 00:00:00,-0.71,-1.53,-2.09,-1.14,-1.25,-1.33,-0.785
2004-04-29 00:00:00,-1.59,-2.55,-3.75,-2.71,-1.92,-3.49,-1.4700000000000002
2004-04-30 00:00:00,-0.23,-0.84,-1.77,-1.02,-0.44,-1.09,-0.8050000000000002
2004-05-03 00:00:00,1.21,0.15,0.2,-0.24,0.31,0.04,-0.365
2004-05-04 00:00:00,-1.03,-0.11,0.61,0.62,0.25,1.14,1.08
2004-05-05 00:00:00,-1.03,-0.11,0.61,0.62,0.25,1.14,1.08
2004-05-06 00:00:00,-1.42,-2.73,-4.4,-2.65,-1.34,-2.49,-1.4100000000000001
2004-05-07 00:00:00,-0.63,-0.08,0.7,-1.18,-0.37,-0.13,1.19
2004-05-10 00:00:00,-4.09,-6.01,-6.31,-6.35,-3.65,-6.13,-1
2004-05-11 00:00:00,-0.69,0.32,-0.42,-0.9,-0.07,-0.64,0.2649999999999999
2004-05-12 00:00:00,0.3,2.53,4.21,2.6,1.45,3,2.1550000000000002
2004-05-13 00:00:00,-1.32,-3.37,-3.63,-0.62,0.01,-0.33,-1.01
2004-05-14 00:00:00,-0.76,-2.19,-3.8,-1.03,-0.63,-1.1,-1.5550000000000002
2004-05-17 00:00:00,-3.46,-4.3,-6.43,-5.87,-3.76,-5.71,-1.4050000000000002
2004-05-18 00:00:00,-0.27,1.63,2.95,-0.22,0.01,-0.46,1.4900000000000002
2004-05-19 00:00:00,2.86,3.96,6.01,3.03,1.49,3.1,1.6099999999999999
2004-05-20 00:00:00,-1.94,-1.02,-1.37,-2.46,-1.18,-2.34,0.3450000000000002
2004-05-21 00:00:00,2.43,2.3,2.56,1.44,1.15,1.77,0.22999999999999998
2004-05-24 00:00:00,0.98,1.06,1.88,1.46,0.75,1.24,0.3400000000000001
2004-05-25 00:00:00,-0.72,-1.43,-2.36,-0.78,-0.42,-0.65,-0.7549999999999999
2004-05-26 00:00:00,-0.72,-1.43,-2.36,-0.78,-0.42,-0.65,-0.7549999999999999
2004-05-27 00:00:00,1.81,2.22,2.52,1.28,0.4,0.79,0.1100000000000001
2004-05-28 00:00:00,0.9,0.67,2.11,0.47,0.18,-0.13,0.30499999999999994
2004-05-31 00:00:00,-1.21,-1,-1.67,0.81,0.04,-0.21,-0.74
2004-06-01 00:00:00,1.34,1.57,1.47,1.06,0.77,1.14,0.10499999999999976
2004-06-02 00:00:00,-1.05,-0.99,-1.67,0.82,0.08,0.21,-0.615
2004-06-03 00:00:00,-1.64,-3.77,-5.13,-1.91,-1.36,-1.66,-1.62
2004-06-04 00:00:00,1.19,1.6,1.28,1.32,0.84,0.72,-0.2549999999999999
2004-06-07 00:00:00,2.9,3.51,4.12,1.31,1.09,0.59,0.25
2004-06-08 00:00:00,-0.71,-0.37,0,-0.64,0.23,0.12,0.7350000000000001
2004-06-09 00:00:00,-0.91,-1.33,-2.31,0.07,-0.14,-0.19,-0.83
2004-06-10 00:00:00,-0.46,-1.93,-1.76,-0.63,-0.42,-0.15,-0.4099999999999999
2004-06-11 00:00:00,-1.87,-2.82,-5.25,-2.58,-1.34,-2.16,-1.48
2004-06-14 00:00:00,-0.39,-1.26,-2.11,-2.39,-1.37,-2.65,-0.9899999999999998
2004-06-15 00:00:00,0.08,1.63,2.47,-0.54,-0.12,0.25,1.59
2004-06-16 00:00:00,0.08,0.63,-0.36,-0.49,-0.35,-0.37,-0.16
2004-06-17 00:00:00,0.09,1.43,1.12,-0.66,-0.51,0,0.8450000000000001
2004-06-18 00:00:00,-1.34,-2.94,-1.97,-1.49,-0.53,-1.34,-0.24
2004-06-21 00:00:00,0.56,0.39,1.48,-0.17,-0.32,-0.09,0.49999999999999994
2004-06-22 00:00:00,-0.68,-0.56,-0.15,-1.39,-0.72,-0.48,0.72
2004-06-23 00:00:00,-1.74,-1.6,-0.33,-2.15,-0.42,-0.83,1.3649999999999998
2004-06-24 00:00:00,2.58,3.14,3.51,0.24,0.65,0.54,0.6149999999999998
2004-06-25 00:00:00,0.97,2.65,2.2,0.91,0.3,0.82,0.5700000000000001
2004-06-28 00:00:00,-0.62,-0.53,-1.58,0.25,0.02,0.2,-0.5050000000000001
2004-06-29 00:00:00,0.51,1.01,1.23,0.78,0.62,0.93,0.43500000000000005
2004-06-30 00:00:00,0.36,0.66,1.42,1.31,0.94,1.18,0.46499999999999986
2004-07-01 00:00:00,-0.3,-0.71,-1.3,0.21,0.21,0.64,-0.28500000000000003
2004-07-02 00:00:00,-2.32,-2.08,-3.58,-1.66,-0.43,-0.9,-0.25000000000000044
2004-07-05 00:00:00,0.18,0.25,0.03,0,0.33,0.39,0.12000000000000002
2004-07-06 00:00:00,0.1,0.77,-0.11,-0.19,0.57,0.37,0.175
2004-07-07 00:00:00,0.12,0.55,-0.04,-0.42,-0.11,-0.34,-0.04000000000000001
2004-07-08 00:00:00,-2.29,-2.43,-2.82,-0.31,-0.47,0.13,-0.04499999999999993
2004-07-09 00:00:00,0.73,0.57,0.88,1.11,0.4,0.13,-0.41500000000000004
2004-07-12 00:00:00,-0.1,-0.12,-0.05,0.02,-0.09,-0.26,-0.11499999999999999
2004-07-13 00:00:00,-0.01,-0.63,1.6,-0.24,-0.02,-0.64,0.605
2004-07-14 00:00:00,-1.29,-1.28,-2.71,-0.48,-0.61,-1,-0.97
2004-07-15 00:00:00,-0.06,0.05,-0.94,-0.9,-0.72,-0.43,-0.20499999999999996
2004-07-16 00:00:00,0.26,0.3,1.55,0.06,0.15,-0.39,0.42000000000000004
2004-07-19 00:00:00,0.99,1.53,1.56,0.63,0.19,0,-0.030000000000000027
2004-07-20 00:00:00,-2.17,-1.95,-1.71,-0.83,-0.46,-0.49,0.3999999999999999
2004-07-21 00:00:00,1.99,1.93,2.57,1.24,0.52,0.2,-0.22999999999999998
2004-07-22 00:00:00,-1.69,-1.29,-1.56,-0.87,-0.46,-1.17,-0.08499999999999996
2004-07-23 00:00:00,-1.19,-0.87,-0.48,-0.01,0.6,0.18,0.44999999999999996
2004-07-26 00:00:00,-0.69,0.3,-0.61,-1.22,-0.98,-0.64,0.32999999999999996
2004-07-27 00:00:00,0.51,0.1,0.57,-0.76,-0.32,-1.41,-0.295
2004-07-28 00:00:00,0.85,1.09,0.66,-0.41,-0.4,0.31,0.265
2004-07-29 00:00:00,-2.08,-1.68,-2.35,-2.99,-1.96,-1.7,0.5100000000000002
2004-07-30 00:00:00,0.33,0.57,0.92,0.91,0.06,0.34,0.010000000000000009
2004-08-02 00:00:00,-2.33,-1.97,-2.34,-2.22,-1.36,-1.68,0.26500000000000057
2004-08-03 00:00:00,0.5,1.19,0.96,-0.63,-0.18,-0.14,0.475
2004-08-04 00:00:00,0.32,0.26,0.67,-0.92,-0.67,-0.64,0.31500000000000006
2004-08-05 00:00:00,3.18,1.81,1.63,3.38,1.53,1.7,-1.6150000000000002
2004-08-06 00:00:00,-0.99,-1.52,-1.48,-0.61,-0.26,0.09,0.1050000000000001
2004-08-09 00:00:00,1.44,1,1.69,1.35,0.6,0.12,-0.49
2004-08-10 00:00:00,0.9,0.72,0.74,0.92,0.31,0.91,-0.08500000000000008
2004-08-11 00:00:00,-0.19,0.51,0.56,-0.31,-0.07,0.16,0.6100000000000001
2004-08-12 00:00:00,2,1.94,1.74,0.96,0.52,0.4,-0.4099999999999999
2004-08-13 00:00:00,2.77,1.15,0.78,0.93,0.73,0.5,-1.21
2004-08-16 00:00:00,0.05,-0.67,0.11,0.16,0.07,0.2,0.04999999999999999
2004-08-17 00:00:00,-0.62,-0.39,-1.37,0.68,0.13,0.43,-0.5000000000000001
2004-08-18 00:00:00,0.36,0.62,0.16,0.8,0.54,0.05,-0.4750000000000001
2004-08-19 00:00:00,1.91,1.75,1.5,0.6,0.5,0.95,-0.029999999999999805
2004-08-20 00:00:00,0.18,-0.54,0.01,-0.66,-0.21,-0.2,0.14500000000000002
2004-08-23 00:00:00,0.41,0.09,0.01,0.6,0.02,0.48,-0.26
2004-08-24 00:00:00,0.2,0.44,1.01,0.57,0.06,0.41,0.32499999999999996
2004-08-25 00:00:00,1.16,1.32,1.27,0.72,0.28,0.22,-0.19499999999999995
2004-08-26 00:00:00,1.3,0.3,0.36,0.44,0.45,0.21,-0.585
2004-08-27 00:00:00,0.37,0.16,-0.1,-0.04,0.16,0.33,-0.05
2004-08-30 00:00:00,-1.45,-0.34,-0.11,-0.56,-0.41,-0.33,0.7849999999999999
2004-08-31 00:00:00,0.54,-0.39,0.29,0.5,0.59,0.76,0.0050000000000000044
2004-09-01 00:00:00,2.88,1.45,2.19,1.29,1.07,0.62,-0.6799999999999999
2004-09-02 00:00:00,2.07,0.58,1.17,-0.06,0.49,0.25,-0.29499999999999993
2004-09-03 00:00:00,-0.29,-1.13,-0.26,-0.01,0.02,0,0.01999999999999999
2004-09-06 00:00:00,0.54,0.42,0.92,0.85,0.39,0.25,-0.1100000000000001
2004-09-07 00:00:00,-0.81,-0.27,-0.83,0.2,-0.03,0.01,-0.10499999999999993
2004-09-08 00:00:00,-0.27,-0.63,-0.35,-0.06,0.17,-0.06,-0.03999999999999998
2004-09-09 00:00:00,0.22,0.8,1.27,0.11,0.02,0,0.47
2004-09-10 00:00:00,1.83,1.92,1.26,0.63,0.36,0.08,-0.5599999999999999
2004-09-13 00:00:00,2.16,2.18,1.69,-0.27,0.31,0.39,0.09499999999999997
2004-09-14 00:00:00,-1.19,0.2,-0.7,-0.64,0.08,-0.09,0.52
2004-09-15 00:00:00,-1.22,-0.48,1.2,0.14,0.04,0.21,1.245
2004-09-16 00:00:00,0.46,0.68,1.1,-0.28,0.07,-0.08,0.42000000000000004
2004-09-17 00:00:00,-0.2,-1.27,-0.12,-0.43,-0.4,-0.18,0.165
2004-09-20 00:00:00,0.82,0.67,1.5,0.12,0.73,-0.08,0.24
2004-09-21 00:00:00,-0.43,0.67,-0.76,0.26,0.48,-0.07,-0.33000000000000007
2004-09-22 00:00:00,-2.87,-2.38,-2.76,-1.77,-0.98,-1.45,0.2150000000000003
2004-09-23 00:00:00,-0.44,-0.53,-0.77,-1.35,-0.38,-0.37,0.32499999999999996
2004-09-24 00:00:00,0.48,0.18,0.68,0.09,0.47,0.72,0.415
2004-09-27 00:00:00,0.48,0.18,0.68,0.09,0.47,0.72,0.415
2004-09-28 00:00:00,0.48,0.18,0.68,0.09,0.47,0.72,0.415
2004-09-29 00:00:00,0.48,0.18,0.68,0.09,0.47,0.72,0.415
2004-09-30 00:00:00,0.94,0.11,0.36,-0.47,0.47,0.4,0.14500000000000002
2004-10-01 00:00:00,1.22,1.07,2.35,0.44,0.34,0.65,0.67
2004-10-04 00:00:00,2.89,4.62,3.45,1.07,1.02,0.84,0.16500000000000004
2004-10-05 00:00:00,0.34,-0.31,0.45,0.47,0.22,0.42,0.02999999999999997
2004-10-06 00:00:00,0.61,0.33,0.08,-0.07,0.17,0.12,-0.17
2004-10-07 00:00:00,-1.45,-0.96,0.98,-1.16,-0.39,-0.28,1.6549999999999998
2004-10-08 00:00:00,-0.1,-0.59,0.02,-0.72,-0.2,0.9,0.87
2004-10-11 00:00:00,1.06,-0.34,0.38,-0.19,0.4,0.65,0.07999999999999996
2004-10-12 00:00:00,-1.61,-3.1,-2.72,-1.08,-0.71,-0.64,-0.33499999999999996
2004-10-13 00:00:00,-0.16,-0.01,0.16,-0.38,0.01,0.47,0.585
2004-10-14 00:00:00,-0.66,-1.02,-1.26,-1.05,-0.19,-0.04,0.20499999999999996
2004-10-15 00:00:00,-0.75,-0.38,-0.93,-0.33,-0.42,-0.37,-0.10999999999999999
2004-10-18 00:00:00,0,0.58,1,0.31,0.11,0.22,0.45499999999999996
2004-10-19 00:00:00,0.72,1.09,0.7,0.27,0.42,0.46,0.08499999999999996
2004-10-20 00:00:00,-2.04,-2.86,-3.21,-1.88,-1.02,-1.6,-0.4450000000000003
2004-10-21 00:00:00,-1.74,-0.48,-1.71,-0.93,-0.59,-0.85,0.05499999999999994
2004-10-22 00:00:00,0.53,1.19,0.59,0,-0.27,0.22,0.13999999999999996
2004-10-25 00:00:00,-2.31,-2.57,-2.3,-2.16,-1.41,-1.8,0.1850000000000005
2004-10-26 00:00:00,0.57,0.33,1.33,-0.01,0.67,0.85,0.81
2004-10-27 00:00:00,-1.17,-0.76,0.55,-0.69,-0.21,-0.11,1.15
2004-10-28 00:00:00,2.57,3.18,2.61,0.61,0.96,1,0.21500000000000008
2004-10-29 00:00:00,-0.11,0.41,0.2,0.19,0.25,0.12,0.12
2004-11-01 00:00:00,1.63,0.07,-0.44,0.66,0.24,-0.07,-1.4
2004-11-02 00:00:00,2.25,0.95,1.34,0.42,0.69,0.19,-0.57
2004-11-03 00:00:00,1.48,1.78,1.36,0.93,0.47,0.36,-0.345
2004-11-04 00:00:00,-1.58,-0.87,-1.05,0.39,0.34,0.18,0.15999999999999992
2004-11-05 00:00:00,1.28,1.09,0.74,0.76,0.55,0.45,-0.42500000000000004
2004-11-08 00:00:00,-1.85,-2.08,-1.34,-0.56,-0.19,0.05,0.56
2004-11-09 00:00:00,0.97,-0.78,-0.19,0.1,0.2,0.17,-0.545
2004-11-10 00:00:00,1.78,1.84,2.12,-0.17,0.33,0.51,0.5099999999999999
2004-11-11 00:00:00,-0.07,0.1,0.12,-0.34,0.11,0.56,0.545
2004-11-12 00:00:00,2.38,1.66,2,1.42,0.63,0.78,-0.5099999999999998
2004-11-15 00:00:00,0.02,0.95,0.41,1.45,0.59,-0.09,-0.575
2004-11-16 00:00:00,-0.71,-0.39,-1.35,-0.8,-0.02,-0.05,0.05499999999999994
2004-11-17 00:00:00,1.67,1.34,0.4,1.11,0.26,0.62,-0.8800000000000001
2004-11-18 00:00:00,-0.66,-0.9,-1.79,-0.71,-0.61,-0.82,-0.6199999999999999
2004-11-19 00:00:00,-0.61,-1.39,-0.6,0.18,-0.14,0.18,0.0050000000000000044
2004-11-22 00:00:00,-1.66,-2.28,-1.37,-1.3,-0.51,-0.77,0.4099999999999999
2004-11-23 00:00:00,1.58,1.05,1.23,0.79,0.66,0.81,-0.16500000000000004
2004-11-24 00:00:00,1.44,1.13,1.66,0.78,0.3,-0.05,-0.30499999999999994
2004-11-25 00:00:00,-0.59,0.02,-0.17,0.74,0.45,0.67,0.175
2004-11-26 00:00:00,-2.43,-1.28,-1.74,-0.94,-0.38,-0.2,0.7150000000000001
2004-11-29 00:00:00,1.39,0.65,0.62,0.65,0.9,1.69,0.135
2004-11-30 00:00:00,1.29,1.6,1.59,0.19,0.52,0.39,0.25
2004-12-01 00:00:00,-0.39,-0.67,1.13,0.81,0.59,0.77,0.74
2004-12-02 00:00:00,1.48,1.15,-0.27,1.15,0.83,0.41,-1.2449999999999999
2004-12-03 00:00:00,-0.01,-0.25,0.05,0.01,0.04,0.02,0.035
2004-12-06 00:00:00,-0.04,-1.48,-1.7,0.22,0.24,0.77,-0.5549999999999999
2004-12-07 00:00:00,-1.15,-1.52,-0.21,0.57,0.18,0.4,0.385
2004-12-08 00:00:00,0.82,1.15,0.45,0.12,0.04,-0.74,-0.615
2004-12-09 00:00:00,-1.05,-1.03,-0.95,-0.28,0.02,-0.11,0.135
2004-12-10 00:00:00,-1.84,-1.9,-2.28,-1.12,-0.73,-1.04,-0.17999999999999994
2004-12-13 00:00:00,-0.29,-0.06,-0.36,1.49,0.55,0.38,-0.59
2004-12-14 00:00:00,0.46,1.16,0.55,0.52,0.01,-0.22,-0.32499999999999996
2004-12-15 00:00:00,1.74,2.43,1.68,0.25,0.66,0.44,0.06500000000000006
2004-12-16 00:00:00,0.12,0.76,0.37,0.96,0.37,0.59,-0.06000000000000005
2004-12-17 00:00:00,0.23,0.22,-0.2,0.48,0.79,0.44,-0.235
2004-12-20 00:00:00,0.91,0.57,0.8,0.53,0.48,1.32,0.3400000000000001
2004-12-21 00:00:00,-0.18,0.24,-0.42,-1.48,-0.15,-0.19,0.5249999999999999
2004-12-22 00:00:00,0.7,-0.01,0.27,-0.22,0.51,1.06,0.42500000000000004
2004-12-23 00:00:00,-0.5,-0.86,-1.58,-1.82,-0.9,0.23,0.4850000000000001
2004-12-24 00:00:00,0.64,0.33,0.64,-0.79,-0.11,-1.13,-0.16999999999999993
2004-12-27 00:00:00,-1.04,-0.16,0.51,1,0.13,-0.42,0.06500000000000003
2004-12-28 00:00:00,-0.51,0.5,-0.24,-1.51,-0.69,-1.07,0.355
2004-12-29 00:00:00,1.49,0.34,0.38,0.83,-0.94,-1.1,-1.52
2004-12-30 00:00:00,1.44,1.17,1.51,1.51,1.07,1.14,-0.15000000000000013
2004-12-31 00:00:00,1.44,1.17,1.51,1.51,1.07,1.14,-0.15000000000000013
2005-01-03 00:00:00,0.93,0.31,-0.57,3.14,1.53,1.64,-1.5000000000000002
2005-01-04 00:00:00,-0.25,-0.56,-0.05,2.08,0.59,0.51,-0.685
2005-01-05 00:00:00,0.24,-0.13,0.5,2.5,1.26,1.33,-0.45500000000000007
2005-01-06 00:00:00,0.05,-1.69,-1.04,0.92,0.87,-0.1,-1.0550000000000002
2005-01-07 00:00:00,-0.7,0.39,-1.59,0.67,0.66,0.46,-0.55
2005-01-10 00:00:00,0.9,0.24,1.53,3.87,1.91,1.69,-0.7750000000000004
2005-01-11 00:00:00,1.35,1.27,0.03,-0.57,0.16,-0.1,-0.42500000000000004
2005-01-12 00:00:00,-1.14,-0.25,-0.78,-0.73,-0.07,0.49,0.7899999999999999
2005-01-13 00:00:00,1.12,0.59,1.35,4.02,1.7,1.37,-1.2099999999999997
2005-01-14 00:00:00,1.4,2.75,1.16,2.47,1.19,1.59,-0.56
2005-01-17 00:00:00,1.61,1.96,1.19,5.24,2.65,1.87,-1.8950000000000002
2005-01-18 00:00:00,0.44,-0.55,0.3,1.88,0.92,0.57,-0.725
2005-01-19 00:00:00,-0.01,-0.73,0.54,3.32,2.13,1.5,-0.635
2005-01-20 00:00:00,-0.78,-0.72,-1.04,-0.41,0.44,0.8,0.475
2005-01-21 00:00:00,1.08,1.13,1.19,2.8,2.5,2.35,-0.16999999999999993
2005-01-24 00:00:00,1.75,0.04,0.89,4.67,3.61,2.86,-1.335
2005-01-25 00:00:00,-0.9,-0.75,-0.5,-1.51,-0.05,0.22,1.065
2005-01-26 00:00:00,2.16,0.93,2.12,-1.87,-0.61,0.91,1.37
2005-01-27 00:00:00,-0.5,-0.2,-0.08,-2.67,-0.37,-0.59,1.25
2005-01-28 00:00:00,-0.24,-0.42,-0.24,0.52,0.36,0.71,0.09499999999999997
2005-01-31 00:00:00,0.47,1.24,1.24,1.54,2.28,2.17,0.7000000000000002
2005-02-01 00:00:00,-0.51,-1.13,-0.43,0.34,0.65,1.26,0.5
2005-02-02 00:00:00,-0.41,-0.16,-0.06,-1.86,-0.71,-0.33,0.94
2005-02-03 00:00:00,0.83,0.82,-0.03,-2.05,-0.55,0.02,0.6049999999999999
2005-02-04 00:00:00,-0.05,1.02,0.68,0.8,0.91,1.1,0.5150000000000001
2005-02-07 00:00:00,2.23,1.31,1.7,3.63,3.39,3.45,-0.35499999999999954
2005-02-08 00:00:00,2.23,1.31,1.7,3.63,3.39,3.45,-0.35499999999999954
2005-02-09 00:00:00,2.23,1.31,1.7,3.63,3.39,3.45,-0.35499999999999954
2005-02-10 00:00:00,2.23,1.31,1.7,3.63,3.39,3.45,-0.35499999999999954
2005-02-11 00:00:00,-0.29,-0.31,0.56,1.24,2.13,2.34,0.975
2005-02-14 00:00:00,2.03,1.82,0.83,3.91,4.01,3.23,-0.94
2005-02-15 00:00:00,0.5,0.2,0.94,1.5,1.48,1.83,0.385
2005-02-16 00:00:00,0.05,0.27,0.84,1.42,1.2,1.28,0.32500000000000007
2005-02-17 00:00:00,-0.61,0.02,1.94,1.39,1.46,1.06,1.11
2005-02-18 00:00:00,1.59,0.74,0.96,0.87,0.16,0.51,-0.495
2005-02-21 00:00:00,0.18,0.28,2.08,0.38,1.09,1.47,1.4949999999999999
2005-02-22 00:00:00,-1.35,-1.31,-0.4,-2.94,-2.11,-2.65,0.6200000000000001
2005-02-23 00:00:00,-1.51,-0.64,-0.12,-1.97,-1.6,-0.39,1.4849999999999999
2005-02-24 00:00:00,1.63,1.98,1.94,0.92,0.88,1.5,0.44500000000000006
2005-02-25 00:00:00,0.74,0.97,1.37,-1.68,-1.04,-0.42,0.9450000000000001
2005-02-28 00:00:00,1.18,1.46,1.78,-0.15,1.66,2.29,1.52
2005-03-01 00:00:00,1.18,1.46,1.78,-0.15,1.66,2.29,1.52
2005-03-02 00:00:00,-0.46,-0.45,0.48,-0.15,0.8,0.16,0.625
2005-03-03 00:00:00,0.47,0.29,0.66,0.53,0.67,0.92,0.29000000000000004
2005-03-04 00:00:00,-0.21,0.22,0.89,0.49,0.87,1.01,0.8099999999999999
2005-03-07 00:00:00,-0.58,-0.37,-0.33,-0.2,-0.52,-1.31,-0.43000000000000005
2005-03-08 00:00:00,-0.86,-0.73,-1.14,-2.21,-2.11,-3.46,-0.7649999999999999
2005-03-09 00:00:00,0.5,0.98,1.27,0.47,0.78,-0.29,0.0050000000000000044
2005-03-10 00:00:00,-0.64,-0.97,-1.91,-0.72,0.65,0.12,-0.21500000000000008
2005-03-11 00:00:00,2.55,2.11,2.29,1.54,1.29,1.08,-0.3599999999999999
2005-03-14 00:00:00,-0.78,0.2,-0.51,1.34,0.94,1.31,0.12
2005-03-15 00:00:00,-2.25,-2.89,-3.05,-1.6,-1.57,-2.56,-0.8799999999999997
2005-03-16 00:00:00,0.29,0.15,-0.75,-0.22,0.03,-0.27,-0.545
2005-03-17 00:00:00,-1.44,-1.3,-1.08,-2.33,-2.7,-1.91,0.3899999999999999
2005-03-18 00:00:00,-0.43,0.12,0.56,-2.02,-1.95,-2.23,0.3900000000000001
2005-03-21 00:00:00,-0.25,0.37,-0.84,-1.31,-0.38,-0.47,0.125
2005-03-22 00:00:00,0,-0.09,0.08,-0.33,0.16,-0.35,0.030000000000000027
2005-03-23 00:00:00,-0.82,-1.73,-2.24,-1.45,-1.79,-1.64,-0.8049999999999999
2005-03-24 00:00:00,0.14,-1.89,-2.54,-0.05,-1.01,-1.7,-2.165
2005-03-25 00:00:00,0.84,1.15,2.15,1.83,0.51,0.35,-0.08499999999999996
2005-03-28 00:00:00,1.11,1.52,1.43,1.47,1.73,1.79,0.31999999999999984
2005-03-29 00:00:00,-2,-2.1,-1.52,-1.57,-1.74,-1.28,0.38500000000000023
2005-03-30 00:00:00,-0.66,-0.57,0.42,0.39,0.16,-0.1,0.295
2005-03-31 00:00:00,0.8,1.05,1.38,1,0.56,-0.36,-0.39
