,Size & Book Value(2X3) Big - High,Size & Book Value(2X3) Big - Low,Size & Book Value(2X3) Big - Medium,Size & Book Value(2X3) Small - High,Size & Book Value(2X3) Small - Low,Size & Book Value(2X3) Small - Medium,SMB,HML
2008-06-25 00:00:00,0.3,0.44,0.44,-0.03,-0.08,0.12,0.38999999999999996,-0.044999999999999984
2008-06-26 00:00:00,0.21,-0.23,0.11,0.24,-0.29,0.65,-0.17000000000000004,0.485
2008-06-27 00:00:00,-1.18,-1.76,-2.14,-0.86,-0.79,-1.35,-0.6933333333333334,0.2549999999999999
2008-06-30 00:00:00,-0.4,-0.23,-0.77,-0.2,-1.2,-1.06,0.35333333333333333,0.4149999999999999
2008-07-01 00:00:00,0.06,-1.54,-0.2,-0.63,-1.66,-1.29,0.6333333333333334,1.315
2008-07-02 00:00:00,-1.31,-3.71,-2.53,-3.06,-4.88,-3.65,1.3466666666666671,2.11
2008-07-03 00:00:00,-1.47,-0.97,-1,-1.71,-1.8,-1.8,0.6233333333333331,-0.20499999999999985
2008-07-04 00:00:00,-0.89,-2.44,-1.89,-0.27,0.04,-0.38,-1.5366666666666666,0.6199999999999999
2008-07-07 00:00:00,0.82,-0.76,0.25,-0.04,-0.51,-0.82,0.56,1.025
2008-07-08 00:00:00,-2.84,-3.19,-2.86,-3,-3.8,-3.3,0.40333333333333377,0.5750000000000002
2008-07-09 00:00:00,-0.62,-0.13,-1.23,0.4,0.58,0.54,-1.1666666666666667,-0.33499999999999996
2008-07-10 00:00:00,0.36,3.64,0.36,0.21,0.88,0.98,0.7633333333333333,-1.9750000000000003
2008-07-11 00:00:00,2.23,1.98,1.84,1.99,2.74,2.07,-0.25000000000000044,-0.25000000000000044
2008-07-14 00:00:00,-1.32,-0.69,-0.33,0.26,0.73,0.01,-1.1133333333333333,-0.55
2008-07-15 00:00:00,-3.54,-3.54,-3.03,-1.87,-2.12,-2.06,-1.3533333333333326,0.125
2008-07-16 00:00:00,-0.97,0.36,-0.16,-0.5,0.06,0.03,-0.11999999999999997,-0.945
2008-07-17 00:00:00,0.41,1.41,1.43,0.55,1.04,1.1,0.18666666666666643,-0.7450000000000001
2008-07-18 00:00:00,-0.73,-1.34,-0.99,-0.47,-0.8,-0.65,-0.3800000000000002,0.4700000000000001
2008-07-21 00:00:00,4.82,2.75,3.45,0.95,1.31,1.42,2.4466666666666668,0.855
2008-07-22 00:00:00,-0.22,-0.04,-0.13,-0.02,-0.12,-0.22,-0.010000000000000009,-0.039999999999999994
2008-07-23 00:00:00,2.63,2.72,1.3,0.9,1.46,0.88,1.1366666666666665,-0.32499999999999996
2008-07-24 00:00:00,1.55,2.76,2.14,1.25,1.69,0.97,0.8466666666666665,-0.8249999999999997
2008-07-25 00:00:00,-1.09,-0.61,-2.55,-0.69,-0.33,-0.66,-0.8566666666666667,-0.42000000000000004
2008-07-28 00:00:00,0.15,0.2,-0.17,0.24,1.14,0.34,-0.5133333333333334,-0.4749999999999999
2008-07-29 00:00:00,-2.33,-1.34,-2.12,-1.68,-1.98,-1.68,-0.1499999999999999,-0.34499999999999975
2008-07-30 00:00:00,1.51,-0.35,0.95,0.48,0.13,0.53,0.3233333333333334,1.105
2008-07-31 00:00:00,0.84,0.43,1.48,0.43,-0.84,0.28,0.96,0.84
2008-08-01 00:00:00,-1.08,-1.78,-1.09,-0.85,-1,-0.95,-0.3833333333333334,0.42500000000000004
2008-08-04 00:00:00,-0.62,-3.61,-1.55,-1.39,-1.95,-1.41,-0.34333333333333327,1.775
2008-08-05 00:00:00,1.31,-1.17,-0.88,-0.76,-1.18,-1.04,0.7466666666666667,1.4499999999999997
2008-08-06 00:00:00,2.82,2.71,2.82,1.41,1.06,0.9,1.66,0.22999999999999976
2008-08-07 00:00:00,-1.22,-0.41,-1,-0.61,0.35,0,-0.7899999999999999,-0.885
2008-08-08 00:00:00,0.05,0.29,0.28,0.31,0.34,0.34,-0.12333333333333335,-0.135
2008-08-11 00:00:00,1.04,1.15,0.49,0.56,0.09,0.17,0.6199999999999999,0.18000000000000005
2008-08-12 00:00:00,-0.92,-0.2,0.02,-0.25,-1.04,-0.04,0.07666666666666666,0.03500000000000003
2008-08-13 00:00:00,-1.07,-1.12,-0.83,-0.55,-0.17,-0.11,-0.7300000000000002,-0.16500000000000004
2008-08-14 00:00:00,0.36,1.08,0.48,-0.05,-0.18,-0.43,0.86,-0.29500000000000004
2008-08-15 00:00:00,0.36,1.08,0.48,-0.05,-0.18,-0.43,0.86,-0.29500000000000004
2008-08-18 00:00:00,-0.94,0.01,-0.3,-0.83,-0.66,-0.86,0.37333333333333335,-0.56
2008-08-19 00:00:00,-2,-1.74,-1.6,-1.17,-1.14,-1.37,-0.5533333333333335,-0.14500000000000002
2008-08-20 00:00:00,0.14,-0.72,0.2,-0.4,-0.04,-0.38,0.14666666666666672,0.25
2008-08-21 00:00:00,-0.91,-3.19,-1.45,-1.22,-2.43,-1.78,-0.03999999999999959,1.745
2008-08-22 00:00:00,-0.65,-1.51,-0.96,-1.69,-3.48,-2.38,1.4766666666666666,1.3250000000000002
2008-08-25 00:00:00,1.42,0.27,0.08,-0.34,-0.34,-0.23,0.8933333333333333,0.575
2008-08-26 00:00:00,0.23,-1.3,-0.95,-0.92,-1.3,-1.53,0.5766666666666667,0.9550000000000001
2008-08-27 00:00:00,1.15,0.15,-0.01,-1.05,-0.9,-0.77,1.3366666666666667,0.42499999999999993
2008-08-28 00:00:00,-1.09,-1.28,-1.41,-0.87,-1.09,-1.09,-0.2433333333333334,0.20500000000000007
2008-08-29 00:00:00,0.86,-0.93,0.14,0.69,-0.48,0.4,-0.18000000000000002,1.48
2008-09-01 00:00:00,-3.48,-5.68,-3.58,-5.02,-7.29,-6.57,2.046666666666666,2.2349999999999994
2008-09-02 00:00:00,-1.07,-1.43,-0.07,-3.44,-5.2,-4.65,3.573333333333334,1.06
2008-09-03 00:00:00,-0.02,2.9,1.28,1,1.9,1.31,-0.016666666666666607,-1.91
2008-09-04 00:00:00,1.18,0.41,-0.58,2.06,3.62,2.66,-2.4433333333333334,-0.395
2008-09-05 00:00:00,-1.79,-1.37,-1.42,0.25,0.78,0.27,-1.96,-0.475
2008-09-08 00:00:00,4.63,6.23,4.83,3.09,3.76,3.38,1.8199999999999994,-1.1350000000000002
2008-09-09 00:00:00,-0.93,-1.57,-1.71,-0.63,-0.6,-0.25,-0.9099999999999999,0.30499999999999994
2008-09-10 00:00:00,-0.18,0.72,0.85,0.21,0.47,0.25,0.15333333333333338,-0.58
2008-09-11 00:00:00,-2.58,-0.75,-1.33,0.37,0.36,0.87,-2.086666666666667,-0.9099999999999999
2008-09-12 00:00:00,2.41,2.23,2.61,1.75,2.52,1.99,0.33000000000000007,-0.29499999999999993
2008-09-15 00:00:00,2.41,2.23,2.61,1.75,2.52,1.99,0.33000000000000007,-0.29499999999999993
2008-09-16 00:00:00,-5.44,-7.41,-5.83,-6.38,-8.86,-7.75,1.4366666666666665,2.2249999999999996
2008-09-17 00:00:00,1.87,4.08,2.41,2.59,4.2,3.39,-0.6066666666666665,-1.9100000000000006
2008-09-18 00:00:00,-4.31,-2.08,-1.72,-1.89,-2.42,-2.23,-0.5233333333333334,-0.8499999999999996
2008-09-19 00:00:00,2.82,4.43,5.29,1.73,2.25,2.24,2.106666666666666,-1.065
2008-09-22 00:00:00,0.8,-0.37,0.32,-0.42,0.04,-0.44,0.5233333333333334,0.35500000000000004
2008-09-23 00:00:00,1.9,1.82,1.14,0.19,0.44,0.52,1.2366666666666666,-0.08500000000000019
2008-09-24 00:00:00,0.39,2.2,0.6,0.45,0.12,0.61,0.6700000000000002,-0.7400000000000001
2008-09-25 00:00:00,0.18,0.61,0.37,0.06,-0.2,0.26,0.34666666666666673,-0.08499999999999999
2008-09-26 00:00:00,-1.93,-1.54,-1.67,-0.43,-0.38,-0.34,-1.3299999999999998,-0.21999999999999997
2008-09-29 00:00:00,-1.27,-1.66,-1.16,-0.53,-0.88,-0.37,-0.7699999999999999,0.37
2008-09-30 00:00:00,-0.68,-0.29,-0.75,-0.89,-1.62,-1.12,0.6366666666666668,0.17000000000000004
2008-10-01 00:00:00,-0.49,-0.84,-0.46,0.26,0.61,-0.05,-0.87,0
2008-10-02 00:00:00,-0.8,-1.89,-1.5,-0.82,-1.13,-0.93,-0.43666666666666654,0.6999999999999997
2008-10-03 00:00:00,-0.8,-1.89,-1.5,-0.82,-1.13,-0.93,-0.43666666666666654,0.6999999999999997
2008-10-06 00:00:00,-3.92,-5.56,-4.04,-4.09,-5.28,-4.45,0.09999999999999964,1.415
2008-10-07 00:00:00,0.72,0.23,0.6,-1.47,-1.09,-1.52,1.8766666666666667,0.05500000000000005
2008-10-08 00:00:00,-5.84,-7.78,-5,-5.94,-7.7,-7.06,0.6933333333333325,1.8499999999999996
2008-10-09 00:00:00,0.26,0.01,1.05,-0.6,-0.71,-0.4,1.01,0.18
2008-10-10 00:00:00,-5.47,-4.34,-3.96,-5.96,-5.69,-5.82,1.2333333333333334,-0.6999999999999993
2008-10-13 00:00:00,5.83,4.02,3.16,3.52,5.07,3.9,0.17333333333333378,0.1299999999999999
2008-10-14 00:00:00,6.25,7.64,5.72,5.26,6.72,5.63,0.6666666666666661,-1.4249999999999998
2008-10-15 00:00:00,-1.49,-2.05,-2.2,-0.95,-1.1,-0.95,-0.9133333333333333,0.355
2008-10-16 00:00:00,-9.86,-10.19,-9.01,-7.1,-9.47,-8.33,-1.3866666666666667,1.3499999999999996
2008-10-17 00:00:00,-5.93,-3.86,-0.91,-0.86,-0.2,-0.22,-3.1399999999999997,-1.3650000000000002
2008-10-20 00:00:00,3.33,0.33,2.89,-0.55,-0.54,-0.13,2.5900000000000003,1.495
2008-10-21 00:00:00,-0.35,-1.53,-0.93,0.1,-0.88,-0.34,-0.5633333333333332,1.08
2008-10-22 00:00:00,-5.19,-6.17,-4.64,-3.75,-4.84,-4.23,-1.0599999999999996,1.0349999999999993
2008-10-23 00:00:00,-7.49,-7.16,-7.68,-7.11,-9.1,-8.17,0.6833333333333345,0.8299999999999983
2008-10-24 00:00:00,-9.23,-10.68,-11.07,-10.66,-10.35,-10.62,0.216666666666665,0.5700000000000003
2008-10-27 00:00:00,4.22,-3.53,1.66,-7.76,-8.14,-7.08,8.443333333333333,4.0649999999999995
2008-10-28 00:00:00,4.03,6.64,5.71,2.94,3.71,4.9,1.6099999999999999,-1.6899999999999995
2008-10-29 00:00:00,-7.72,-3.77,-1.13,-0.86,-2,-0.77,-2.996666666666667,-1.4050000000000002
2008-10-30 00:00:00,12.44,12.51,11.69,9.59,10.88,10.56,1.8699999999999992,-0.6799999999999997
2008-10-31 00:00:00,-0.36,6.92,1.89,3.1,3.39,2.93,-0.3233333333333337,-3.785
2008-11-03 00:00:00,1.82,4.47,0.23,4,6.05,4.25,-2.5933333333333333,-2.3499999999999996
2008-11-04 00:00:00,4.06,2.2,1.54,2.05,4.32,3.01,-0.5266666666666664,-0.20500000000000052
2008-11-05 00:00:00,2.13,2.78,2.18,3.45,3.27,3.29,-0.973333333333334,-0.23499999999999988
2008-11-06 00:00:00,-8.55,-8.88,-6.75,-6.31,-8.9,-7.65,-0.4400000000000004,1.4600000000000009
2008-11-07 00:00:00,5.01,5.62,2.8,3.11,4.62,3.62,0.6933333333333329,-1.0600000000000005
2008-11-10 00:00:00,0.17,3.23,1.3,1.19,2.85,1.45,-0.2633333333333334,-2.3600000000000003
2008-11-11 00:00:00,-2.42,-2.37,-1.89,-1.27,-1.29,-1.14,-0.9933333333333332,-0.014999999999999902
2008-11-12 00:00:00,-0.79,-0.82,-0.08,-0.92,-1.51,-1.03,0.59,0.31000000000000005
2008-11-13 00:00:00,-3.04,-2.58,-3.51,-2.99,-4.35,-3.37,0.5266666666666673,0.44999999999999973
2008-11-14 00:00:00,-0.47,1.21,-0.36,1.06,1.87,1.63,-1.3933333333333335,-1.245
2008-11-17 00:00:00,0.09,-1.09,-1.23,0.25,-0.07,-0.12,-0.7633333333333333,0.75
2008-11-18 00:00:00,-2.77,-4.96,-3.88,-1.12,-1.77,-1.57,-2.383333333333333,1.4200000000000002
2008-11-19 00:00:00,-2.67,-2.67,-1.27,-1.5,-2.5,-2.35,-0.08666666666666645,0.5
2008-11-20 00:00:00,-8.02,-8.45,-5.58,-6.51,-7.2,-7.61,-0.2433333333333323,0.5599999999999996
2008-11-21 00:00:00,5.33,8,5.36,1.9,3.53,3.26,3.333333333333334,-2.1499999999999995
2008-11-24 00:00:00,-4.85,-4.23,-2.52,-0.4,-0.75,-0.84,-3.2033333333333336,-0.1349999999999998
2008-11-25 00:00:00,0.37,0.96,1.95,-0.24,0.69,-0.18,1.0033333333333334,-0.76
2008-11-26 00:00:00,6.81,4.54,4.17,1.73,2.84,1.93,3.0066666666666664,0.5799999999999996
2008-11-27 00:00:00,2.85,3.9,3.19,2.14,2.61,2.16,1.0099999999999998,-0.7599999999999998
2008-11-28 00:00:00,2.41,0.95,0.93,0.86,0.79,0.88,0.5866666666666667,0.765
2008-12-01 00:00:00,-2.16,-1.78,-1.38,0.55,1.33,0.79,-2.6633333333333336,-0.5800000000000001
2008-12-02 00:00:00,-3.5,-2.33,-3.81,-2.23,-2.6,-1.89,-0.9733333333333336,-0.40000000000000036
2008-12-03 00:00:00,1.09,0.51,-0.65,0.34,0.45,0.29,-0.043333333333333335,0.2350000000000001
2008-12-04 00:00:00,-2.09,-2,-1.19,-0.34,-0.88,-1.01,-1.0166666666666666,0.2250000000000001
2008-12-05 00:00:00,3.41,1.91,1.82,0.47,1.89,1.01,1.256666666666667,0.040000000000000036
2008-12-08 00:00:00,8.26,8.74,6.82,2.68,3.8,3.08,4.753333333333334,-0.7999999999999998
2008-12-09 00:00:00,-0.29,-0.21,0.34,0.33,0.34,0.52,-0.45,-0.045
2008-12-10 00:00:00,5.47,3.43,3.11,1.19,1.57,1.63,2.54,0.8300000000000001
2008-12-11 00:00:00,-0.11,1.13,0.83,1.45,1.82,1.79,-1.0700000000000003,-0.8050000000000002
2008-12-12 00:00:00,-5.97,-3.64,-4.33,-0.92,-1.68,-1.07,-3.423333333333333,-0.7849999999999997
2008-12-15 00:00:00,5.5,7.05,3.81,3.48,3.71,3.85,1.7733333333333334,-0.8899999999999997
2008-12-16 00:00:00,1.89,0.65,-0.39,0.32,0.68,1.02,0.043333333333333335,0.43999999999999995
2008-12-17 00:00:00,1.42,-0.02,0.78,0.36,0.81,0.32,0.22999999999999993,0.4949999999999999
2008-12-18 00:00:00,-0.45,0.8,0.74,1.32,-0.82,0.38,0.06999999999999995,0.445
2008-12-19 00:00:00,-0.15,-0.35,1.1,0.19,-0.03,0.37,0.023333333333333373,0.21000000000000002
2008-12-22 00:00:00,-0.91,0.26,0.01,0.64,0.99,0.85,-1.04,-0.76
2008-12-23 00:00:00,-3.21,-2.32,-3.23,-1.9,-2.93,-1.78,-0.7166666666666663,0.07000000000000028
2008-12-24 00:00:00,-1.94,-1.84,-0.99,-0.72,-2.15,-0.96,-0.31333333333333346,0.665
2008-12-25 00:00:00,-1.94,-1.84,-0.99,-0.72,-2.15,-0.96,-0.31333333333333346,0.665
2008-12-26 00:00:00,-0.98,-1.44,-0.68,-0.17,-0.71,0.07,-0.7633333333333334,0.5
2008-12-29 00:00:00,0.03,1.09,-0.53,-1.64,-2.23,-1.69,2.0500000000000003,-0.235
2008-12-30 00:00:00,0.47,0.83,0.54,1.12,1.45,0.77,-0.5000000000000002,-0.34499999999999986
2008-12-31 00:00:00,0.47,0.83,0.54,1.12,1.45,0.77,-0.5000000000000002,-0.34499999999999986
2009-01-01 00:00:00,0.47,0.83,0.54,1.12,1.45,0.77,-0.5000000000000002,-0.34499999999999986
2009-01-02 00:00:00,1.62,3.6,3.1,1.51,2.5,1.75,0.8533333333333335,-1.4849999999999999
2009-01-05 00:00:00,4.2,-0.06,1.19,0.28,1.83,0.75,0.8233333333333331,1.3550000000000002
2009-01-06 00:00:00,2.03,0.99,2.09,1.33,1.58,1.62,0.19333333333333313,0.3949999999999998
2009-01-07 00:00:00,2.84,2.38,3.13,1.22,2.33,1.55,1.0833333333333333,-0.3250000000000002
2009-01-08 00:00:00,-2.16,-1.05,-2.08,0.23,0.4,0.18,-2.033333333333333,-0.6400000000000001
2009-01-09 00:00:00,-2.74,-1.21,-2.18,0.41,1.08,0.13,-2.5833333333333335,-1.1
2009-01-12 00:00:00,-1.34,-3.11,-1.84,-0.99,-1.95,-1.01,-0.78,1.3649999999999998
2009-01-13 00:00:00,1.05,1.84,0.55,0.35,0.48,0.87,0.5800000000000001,-0.4600000000000002
2009-01-14 00:00:00,1.61,1.75,1.08,1.14,2.89,1.64,-0.4099999999999997,-0.9450000000000003
2009-01-15 00:00:00,-6.26,-6.64,-5.77,-3.91,-6.26,-4.76,-1.2466666666666661,1.3649999999999993
2009-01-16 00:00:00,2.01,2.68,2.13,1.37,2.37,2,0.35999999999999965,-0.8350000000000004
2009-01-19 00:00:00,1.02,1.82,1.35,1.28,2.07,2.08,-0.41333333333333333,-0.7949999999999999
2009-01-20 00:00:00,-2.59,-2.02,-1.89,-1.06,-1.57,-1.56,-0.77,-0.030000000000000027
2009-01-21 00:00:00,-1.46,-1.85,-2.32,-1.77,-2.63,-2.15,0.30666666666666687,0.6250000000000002
2009-01-22 00:00:00,0.92,1.48,1.14,0.95,1.24,1.27,0.026666666666666616,-0.4249999999999998
2009-01-23 00:00:00,-1.75,-1.28,-2.58,-1.19,-1.68,-1.25,-0.4966666666666668,0.010000000000000009
2009-01-26 00:00:00,-1.75,-1.28,-2.58,-1.19,-1.68,-1.25,-0.4966666666666668,0.010000000000000009
2009-01-27 00:00:00,-1.75,-1.28,-2.58,-1.19,-1.68,-1.25,-0.4966666666666668,0.010000000000000009
2009-01-28 00:00:00,6.31,4.44,6.46,2.23,2.85,2.57,3.186666666666667,0.6249999999999991
2009-01-29 00:00:00,0.56,0.34,1,0.8,0.6,0.37,0.043333333333333446,0.21000000000000008
2009-01-30 00:00:00,-0.88,0.44,-0.67,1.01,0.77,0.59,-1.1600000000000001,-0.54
2009-02-02 00:00:00,-2.83,-0.33,-1.24,-0.04,0.41,0.52,-1.7633333333333334,-1.475
2009-02-03 00:00:00,1.13,1.35,1.66,0.97,0.88,1.35,0.31333333333333324,-0.06500000000000017
2009-02-04 00:00:00,2.35,1.71,3.42,1.98,2.25,1.96,0.43000000000000016,0.18500000000000005
2009-02-05 00:00:00,-1.53,-2.31,-1.12,-0.21,-0.42,-0.82,-1.17,0.495
2009-02-06 00:00:00,3.25,2.35,2.74,1.55,1.52,1.84,1.143333333333333,0.46499999999999986
2009-02-09 00:00:00,-0.1,-0.11,-1.14,0.77,0.26,0.21,-0.8633333333333333,0.26
2009-02-10 00:00:00,-0.3,0.28,-0.56,0.48,0.72,0.68,-0.82,-0.41000000000000003
2009-02-11 00:00:00,-1.08,0.14,-1.03,0.88,1.33,0.75,-1.6433333333333335,-0.8350000000000002
2009-02-12 00:00:00,-1.29,-0.84,-0.69,0.84,1.07,0.33,-1.6866666666666665,-0.3400000000000001
2009-02-13 00:00:00,0.96,1.66,0.89,1.76,2.22,2.05,-0.8400000000000001,-0.5800000000000001
2009-02-16 00:00:00,-1.54,-0.87,-1.48,0.86,1.72,1.03,-2.5,-0.765
2009-02-17 00:00:00,-4.36,-4.97,-3.75,-3.26,-4.49,-4.25,-0.3600000000000003,0.9200000000000004
2009-02-18 00:00:00,-1.94,-0.1,-1.38,0.16,1.04,0.73,-1.7833333333333332,-1.36
2009-02-19 00:00:00,-1.09,-0.95,-0.2,-0.72,-2.04,-0.7,0.4066666666666666,0.5900000000000001
2009-02-20 00:00:00,-3.67,-4.45,-3.29,-3.56,-4.92,-5,0.69,1.0700000000000003
2009-02-23 00:00:00,3.04,3.19,3.23,1.04,2.8,1.71,1.303333333333334,-0.9550000000000001
2009-02-24 00:00:00,-2.91,-3.17,-3.3,-1.85,-1.52,-1.85,-1.3866666666666663,-0.03500000000000014
2009-02-25 00:00:00,0.41,-1.13,0.76,-1.11,-1.82,-0.7,1.2233333333333334,1.125
2009-02-26 00:00:00,-0.78,-0.89,-1.4,-1,-1.47,-0.8,0.06666666666666665,0.2899999999999999
2009-02-27 00:00:00,1.46,0.53,0.7,1.28,1.39,1.22,-0.4,0.41000000000000014
2009-03-02 00:00:00,-4.48,-4.54,-3.86,-3.21,-4.45,-3.58,-0.5466666666666664,0.6499999999999999
2009-03-03 00:00:00,0.1,0.32,1.06,-1.11,-1.41,-1.05,1.6833333333333336,0.039999999999999925
2009-03-04 00:00:00,2.98,4,3.08,2.92,3.9,3.19,0.01666666666666705,-1
2009-03-05 00:00:00,-0.56,-1.03,0.56,0.04,0.71,0.47,-0.75,-0.09999999999999998
2009-03-06 00:00:00,-0.9,0.15,-0.17,-0.29,0.72,0.28,-0.5433333333333333,-1.03
2009-03-09 00:00:00,1.05,1.75,1.89,2.26,3.28,2.59,-1.1466666666666663,-0.8599999999999999
2009-03-10 00:00:00,3.46,2.29,1.08,1.27,0.1,0.17,1.7633333333333336,1.1700000000000002
2009-03-11 00:00:00,3.22,3.25,3.28,1.36,1.52,1.69,1.7266666666666666,-0.09499999999999975
2009-03-12 00:00:00,-0.24,-0.62,0.48,0.61,0.35,0.9,-0.7466666666666667,0.32
2009-03-13 00:00:00,0.45,-0.46,-0.31,0.97,0.65,1.06,-1,0.615
2009-03-16 00:00:00,1.04,-0.79,-0.14,-0.14,0.21,0.67,-0.21000000000000002,0.74
2009-03-17 00:00:00,3.78,3.92,3.04,1.36,1.42,1.71,2.083333333333333,-0.10000000000000009
2009-03-18 00:00:00,-0.33,0.87,0.6,1.63,1.27,1.42,-1.06,-0.42000000000000015
2009-03-19 00:00:00,-1.05,-0.53,-0.76,-0.25,-0.5,-0.78,-0.2699999999999999,-0.135
2009-03-20 00:00:00,0.38,0.89,0.97,1.04,1.14,1.31,-0.41666666666666663,-0.30499999999999994
2009-03-23 00:00:00,2.73,2.39,2.41,1.99,1.61,1.88,0.6833333333333333,0.3599999999999999
2009-03-24 00:00:00,1.77,1.88,1.87,0.92,-0.11,0.69,1.3399999999999999,0.4600000000000001
2009-03-25 00:00:00,0.1,1.06,0.62,1.03,1.32,1.64,-0.7366666666666667,-0.6249999999999999
2009-03-26 00:00:00,1.42,0.64,1.44,1.4,1.77,2.1,-0.5899999999999999,0.20499999999999985
2009-03-27 00:00:00,-1.54,-0.86,-0.07,-1.22,-0.98,-0.96,0.2300000000000002,-0.45999999999999996
2009-03-30 00:00:00,-3.84,-3.56,-2.82,-2.2,-2.62,-2.21,-1.0633333333333335,0.06999999999999984
2009-03-31 00:00:00,1.2,1.4,0.39,1.76,2.11,2.14,-1.0066666666666668,-0.2749999999999999
2009-04-01 00:00:00,3.25,2.22,1.93,2.83,2.29,2.62,-0.11333333333333329,0.7850000000000001
2009-04-02 00:00:00,4.13,3.64,3.2,2.74,2.1,2.29,1.2799999999999998,0.565
2009-04-03 00:00:00,0.89,0.44,0.43,0.22,-0.1,-0.08,0.5733333333333334,0.38500000000000006
2009-04-06 00:00:00,1.04,1.5,0.97,2.71,2.41,1.69,-1.1,-0.08000000000000007
2009-04-07 00:00:00,0.1,0.76,-0.07,2.42,3.12,2.57,-2.44,-0.6799999999999999
2009-04-08 00:00:00,-1.95,-3.11,-3.19,1.12,1.69,0.84,-3.966666666666667,0.29500000000000004
2009-04-09 00:00:00,5.57,4.27,3.98,3.62,4.45,4.11,0.5466666666666669,0.2350000000000012
2009-04-10 00:00:00,1.05,1.75,1.6,1.34,2.54,2.31,-0.5966666666666662,-0.95
2009-04-13 00:00:00,0.54,1.1,-0.49,2.97,4.84,3.19,-3.283333333333333,-1.2149999999999996
2009-04-14 00:00:00,0.21,0.22,0.34,1.78,0.9,0.38,-0.7633333333333334,0.43499999999999994
2009-04-15 00:00:00,-1.54,-1.29,-0.1,-1.43,-2.01,-1.29,0.5999999999999998,0.16500000000000004
2009-04-16 00:00:00,-0.97,0.5,0.5,-0.64,-1.46,-0.04,0.7233333333333334,-0.32499999999999996
2009-04-17 00:00:00,-1.46,-2.06,0.36,-1.77,-2.89,-2.4,1.3,0.8600000000000001
2009-04-20 00:00:00,1.33,0.91,0.83,1.76,2.71,1.84,-1.0799999999999996,-0.2650000000000001
2009-04-21 00:00:00,-0.35,0.75,-0.16,0.44,1.85,1.55,-1.2,-1.2550000000000001
2009-04-22 00:00:00,0.89,1.02,1.82,2.55,2.92,3.17,-1.636666666666667,-0.25
2009-04-23 00:00:00,0.66,0.86,1.07,1.06,1.43,0.4,-0.10000000000000009,-0.2849999999999999
2009-04-24 00:00:00,-0.11,-0.21,-1.88,-0.86,-0.91,-0.98,0.18333333333333335,0.07500000000000007
2009-04-27 00:00:00,-1.49,-1.25,-0.94,0.67,1.48,0.33,-2.0533333333333337,-0.5249999999999999
2009-04-28 00:00:00,-2.63,-3.51,-2.92,-4.73,-5.05,-5.05,1.9233333333333347,0.5999999999999992
2009-04-29 00:00:00,3.87,3.15,2.66,2.43,2.44,1.86,0.983333333333333,0.3550000000000004
2009-04-30 00:00:00,3.6,2.36,1.85,1.64,1.32,1.94,0.97,0.7800000000000002
2009-05-01 00:00:00,3.6,2.36,1.85,1.64,1.32,1.94,0.97,0.7800000000000002
2009-05-04 00:00:00,3.2,2.6,1.4,1.23,1.17,1.4,1.1333333333333337,0.32999999999999985
2009-05-05 00:00:00,3.2,2.6,1.4,1.23,1.17,1.4,1.1333333333333337,0.32999999999999985
2009-05-06 00:00:00,-1.64,0.44,-0.27,0.79,0.89,0.65,-1.2666666666666666,-1.0899999999999999
2009-05-07 00:00:00,0.31,0.75,0.6,0.21,0.29,0.53,0.21000000000000002,-0.26
2009-05-08 00:00:00,0.9,1.24,0.49,0.89,1.55,0.73,-0.18000000000000005,-0.5
2009-05-11 00:00:00,0.99,0.08,-0.04,1.13,2.16,1.86,-1.3733333333333335,-0.06000000000000005
2009-05-12 00:00:00,-0.39,-1.23,-0.7,0.28,0.32,0.21,-1.0433333333333334,0.39999999999999997
2009-05-13 00:00:00,0.7,1.13,0.6,1.82,1.39,3.33,-1.37,0
2009-05-14 00:00:00,-2.67,-2.63,-2.12,0.52,0.78,0.38,-3.033333333333333,-0.15000000000000002
2009-05-15 00:00:00,1.91,0.69,0.61,0.97,0.87,1.65,-0.09333333333333349,0.6599999999999999
2009-05-18 00:00:00,-0.01,-0.23,-0.52,0.1,0.59,-0.47,-0.32666666666666666,-0.13499999999999998
2009-05-19 00:00:00,2.95,3.08,2.91,1.42,1.8,1.57,1.3833333333333337,-0.2549999999999999
2009-05-20 00:00:00,0.75,0.55,0.61,1.49,0.64,0.67,-0.2966666666666665,0.5250000000000001
2009-05-21 00:00:00,-0.36,-1.25,-1.08,-0.46,-0.69,-0.6,-0.31333333333333324,0.5599999999999999
2009-05-22 00:00:00,-1.08,-0.77,-1.59,-0.46,-1.18,-0.64,-0.3866666666666668,0.20499999999999996
2009-05-25 00:00:00,-0.42,-0.07,-0.3,-1.81,-3.3,-1.47,1.9299999999999995,0.5699999999999998
2009-05-26 00:00:00,-2.87,-2.05,-1.6,-1.75,-2.59,-1.85,-0.11000000000000032,0.009999999999999787
2009-05-27 00:00:00,-0.86,-1.66,-0.23,-2.31,-3.72,-2.63,1.9700000000000002,1.105
2009-05-28 00:00:00,2.6,1.49,2.37,-0.36,-0.05,-0.27,2.38,0.40000000000000013
2009-05-29 00:00:00,-0.09,0.26,0.45,0.75,1.83,1.26,-1.0733333333333333,-0.7149999999999999
2009-06-01 00:00:00,2.65,1.48,0.92,1.41,1.95,1.83,-0.04666666666666641,0.31499999999999995
2009-06-02 00:00:00,-0.81,0.15,-0.15,0.62,0.13,0.85,-0.8033333333333333,-0.23500000000000004
