,Size & Book Value(2X3) Big - High,Size & Book Value(2X3) Big - Low,Size & Book Value(2X3) Big - Medium,Size & Book Value(2X3) Small - High,Size & Book Value(2X3) Small - Low,Size & Book Value(2X3) Small - Medium,SMB,HML
2003-02-18 00:00:00,0.08,-0.14,0.49,-0.1,-0.2,-0.4,0.3766666666666667,0.16
2003-02-19 00:00:00,-1.46,0.04,-0.83,0.11,-0.25,0.19,-0.7666666666666666,-0.57
2003-02-20 00:00:00,1.75,0.85,0.13,0.11,-1.7,0.31,1.3366666666666667,1.355
2003-02-21 00:00:00,-0.33,-0.62,0.01,-0.42,-0.97,-0.29,0.24666666666666665,0.41999999999999993
2003-02-24 00:00:00,1.37,2.21,1.95,0.53,0.91,0.63,1.1533333333333335,-0.61
2003-02-25 00:00:00,-2.65,-4.77,-3.44,-1.68,-2.72,-2.07,-1.463333333333333,1.58
2003-02-26 00:00:00,0.29,-0.61,-0.31,0.13,-0.58,0.13,-0.10333333333333335,0.8049999999999999
2003-02-27 00:00:00,-1.47,-1.06,-1.08,-0.84,-1.85,-0.8,-0.040000000000000036,0.30000000000000004
2003-02-28 00:00:00,-0.51,-1.89,-1.32,-0.25,-0.82,-0.73,-0.64,0.975
2003-03-03 00:00:00,0.85,3.31,2.09,0.33,1.04,0.42,1.4866666666666668,-1.585
2003-03-04 00:00:00,-1.38,-2.7,-2.31,-1.41,-2.1,-1.77,-0.37000000000000055,1.0050000000000003
2003-03-05 00:00:00,-2.74,-2.76,-3.27,-2.96,-4.4,-3.66,0.75,0.73
2003-03-06 00:00:00,-1.31,-0.7,-1.52,-1.28,-3.37,-2.2,1.1066666666666671,0.7400000000000002
2003-03-07 00:00:00,-1.29,-1.43,-2.21,-2.59,-5.8,-4.11,2.5233333333333334,1.6749999999999998
2003-03-10 00:00:00,-2.87,0.67,-0.37,-1.41,-2.96,-2.15,1.3166666666666664,-0.9950000000000001
2003-03-11 00:00:00,-1.34,-2.43,-1.92,-2.37,-3.82,-2.86,1.1199999999999994,1.27
2003-03-12 00:00:00,-0.66,0.9,-0.18,0.93,2.83,2.78,-2.16,-1.73
2003-03-13 00:00:00,-0.93,-0.04,0.47,-1.23,-2.65,-1.66,1.68,0.2649999999999999
2003-03-14 00:00:00,-0.34,1.26,1.95,2.04,3.21,3.11,-1.83,-1.3849999999999998
2003-03-17 00:00:00,-3.41,-4.79,-4.4,-3.37,-6.85,-5.29,0.9699999999999989,2.43
2003-03-18 00:00:00,2.84,4.72,4.54,2.89,4.09,3.57,0.5166666666666662,-1.5399999999999991
2003-03-19 00:00:00,0.91,1.03,0.41,0.5,0.04,0.35,0.48666666666666664,0.17000000000000004
2003-03-20 00:00:00,3.98,5.82,4.79,3.56,5.65,5.13,0.08333333333333304,-1.9650000000000003
2003-03-21 00:00:00,1.83,1.43,1.44,1.07,1.87,1.34,0.13999999999999968,-0.19999999999999973
2003-03-24 00:00:00,-0.78,-1.35,-0.65,0.42,-0.42,-0.25,-0.8433333333333333,0.705
2003-03-25 00:00:00,-2.06,-2.87,-2.86,-2.61,-4.55,-3.48,0.9500000000000006,1.375
2003-03-26 00:00:00,0.14,0.03,0.31,0.98,2.6,1.28,-1.4600000000000002,-0.7549999999999999
2003-03-27 00:00:00,-0.66,-1.38,-0.49,0.28,-0.17,-0.48,-0.7200000000000001,0.585
2003-03-28 00:00:00,1.29,1.41,1.43,0.06,1.47,1.22,0.4600000000000001,-0.7649999999999999
2003-03-31 00:00:00,-1.07,-5.51,-2.36,-2.11,-3.66,-2.59,-0.19333333333333336,2.995
2003-04-01 00:00:00,-0.12,0.98,0.01,0.69,1.27,1.03,-0.7066666666666668,-0.8400000000000001
2003-04-02 00:00:00,2.43,0.07,1.34,0.97,2.14,1.91,-0.39333333333333353,0.5950000000000002
2003-04-03 00:00:00,0.77,0.19,0.7,1.44,1.7,1.23,-0.903333333333333,0.16000000000000003
2003-04-04 00:00:00,1.97,2.76,2.01,0.96,-0.03,0.71,1.7,0.09999999999999987
2003-04-07 00:00:00,4.88,5.51,4.35,3.97,3.84,3.81,1.0399999999999996,-0.25
2003-04-08 00:00:00,0.55,0.01,0.65,-0.2,0.7,-0.33,0.3466666666666667,-0.17999999999999997
2003-04-09 00:00:00,-2.17,-3.52,-2.73,-1.1,-0.6,-1.14,-1.8599999999999999,0.42500000000000004
2003-04-10 00:00:00,1.73,1.09,1.73,0.54,0.58,0.57,0.9533333333333335,0.30000000000000004
2003-04-11 00:00:00,1.88,0.59,0.7,0.96,0.59,0.58,0.3466666666666667,0.83
2003-04-14 00:00:00,1.79,1.86,2.5,1.52,2.46,1.59,0.19333333333333358,-0.5050000000000001
2003-04-15 00:00:00,0.96,2.36,1.71,1.39,2.94,2.14,-0.4800000000000002,-1.475
2003-04-16 00:00:00,1.9,3.37,2.37,2.13,2.83,2.95,-0.0900000000000003,-1.0850000000000004
2003-04-17 00:00:00,-0.97,-1.85,-0.87,-0.5,-0.02,-0.5,-0.8900000000000001,0.20000000000000007
2003-04-18 00:00:00,0.82,2.62,1.65,1.41,1.87,2.04,-0.07666666666666688,-1.1300000000000001
2003-04-21 00:00:00,0.61,-0.89,-0.59,0.49,1.72,1.16,-1.4133333333333333,0.13500000000000006
2003-04-22 00:00:00,-2.31,-3.37,-2.48,-0.99,-1.26,-1.37,-1.5133333333333334,0.665
2003-04-23 00:00:00,-0.63,-1.1,-0.58,0.05,-0.37,0.19,-0.7266666666666667,0.4450000000000001
2003-04-24 00:00:00,-1.09,-2.02,-1.59,-0.76,-1.64,-0.78,-0.5066666666666668,0.905
2003-04-25 00:00:00,-3.88,-3.69,-3.68,-4.18,-5.25,-4.95,1.043333333333333,0.4400000000000004
2003-04-28 00:00:00,1.38,-0.06,0.78,-0.57,-1.43,-0.43,1.5099999999999998,1.15
2003-04-29 00:00:00,3.23,6.32,4.51,2.44,3.04,2.76,1.94,-1.8449999999999998
2003-04-30 00:00:00,1.1,0.47,-0.54,-0.09,-0.45,-0.41,0.6599999999999999,0.495
2003-05-01 00:00:00,1.1,0.47,-0.54,-0.09,-0.45,-0.41,0.6599999999999999,0.495
2003-05-02 00:00:00,-0.43,-0.01,-0.66,0.41,1.27,0.39,-1.0566666666666666,-0.64
2003-05-05 00:00:00,-0.43,-0.01,-0.66,0.41,1.27,0.39,-1.0566666666666666,-0.64
2003-05-06 00:00:00,0.62,1.43,0.7,0.38,1.11,1.15,0.036666666666666625,-0.77
2003-05-07 00:00:00,1.64,2.34,2.18,0.94,1.35,0.78,1.0299999999999998,-0.5549999999999999
2003-05-08 00:00:00,1.64,2.34,2.18,0.94,1.35,0.78,1.0299999999999998,-0.5549999999999999
2003-05-09 00:00:00,-0.09,-0.15,0.53,0.9,0.77,0.52,-0.6333333333333333,0.09500000000000003
2003-05-12 00:00:00,1.77,2.2,2.03,1.4,1.68,2.33,0.19666666666666655,-0.355
2003-05-13 00:00:00,-2.55,-2.97,-2.23,-1.45,-1.66,-1.26,-1.1266666666666667,0.31499999999999995
2003-05-14 00:00:00,-0.3,-1.07,-0.28,0.12,-0.01,0.03,-0.5966666666666667,0.45000000000000007
2003-05-15 00:00:00,2.33,1.31,1.25,1.27,-0.55,0.53,1.2133333333333334,1.42
2003-05-16 00:00:00,-0.94,-1.15,-1.71,0.16,-1.41,-1.11,-0.47999999999999987,0.8899999999999999
2003-05-19 00:00:00,-2.56,-2.35,-2.35,-0.71,-1.86,-1.86,-0.9433333333333331,0.47
2003-05-20 00:00:00,0.45,1.21,1.35,0.54,0.67,0.78,0.33999999999999986,-0.44499999999999995
2003-05-21 00:00:00,0.62,-0.05,-0.72,0.44,0.95,0.48,-0.6733333333333333,0.08000000000000007
2003-05-22 00:00:00,-1.19,-0.85,-0.57,0.22,0.59,-0.45,-0.99,-0.355
2003-05-23 00:00:00,2.57,2.91,2.82,1.36,2.61,2.12,0.7366666666666672,-0.7949999999999999
2003-05-26 00:00:00,1.69,1.36,0.97,0.68,3.93,2.59,-1.06,-1.46
2003-05-27 00:00:00,-0.5,-0.57,-0.58,0.05,1.22,0.2,-1.04,-0.55
2003-05-28 00:00:00,2.19,2.1,1.78,0.77,-0.14,0.39,1.6833333333333333,0.5
2003-05-29 00:00:00,0.76,0.89,0.21,0.21,-0.34,0.27,0.5733333333333334,0.20999999999999996
2003-05-30 00:00:00,-0.41,0.67,-0.65,0.31,0.36,0.56,-0.5399999999999999,-0.565
2003-06-02 00:00:00,1.28,2.24,2.6,0.98,1.32,1.55,0.7566666666666673,-0.6500000000000004
2003-06-03 00:00:00,-1.55,-2.55,-1.55,-0.49,-0.91,-1.34,-0.9699999999999996,0.71
2003-06-04 00:00:00,0.3,0.72,0.9,0.15,0.25,0.42,0.36666666666666664,-0.26
2003-06-05 00:00:00,-0.52,0.65,0.45,0.15,0.14,0.11,0.060000000000000026,-0.5800000000000001
2003-06-06 00:00:00,-0.52,0.65,0.45,0.15,0.14,0.11,0.060000000000000026,-0.5800000000000001
2003-06-09 00:00:00,0.48,1.57,1.49,0.11,1.62,0.82,0.32999999999999985,-1.3000000000000003
2003-06-10 00:00:00,-0.49,0.02,-0.09,-0.49,-0.08,0.13,-0.04000000000000001,-0.45999999999999996
2003-06-11 00:00:00,-0.3,0.37,-0.11,0.05,0.68,0.47,-0.4133333333333334,-0.65
2003-06-12 00:00:00,0.84,1.51,0.83,0.82,1.71,1.67,-0.33999999999999964,-0.7799999999999999
2003-06-13 00:00:00,0.39,1.34,1.25,0.38,1.32,1.1,0.05999999999999983,-0.9450000000000001
2003-06-16 00:00:00,-0.63,-1.51,-0.52,-0.2,0.42,0.68,-1.1866666666666668,0.13
2003-06-17 00:00:00,1.15,3.34,1.58,1.27,1.74,1.35,0.5700000000000003,-1.33
2003-06-18 00:00:00,1.04,-0.08,-0.18,0.38,-0.96,-0.4,0.5866666666666667,1.23
2003-06-19 00:00:00,0.61,2.78,2.34,0.15,0.54,0.55,1.4966666666666666,-1.2799999999999998
2003-06-20 00:00:00,-0.28,-1.43,0.52,0.1,-0.8,-0.43,-0.019999999999999962,1.025
2003-06-23 00:00:00,-0.45,-2.16,-2.3,-1.06,-1.84,-1.7,-0.10333333333333328,1.245
2003-06-24 00:00:00,-1.19,-1.45,-1.8,-1.2,-1.14,-1.2,-0.2999999999999998,0.10000000000000009
2003-06-25 00:00:00,1.19,1.66,1.02,0.8,0.95,1.02,0.3666666666666665,-0.30999999999999994
2003-06-26 00:00:00,-0.29,0.32,0.35,-0.35,-1.13,0,0.62,0.08499999999999996
2003-06-27 00:00:00,0.03,0.21,0.64,0.31,0.21,0.28,0.026666666666666672,-0.04000000000000001
2003-06-30 00:00:00,-0.69,-1.35,-0.75,0.12,0.1,0.22,-1.0766666666666667,0.34
2003-07-01 00:00:00,0.11,0.98,0.6,0.57,0.91,0.58,-0.1233333333333333,-0.6050000000000001
2003-07-02 00:00:00,1.1,1.44,2.07,0.98,1.21,1.69,0.24333333333333318,-0.2849999999999999
2003-07-03 00:00:00,-1.67,0.93,-0.39,0,-0.16,-0.26,-0.23666666666666664,-1.22
2003-07-04 00:00:00,0.6,0.9,1.41,0.54,1.18,1.14,0.01666666666666683,-0.47
2003-07-07 00:00:00,1.31,1.74,2.09,1.27,2.47,2.38,-0.3266666666666669,-0.815
2003-07-08 00:00:00,-0.54,0.88,0.34,-0.24,0.18,-0.44,0.3933333333333333,-0.92
2003-07-09 00:00:00,-0.72,-0.31,-0.01,0.34,0.17,0.15,-0.5666666666666667,-0.11999999999999998
2003-07-10 00:00:00,-0.71,-0.75,-1.11,0.51,0.19,0.58,-1.2833333333333334,0.18000000000000005
2003-07-11 00:00:00,-0.25,0.68,0.27,-0.01,-0.13,0.11,0.24333333333333337,-0.405
2003-07-14 00:00:00,0.78,2.56,2.12,0.65,1,0.67,1.0466666666666669,-1.065
2003-07-15 00:00:00,-1.08,-0.84,-1.49,-0.55,-1.58,-1.66,0.1266666666666667,0.3949999999999999
2003-07-16 00:00:00,-0.36,0.81,0.24,-0.69,-1.26,-0.85,1.1633333333333333,-0.29999999999999993
2003-07-17 00:00:00,-0.36,0.81,0.24,-0.69,-1.26,-0.85,1.1633333333333333,-0.29999999999999993
2003-07-18 00:00:00,-1.84,-3.17,-1.63,-1.73,-2.69,-2.11,-0.03666666666666707,1.1449999999999996
2003-07-21 00:00:00,-2.04,-0.4,-1.65,-1.08,-2.79,-2.27,0.6833333333333336,0.03499999999999992
2003-07-22 00:00:00,0.82,0.43,1.42,-1.03,-1.44,-1.05,2.063333333333333,0.39999999999999997
2003-07-23 00:00:00,0.53,-1.63,0.74,0.03,0.14,0.44,-0.3233333333333333,1.025
2003-07-24 00:00:00,0.45,1.04,1.09,-0.13,-0.47,-0.37,1.1833333333333333,-0.12500000000000003
2003-07-25 00:00:00,0.61,0.21,0.51,0.19,-0.67,0.12,0.5633333333333334,0.6300000000000001
2003-07-28 00:00:00,1.74,2.49,1.13,0.92,1.37,1.43,0.5466666666666669,-0.6000000000000001
2003-07-29 00:00:00,0.38,0.53,0.63,-0.09,-0.78,-0.09,0.8333333333333333,0.27
2003-07-30 00:00:00,-0.44,-1.24,-1.5,0.24,-0.77,-0.36,-0.7633333333333332,0.9049999999999999
2003-07-31 00:00:00,0.71,-0.56,0.35,0.38,-0.21,0.07,0.08666666666666663,0.9299999999999999
2003-08-01 00:00:00,1.92,1.85,1.96,0.2,-0.21,0.27,1.8233333333333335,0.24
2003-08-04 00:00:00,-0.45,-1.38,-1.59,-1.4,-1.57,-1.48,0.34333333333333327,0.5500000000000002
2003-08-05 00:00:00,-0.24,0.66,0.37,0.14,-0.13,0.54,0.08000000000000002,-0.315
2003-08-06 00:00:00,-0.93,-2.21,-1.66,-0.55,-1.52,-0.99,-0.5799999999999996,1.125
2003-08-07 00:00:00,0.06,-0.02,0.88,0.91,0.26,0.67,-0.3066666666666666,0.365
2003-08-08 00:00:00,-0.99,-0.85,-0.77,0.44,0.43,-0.44,-1.0133333333333334,-0.06500000000000003
2003-08-11 00:00:00,0.14,0.05,0.26,-0.25,-0.19,-0.59,0.4933333333333333,0.015000000000000013
2003-08-12 00:00:00,0.53,-1.01,0.3,0.12,-0.58,-0.31,0.19666666666666666,1.1199999999999999
2003-08-13 00:00:00,1.29,1.98,1.33,0.3,-0.37,0.17,1.4999999999999998,-0.009999999999999898
2003-08-14 00:00:00,2.34,1.97,1.31,0.45,-1.26,-0.5,2.3099999999999996,1.04
2003-08-15 00:00:00,2.34,1.97,1.31,0.45,-1.26,-0.5,2.3099999999999996,1.04
2003-08-18 00:00:00,1.68,-0.36,1.32,1.2,-0.74,0.59,0.53,1.99
2003-08-19 00:00:00,0.79,1.58,1.02,0.21,-0.11,0.13,1.0533333333333335,-0.235
2003-08-20 00:00:00,-0.26,-0.21,-0.85,-0.2,-1.09,-0.5,0.15666666666666673,0.42000000000000004
2003-08-21 00:00:00,2.93,1.97,2.58,1.27,0.02,0.44,1.916666666666667,1.105
2003-08-22 00:00:00,0.51,-0.24,0.2,-0.01,-0.63,0.03,0.36,0.685
2003-08-25 00:00:00,0.21,0.31,0.55,-0.37,-0.37,-0.28,0.6966666666666668,-0.05
2003-08-26 00:00:00,-1.01,-0.42,-0.82,0.02,-0.41,0.08,-0.6466666666666667,-0.08000000000000002
2003-08-27 00:00:00,1,0.58,1,0.03,-0.27,-0.11,0.9766666666666667,0.36000000000000004
2003-08-28 00:00:00,-0.86,-0.74,-1.04,0.02,-0.14,0.06,-0.86,0.020000000000000018
2003-08-29 00:00:00,0.86,1.01,1.05,0.88,1.35,0.58,0.036666666666666625,-0.31000000000000016
2003-09-01 00:00:00,1.64,0.82,0.37,0.41,0.87,0.82,0.2433333333333333,0.17999999999999994
2003-09-02 00:00:00,1.46,-0.35,1.22,0.36,0.24,0.45,0.4266666666666667,0.9649999999999999
2003-09-03 00:00:00,-0.87,0.13,-0.09,-0.16,-0.43,0.05,-0.0966666666666667,-0.365
2003-09-04 00:00:00,-0.86,-0.38,-0.2,0.02,-0.27,-0.33,-0.2866666666666666,-0.09499999999999997
2003-09-05 00:00:00,0.07,-0.32,-0.7,-0.53,-0.8,-0.33,0.2366666666666667,0.33000000000000007
2003-09-08 00:00:00,-1.19,0.42,-0.89,-1.19,-2.17,-1.21,0.9700000000000001,-0.31499999999999995
2003-09-09 00:00:00,0.58,1.39,0.38,0.46,0.86,0.48,0.18333333333333324,-0.605
2003-09-10 00:00:00,0.58,1.39,0.38,0.46,0.86,0.48,0.18333333333333324,-0.605
2003-09-11 00:00:00,0.58,1.39,0.38,0.46,0.86,0.48,0.18333333333333324,-0.605
2003-09-12 00:00:00,0.58,1.39,0.38,0.46,0.86,0.48,0.18333333333333324,-0.605
2003-09-15 00:00:00,-0.55,-2.23,-1.23,-0.04,0.39,-0.22,-1.3800000000000001,0.6249999999999999
2003-09-16 00:00:00,1.39,1.34,1.18,0.62,1.61,1,0.2266666666666668,-0.4700000000000002
2003-09-17 00:00:00,1.06,0.62,-0.37,0.02,0.48,0.49,0.10666666666666669,-0.010000000000000009
2003-09-18 00:00:00,-0.35,-1.54,-1.11,-0.16,-0.48,-0.71,-0.55,0.755
2003-09-19 00:00:00,-0.48,-1.56,-1.35,-0.4,-0.69,-0.54,-0.5866666666666668,0.685
2003-09-22 00:00:00,-3.91,-4.63,-4.7,-2.72,-4.43,-3.57,-0.8399999999999994,1.214999999999999
2003-09-23 00:00:00,1.8,0.07,1.1,0.13,-0.96,-0.5,1.4333333333333336,1.4100000000000001
2003-09-24 00:00:00,0.69,1.01,0.57,0.23,0.88,0.4,0.2533333333333333,-0.4850000000000001
2003-09-25 00:00:00,-1.79,-1.81,-1.15,-1.06,-2.29,-1.5,0.033333333333333215,0.6249999999999998
2003-09-26 00:00:00,-0.51,-2.76,-2.07,-0.88,-0.98,-0.53,-0.9833333333333335,1.1749999999999998
2003-09-29 00:00:00,0.43,-0.24,-0.58,-0.3,0.35,-0.08,-0.11999999999999997,0.010000000000000009
2003-09-30 00:00:00,-0.42,0.4,0.07,0.52,0.34,0.46,-0.42333333333333334,-0.31999999999999995
2003-10-01 00:00:00,0.86,1.49,0.39,-0.24,-0.94,-0.94,1.62,0.034999999999999976
2003-10-02 00:00:00,0.45,1.96,1.55,0.94,0.21,0.58,0.7433333333333334,-0.39
2003-10-03 00:00:00,0.45,1.96,1.55,0.94,0.21,0.58,0.7433333333333334,-0.39
2003-10-06 00:00:00,-0.75,1.5,1.46,-0.02,0.3,0.65,0.4266666666666667,-1.2850000000000001
2003-10-07 00:00:00,1.05,0.46,0.23,-0.07,-0.14,-0.21,0.72,0.32999999999999996
2003-10-08 00:00:00,0.09,-0.81,-0.7,-0.41,-0.82,-0.29,0.03333333333333338,0.655
2003-10-09 00:00:00,2.46,1.69,1.88,0.66,0.03,0.37,1.656666666666667,0.7000000000000001
2003-10-10 00:00:00,1.71,3.16,3.03,0.77,0.44,0.72,1.99,-0.56
2003-10-13 00:00:00,-0.73,0.61,-0.59,0.2,-0.18,0.26,-0.33,-0.48
2003-10-14 00:00:00,1.76,0.95,1.47,0.15,0.66,0.64,0.9099999999999999,0.15000000000000002
2003-10-15 00:00:00,-0.52,-0.5,0.36,-0.15,0.07,-0.07,-0.17,-0.12000000000000002
2003-10-16 00:00:00,2.51,1.36,1.44,0.19,-0.5,0.06,1.8533333333333335,0.9199999999999998
2003-10-17 00:00:00,-0.39,-1.56,-0.97,-0.04,-0.79,-0.67,-0.4733333333333333,0.9600000000000001
2003-10-20 00:00:00,1.02,1.35,0.82,0.22,-0.24,-0.01,1.0733333333333333,0.06499999999999995
2003-10-21 00:00:00,-0.18,0.8,0.06,0.41,0,0.34,-0.02333333333333329,-0.28500000000000003
2003-10-22 00:00:00,-0.09,-0.01,-0.48,0.07,-0.82,-0.04,0.07000000000000003,0.40499999999999997
2003-10-23 00:00:00,-2.16,-3.64,-3.28,-1.37,-2.03,-1.66,-1.3400000000000003,1.0699999999999998
2003-10-24 00:00:00,-1.06,-1.29,0.38,-0.09,-0.06,0.2,-0.6733333333333335,0.09999999999999998
2003-10-27 00:00:00,1.79,1.84,1.65,0.28,0.84,0.38,1.2599999999999998,-0.30499999999999994
2003-10-28 00:00:00,0.32,1.91,2.43,0.24,-0.15,0.06,1.5033333333333334,-0.6
2003-10-29 00:00:00,1.12,0.68,-0.31,-0.26,0.2,-0.18,0.5766666666666668,-0.010000000000000009
2003-10-30 00:00:00,1.06,0.7,1.01,-0.01,0.47,0.48,0.6100000000000001,-0.05999999999999994
2003-10-31 00:00:00,0.35,-0.95,-0.2,0.04,-0.51,-0.57,0.08000000000000002,0.9249999999999999
2003-11-03 00:00:00,1.81,0.74,1.64,0.33,1.01,0.84,0.6699999999999998,0.19500000000000006
2003-11-04 00:00:00,1.62,0.3,0.11,-0.2,0.14,0.8,0.43000000000000005,0.4900000000000001
2003-11-05 00:00:00,1.84,0.23,2.26,-0.16,-0.32,0.07,1.58,0.8850000000000001
2003-11-06 00:00:00,-2.29,-2.63,-0.98,-0.54,-1.65,-0.98,-0.9100000000000001,0.7249999999999996
2003-11-07 00:00:00,1.78,2.26,1.15,-0.02,-0.2,-0.07,1.8266666666666664,-0.1499999999999998
2003-11-10 00:00:00,-0.33,-1.17,-0.61,-0.54,0.12,-0.04,-0.5499999999999999,0.08999999999999986
2003-11-11 00:00:00,-0.69,-1.53,-0.43,-0.04,-0.69,0.08,-0.6666666666666666,0.7449999999999999
2003-11-12 00:00:00,1.13,1.63,1.11,0.94,1.04,0.87,0.33999999999999997,-0.30000000000000004
2003-11-13 00:00:00,2.36,2,2.72,1.18,1.39,1.84,0.8899999999999999,0.07500000000000018
2003-11-14 00:00:00,0.75,-0.98,-0.1,1.04,-0.52,0.26,-0.37,1.645
2003-11-17 00:00:00,-1.91,-1.64,-1.99,-0.06,-0.02,-0.02,-1.8133333333333332,-0.15500000000000003
2003-11-18 00:00:00,0.77,0.84,1,-0.06,0.05,0.42,0.7333333333333334,-0.09000000000000002
2003-11-19 00:00:00,-3.69,-3.46,-4.18,-1.86,-1.93,-2.16,-1.7933333333333334,-0.08000000000000007
2003-11-20 00:00:00,0.85,-0.66,-0.45,-0.41,-0.26,0.02,0.12999999999999995,0.68
2003-11-21 00:00:00,0.14,0.33,-0.51,-0.03,-0.6,-0.41,0.33333333333333337,0.19
2003-11-24 00:00:00,-1.91,-2.66,-2.82,-1.89,-3.19,-2.35,0.013333333333333197,1.025
2003-11-25 00:00:00,1.91,2.15,2.3,0.95,0.76,1.22,1.143333333333333,-0.025000000000000133
2003-11-26 00:00:00,2.19,1.16,2.86,0.94,0.81,1.26,1.0666666666666667,0.58
2003-11-27 00:00:00,1.21,-0.27,-0.24,0.05,-0.33,-0.3,0.42666666666666664,0.93
2003-11-28 00:00:00,2.33,1.67,1.9,0.94,0.89,0.54,1.1766666666666667,0.355
2003-12-01 00:00:00,1.13,1.09,1.96,1.2,0.71,0.99,0.42666666666666664,0.265
2003-12-02 00:00:00,-0.55,0.05,0.22,0.25,0.65,0.35,-0.51,-0.5
2003-12-03 00:00:00,-1.58,0.43,-0.03,0.36,0.41,0.05,-0.6666666666666667,-1.03
2003-12-04 00:00:00,-0.95,-1.02,0.22,0.56,0.46,0.53,-1.1,0.08500000000000008
2003-12-05 00:00:00,-2.58,-1.53,-1.97,-0.41,0.07,-0.17,-1.856666666666667,-0.7650000000000001
2003-12-08 00:00:00,-0.27,-0.75,-0.4,-0.15,-0.13,-0.01,-0.37666666666666665,0.22999999999999998
2003-12-09 00:00:00,0.31,-0.12,0.92,0.04,0.2,0.5,0.12333333333333338,0.13499999999999998
2003-12-10 00:00:00,0.48,1.11,0.76,-0.29,-0.15,-0.12,0.97,-0.385
2003-12-11 00:00:00,-0.36,-0.22,-0.78,0.46,0.52,0.21,-0.85,-0.1
2003-12-12 00:00:00,1.27,1.96,2.16,0.88,1.12,0.21,1.06,-0.4650000000000001
2003-12-15 00:00:00,3.73,1.41,1.98,1.28,1.14,0.83,1.2899999999999998,1.23
2003-12-16 00:00:00,-0.66,-2.16,-1.25,-0.23,-1.37,-0.43,-0.6799999999999999,1.32
2003-12-17 00:00:00,-1.36,-1.63,-1.48,0.57,-0.85,-0.39,-1.2666666666666668,0.845
2003-12-18 00:00:00,0.64,1.15,1.32,-0.28,-0.61,-0.28,1.4266666666666667,-0.08999999999999997
2003-12-19 00:00:00,0.06,0.5,0.36,-0.43,-1.56,-0.79,1.2333333333333334,0.34500000000000003
2003-12-22 00:00:00,-0.64,-1.05,-1.11,-0.87,-2.23,-2.01,0.7699999999999999,0.8850000000000001
2003-12-23 00:00:00,0.25,-0.25,-0.78,-0.53,-2.53,-1.56,1.2799999999999998,1.25
2003-12-24 00:00:00,-1.69,-0.88,-1.06,-0.76,-1.48,-1.01,-0.1266666666666667,-0.04500000000000015
2003-12-25 00:00:00,-1.69,-0.88,-1.06,-0.76,-1.48,-1.01,-0.1266666666666667,-0.04500000000000015
2003-12-26 00:00:00,-0.51,0.02,-0.51,0.27,-0.57,-0.33,-0.12333333333333335,0.15499999999999997
2003-12-29 00:00:00,-0.06,0.26,1,-1.6,0.32,0.57,0.6366666666666667,-1.12
2003-12-30 00:00:00,1.6,2.37,2.5,0.41,1.43,1.61,1.0066666666666666,-0.8949999999999998
2003-12-31 00:00:00,1.6,2.37,2.5,0.41,1.43,1.61,1.0066666666666666,-0.8949999999999998
2004-01-01 00:00:00,1.6,2.37,2.5,0.41,1.43,1.61,1.0066666666666666,-0.8949999999999998
2004-01-02 00:00:00,0.99,0.9,2.12,0.4,0.7,0.66,0.7499999999999999,-0.10499999999999998
2004-01-05 00:00:00,-0.22,0.68,0.3,0.2,-0.07,-0.09,0.24000000000000002,-0.31500000000000006
2004-01-06 00:00:00,-0.69,-0.11,0.05,-0.67,-0.88,-0.49,0.43000000000000005,-0.18499999999999994
2004-01-07 00:00:00,-0.05,1.11,-0.06,-0.98,-0.99,-0.02,0.9966666666666666,-0.5750000000000001
2004-01-08 00:00:00,-0.74,0.39,-1.33,-0.17,-0.91,-0.43,-0.056666666666666754,-0.195
2004-01-09 00:00:00,0.18,4.18,1.62,-0.43,-0.32,0.12,2.203333333333333,-2.0549999999999997
2004-01-12 00:00:00,0.88,0.71,0.81,0.05,0.19,0.34,0.6066666666666666,0.015000000000000069
2004-01-13 00:00:00,0.46,-0.44,-0.52,-0.1,-0.6,0.14,0.01999999999999999,0.7
2004-01-14 00:00:00,1.48,-0.83,1.31,0.47,-0.3,-0.25,0.6799999999999999,1.54
2004-01-15 00:00:00,0.24,-0.42,-1.32,-0.62,-0.96,-0.57,0.21666666666666667,0.49999999999999994
2004-01-16 00:00:00,0.5,0.25,0.05,-0.07,-0.67,-0.88,0.8066666666666666,0.42500000000000004
2004-01-19 00:00:00,-0.6,1.55,0.8,-0.06,-0.92,-0.55,1.0933333333333333,-0.645
2004-01-20 00:00:00,0.44,0.45,0.98,-0.24,-0.39,0.33,0.7233333333333334,0.07
2004-01-21 00:00:00,0.44,0.45,0.98,-0.24,-0.39,0.33,0.7233333333333334,0.07
2004-01-22 00:00:00,0.44,0.45,0.98,-0.24,-0.39,0.33,0.7233333333333334,0.07
2004-01-23 00:00:00,0.44,0.45,0.98,-0.24,-0.39,0.33,0.7233333333333334,0.07
2004-01-26 00:00:00,0.11,1.78,-0.13,0.15,0.21,0.06,0.44666666666666677,-0.865
2004-01-27 00:00:00,-1.2,-0.92,0,0.4,-0.86,-0.4,-0.42,0.49000000000000005
2004-01-28 00:00:00,-0.37,-0.55,-0.16,0.16,-0.7,-0.78,0.0799999999999999,0.52
2004-01-29 00:00:00,0.5,-1,-0.88,1.11,0.99,0.68,-1.3866666666666667,0.81
2004-01-30 00:00:00,-1.64,-0.32,-0.56,0.73,0.35,0.2,-1.2666666666666666,-0.47
