,A005930,A000660,A005380,A051910,A035420,A005490,A028260,A032830,A012330,A207940,A015760,A105560,A055550,A017670,A034730,A096770,A090430,A051900,A018260,A003550,A006400,A066570,A251270,A033780,A086790,A010950,A000270,A000810,A011170,A002790,A000030,A034220,A035720,A010130,A036570,A009540,A024110,A004020,A030200,A009150,A021240,A035250,A267250,A161390,A018880,A006800,A088350,A023530,A139480,A078930,A008930,A032640,A086280,A001040,A128940,A047810,A009830,A004990,A005830,A097950,A004800,A010140,A271560,A029780,A000720,A002380,A079440,A011070,A001450,A009240,A005940,A027410,A036460,A241560,A012750,A071050,A000120,A000880,A016360,A000210,A008770,A012630,A138930,A204320,A010060,A003490,A047040,A026960,A000060,A000150,A008560,A028670,A007310,A007070,A006260,A006280,A000100,A028050,A047050,A138040,A030000,A011780,A004170,A010620,A069960,A011200,A004370,A012450,A000670,A042670,A120110,A006360,A051600,A000240,A034020,A010120,A003410,A267270,A042660,A011210,A005250,A161890,A000080,A114090,A006650,A139130,A071840,A006120,A064350,A001740,A003520,A079550,A039490,A005440,A214320,A011790,A020150,A192400,A111770,A069620,A057050,A079160,A082640,A103140,A192820,A003240,A017800,A003690,A181710,A002350,A014820,A267260,A115390,A180640,A005610,A001430,A004000,A039130,A001120,A010780,A185750,A003300,A001440,A105630,A006040,A001230,A073240,A003000,A005300,A145990,A012510,A000370,A226320,A069260,A002020,A020560,A175330,A003090,A085620,A001060,A089590,A008000,A071320,A006840,A093370,A108670,A018670,A034830,A081660,A023590,A170900,A014680,A123890,A029460,A001680,A000640,A000070,A049770,A005880,A093050,A005850,A024720,A060980,A025540,A020000,A009970,A003620,A280360,A052690,A003540,A019680,A007570,A271980,A003470,A002270,A009410,A064960,A009420,A002240,A053210,A000990,A058650,A192530,A029530,A042700,A005180,A007700,A034310,A006060,A032350,A145720,A241590,A007340,A070960,A001720,A001800,A096760,A003030,A037560,A009450,A004430,A033920,A072710,A002960,A031440,A138250,A003530,A001520,A078520,A003920,A008060,A101530,A161000,A004490,A034120,A017390,A025620,A210980,A025860,A005500,A102460,A031430,A017810,A000400,A249420,A033270,A003230,A036580,A009290,A079430,A112610,A011810,A004690,A101060,A005810,A005720,A008730,A033660,A016580,A014830,A000050,A015350,A126560,A001510,A016450,A000540,A017940,A008490,A016800,A004710,A097230,A213500,A007810,A152330,A037710,A004130,A033240,A007160,A003120,A025000,A136490,A003850,A044820,A214420,A004380,A007690,A000480,A084690,A001630,A095570,A001500,A019170,A002250,A122900,A002320,A002990,A104700,A003060,A002390,A003220,A030610,A068400,A006380,A002000,A200880,A214390,A006390,A009680,A011930,A092230,A195870,A082740,A234080,A001940,A003560,A268280,A001200,A002810,A138490,A001130,A001270,A011760,A183190,A123690,A002780,A003070,A003200,A001780,A004150,A084010,A005740,A003570,A079980,A009580,A015860,A005680,A102260,A004360,A004870,A000430,A017960,A001250,A000020,A039570,A004970,A005950,A010050,A036530,A210540,A004700,A005690,A020760,A000140,A005090,A001880,A002030,A005960,A000860,A007210,A000320,A095720,A000680,A001820,A001790,A081000,A900140,A015360,A000970,A089470,A004250,A077970,A008040,A044450,A027390,A011690,A001380,A264900,A030210,A092200,A067830,A229640,A000390,A001460,A004060,A103130,A001390,A003460,A013570,A002460,A077500,A002840,A019440,A012610,A000490,A005070,A194370,A007860,A002630,A000180,A008700,A004560,A011160,A002450,A035150,A005420,A007660,A084870,A004960,A143210,A003350,A016380,A010690,A035000,A003160,A012690,A090350,A026890,A002310,A100250,A002620,A084680,A103590,A011280,A102280,A000700,A117580,A002150,A002600,A002360,A010820,A058430,A001470,A021820,A000230,A004440,A005870,A004840,A069640,A041650,A016880,A267290,A007980,A003280,A017370,A013580,A004540,A017900,A033530,A100220,A005430,A003830,A013520,A014790,A006220,A017180,A013870,A015890,A004890,A016610,A248170,A001360,A003650,A012200,A025560,A014280,A024090,A094280,A004980,A028100,A092440,A075180,A128820,A012030,A005390,A005800,A092220,A091090,A003960,A032560,A006490,A130660,A016710,A023000,A011000,A000650,A035510,A003480,A034590,A006090,A004910,A002300,A009310,A006370,A134380,A002100,A227840,A003080,A002170,A001530,A144620,A037270,A011700,A016090,A004200,A009160,A071970,A016590,A014710,A012170,A015230,A001340,A008350,A009270,A163560,A018500,A025750,A078000,A111110,A004450,A009440,A004310,A075580,A002900,A107590,A063160,A000850,A055490,A034300,A005750,A004410,A014530,A017040,A012320,A030790,A012160,A058730,A009770,A047400,A011090,A053690,A010960,A001570,A011150,A000890,A009200,A009320,A008970,A100840,A002880,A058860,A049800,A001750,A058850,A002820,A005010,A004080,A085310,A007110,A105840,A008600,A014440,A006660,A000500,A024890,A002700,A004720,A007590,A002920,A084670,A012800,A001020,A005980,A006980,A068290,A014160,A000590,A083420,A008260,A023800,A007540,A033180,A155660,A001070,A093240,A023450,A016740,A002210,A018470,A129260,A120030,A001290,A005190,A003610,A011420,A123700,A006570,A017550,A006340,A027740,A004270,A008870,A014580,A002720,A003580,A004770,A025820,A079660,A000040,A008250,A001080,A004100,A009070,A010040,A074610,A002140,A011330,A014990,A000220,A069730,A025530,A088790,A006880,A133820,A004090,A023350,A001620,A012280,A000300,A001260,A024070,A010100,A002200,A009470,A011500,A101140,A008420,A004830,A000910,A002760,A145210,A005360,A004140,A015260,A009460,A014130,A013360,A006740,A001560,A006890,A090080,A026940,A007610,A024900,A119650,A001210,A002690,A002410,A044380,A021050,A001550,A007120,A002220,A002070,A015590,A072130,A005820,A005110,A010600,A010770,A214330,A031820,A003010,A000760,A023810,A002710,A023150,A008110,A005320,A010660,A020120,A009190,A013700,A093230,A118000,A071090,A000520,A006200,A013000,A007280,A027970,A007630,A023960,A003780,A134790,A011300,A003720,A006110,A007460,A009180,A014910,A003680,A030720,A005450,A009810,A011390,A010580,A071950,A000950,A069460,A019180,A015020,A005030,A008500,A002870,A010420,A009140,A015540,A090370,A051630,A004920,A002420,A001420,A025890,A033250,A011230,A012600,A019490,A001770,A109070,A010640,A001140
201001,,,,,,,,,,,,,,,,,,,,,,,,0.0141475551039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201002,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201003,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201004,0.0,,,0.15807373564,,,,,,,,,,,,,,0.0,,,0.136661470312,0.10485341801,,,,,,,,,,0.15225121843,,,,,,,,0.195382388806,,,,,,,,,,,,0.275549507328,,,,,,,,,,,,,,,,0.176743548321,,,,,,,,,,,,,,,,,,,,,,,,0.916411042945,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10485341801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201005,0.131780069858,,,0.168287086458,,,,,,,,,,,,,,0.305979638963,,,0.105456352502,0.147676641964,,,,,,,,,,0.161120597813,,,,,,,,0.142410906891,,,,,,,,,,,,0.207775500179,,,,,,,,,,,,,,,,0.371895519251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147676641964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201006,0.149361376524,,,0.108996833325,,,,,,,,,,,,,,0.182795312653,,,0.0935772636271,0.271606073013,,,,,,,,,,0.219372198697,,,,,,,,0.157089161318,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.148069357705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.221402813433,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271606073013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201007,0.118790815073,,,0.118901193013,,,,,,,,,,,,,,0.0920182523915,,,0.144208458813,0.31658248693,,0.0,,,,,,,,0.27857315125,,,,,,,,0.170445790433,,,,,,,,,,,,0.15217912858,,,,,,,,,,,,,,,,0.357193958438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212145045384,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272007807867,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31658248693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201008,0.148921381461,,,0.0792293638645,,,,,,,,,,,,,,,,,0.0347691809341,0.146184206434,,0.0,,,,,,,,0.197983878734,,,,,,,,,,,,,,,,,,,,0.122048833356,,,,,,,,,,,,,,,,0.104747395987,,,,,,,,,,,,,,,,,,,,,,,,0.854746657979,,,,,,,,,,,,,,,,0.289893418936,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0468067306107,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146184206434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201009,0.0730858503031,,,0.105396207164,,,,,,,,,,,,,,,,,0.0878049870429,0.251599938474,,0.0,,,,,,,,0.292974230244,,,,,,,,0.134702080854,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.358622860551,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.278118321176,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228328216495,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251599938474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201010,0.174937136183,,,0.1615565099,,,,,,,,,,,,,,0.0103525763453,,,0.263447943778,2.85421153358,,0.0410992429046,,,,,,,,0.392857015169,,,,,,,,0.155637379796,,,,,,,,,,,,0.167961110029,,,,,,,,,,,,,,,,0.387427639028,,,,,,,,,,,,,,,,,,,,,,,,1.07102839156,,,,,,,,,,,,,,,,0.421193824517,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130800518835,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85421153358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
