,CP91,CD91
31/08/2005 0:00,3.6,3.51
01/09/2005 0:00,3.6,3.51
02/09/2005 0:00,3.6,3.51
05/09/2005 0:00,3.6,3.53
06/09/2005 0:00,3.6,3.54
07/09/2005 0:00,3.6,3.55
08/09/2005 0:00,3.62,3.57
09/09/2005 0:00,3.64,3.58
12/09/2005 0:00,3.65,3.58
13/09/2005 0:00,3.65,3.59
14/09/2005 0:00,3.67,3.64
15/09/2005 0:00,3.7,3.66
16/09/2005 0:00,3.75,3.7
19/09/2005 0:00,3.75,3.7
20/09/2005 0:00,3.85,3.76
21/09/2005 0:00,3.87,3.79
22/09/2005 0:00,3.9,3.81
23/09/2005 0:00,3.95,3.83
26/09/2005 0:00,4,3.86
27/09/2005 0:00,4.04,3.87
28/09/2005 0:00,4.07,3.94
29/09/2005 0:00,4.06,3.93
30/09/2005 0:00,4.06,3.93
03/10/2005 0:00,4.06,3.93
04/10/2005 0:00,4.09,3.98
05/10/2005 0:00,4.1,3.98
06/10/2005 0:00,4.09,3.97
07/10/2005 0:00,4.09,3.97
10/10/2005 0:00,4.1,3.98
11/10/2005 0:00,4.1,3.97
12/10/2005 0:00,4.1,3.97
13/10/2005 0:00,4.08,3.92
14/10/2005 0:00,4.08,3.92
17/10/2005 0:00,4.07,3.92
18/10/2005 0:00,4.07,3.9
19/10/2005 0:00,4.06,3.87
20/10/2005 0:00,4.06,3.87
21/10/2005 0:00,4.06,3.87
24/10/2005 0:00,4.05,3.88
25/10/2005 0:00,4.06,3.89
26/10/2005 0:00,4.06,3.89
27/10/2005 0:00,4.07,3.9
28/10/2005 0:00,4.07,3.91
31/10/2005 0:00,4.06,3.95
01/11/2005 0:00,4.07,3.93
02/11/2005 0:00,4.06,3.95
03/11/2005 0:00,4.07,3.96
04/11/2005 0:00,4.07,3.96
07/11/2005 0:00,4.07,3.96
08/11/2005 0:00,4.07,3.95
09/11/2005 0:00,4.07,3.95
10/11/2005 0:00,4.07,3.95
11/11/2005 0:00,4.07,3.95
14/11/2005 0:00,4.07,3.95
15/11/2005 0:00,4.08,3.97
16/11/2005 0:00,4.09,3.97
17/11/2005 0:00,4.09,3.97
18/11/2005 0:00,4.09,3.97
21/11/2005 0:00,4.09,3.97
22/11/2005 0:00,4.09,3.97
23/11/2005 0:00,4.09,3.96
24/11/2005 0:00,4.09,3.95
25/11/2005 0:00,4.08,3.95
28/11/2005 0:00,4.08,3.95
29/11/2005 0:00,4.08,3.95
30/11/2005 0:00,4.08,3.95
01/12/2005 0:00,4.08,3.95
02/12/2005 0:00,4.08,3.95
05/12/2005 0:00,4.09,3.96
06/12/2005 0:00,4.1,3.96
07/12/2005 0:00,4.1,3.96
08/12/2005 0:00,4.21,4.03
09/12/2005 0:00,4.24,4.03
12/12/2005 0:00,4.24,4.03
13/12/2005 0:00,4.24,4.04
14/12/2005 0:00,4.24,4.05
15/12/2005 0:00,4.25,4.06
16/12/2005 0:00,4.25,4.07
19/12/2005 0:00,4.25,4.07
20/12/2005 0:00,4.25,4.07
21/12/2005 0:00,4.25,4.07
22/12/2005 0:00,4.25,4.07
23/12/2005 0:00,4.26,4.07
26/12/2005 0:00,4.26,4.07
27/12/2005 0:00,4.26,4.08
28/12/2005 0:00,4.26,4.08
29/12/2005 0:00,4.27,4.09
30/12/2005 0:00,4.27,4.09
02/01/2006 0:00,4.28,4.1
03/01/2006 0:00,4.29,4.11
04/01/2006 0:00,4.29,4.12
05/01/2006 0:00,4.31,4.13
06/01/2006 0:00,4.32,4.14
09/01/2006 0:00,4.33,4.15
10/01/2006 0:00,4.34,4.16
11/01/2006 0:00,4.35,4.17
12/01/2006 0:00,4.36,4.17
13/01/2006 0:00,4.36,4.16
16/01/2006 0:00,4.36,4.16
17/01/2006 0:00,4.36,4.16
18/01/2006 0:00,4.36,4.16
19/01/2006 0:00,4.36,4.16
20/01/2006 0:00,4.36,4.16
23/01/2006 0:00,4.36,4.16
24/01/2006 0:00,4.36,4.16
25/01/2006 0:00,4.36,4.16
26/01/2006 0:00,4.37,4.16
27/01/2006 0:00,4.37,4.16
30/01/2006 0:00,4.37,4.16
31/01/2006 0:00,4.38,4.18
01/02/2006 0:00,4.39,4.2
02/02/2006 0:00,4.4,4.21
03/02/2006 0:00,4.4,4.22
06/02/2006 0:00,4.4,4.24
07/02/2006 0:00,4.4,4.25
08/02/2006 0:00,4.4,4.26
09/02/2006 0:00,4.4,4.26
10/02/2006 0:00,4.4,4.26
13/02/2006 0:00,4.41,4.26
14/02/2006 0:00,4.41,4.26
15/02/2006 0:00,4.41,4.26
16/02/2006 0:00,4.41,4.26
17/02/2006 0:00,4.41,4.26
20/02/2006 0:00,4.41,4.26
21/02/2006 0:00,4.41,4.26
22/02/2006 0:00,4.41,4.26
23/02/2006 0:00,4.41,4.26
24/02/2006 0:00,4.41,4.26
27/02/2006 0:00,4.41,4.26
28/02/2006 0:00,4.41,4.26
01/03/2006 0:00,4.41,4.26
02/03/2006 0:00,4.41,4.26
03/03/2006 0:00,4.41,4.26
06/03/2006 0:00,4.41,4.27
07/03/2006 0:00,4.41,4.27
08/03/2006 0:00,4.41,4.27
09/03/2006 0:00,4.41,4.27
10/03/2006 0:00,4.41,4.27
13/03/2006 0:00,4.41,4.27
14/03/2006 0:00,4.41,4.27
15/03/2006 0:00,4.41,4.27
16/03/2006 0:00,4.4,4.27
17/03/2006 0:00,4.39,4.27
20/03/2006 0:00,4.39,4.27
21/03/2006 0:00,4.39,4.27
22/03/2006 0:00,4.39,4.27
23/03/2006 0:00,4.39,4.27
24/03/2006 0:00,4.39,4.27
27/03/2006 0:00,4.39,4.27
28/03/2006 0:00,4.39,4.27
29/03/2006 0:00,4.39,4.27
30/03/2006 0:00,4.4,4.27
31/03/2006 0:00,4.4,4.27
03/04/2006 0:00,4.4,4.27
04/04/2006 0:00,4.41,4.28
05/04/2006 0:00,4.41,4.29
06/04/2006 0:00,4.42,4.29
07/04/2006 0:00,4.42,4.29
10/04/2006 0:00,4.42,4.3
11/04/2006 0:00,4.42,4.31
12/04/2006 0:00,4.42,4.35
13/04/2006 0:00,4.43,4.35
14/04/2006 0:00,4.44,4.36
17/04/2006 0:00,4.44,4.36
18/04/2006 0:00,4.45,4.36
19/04/2006 0:00,4.45,4.36
20/04/2006 0:00,4.45,4.36
21/04/2006 0:00,4.45,4.36
24/04/2006 0:00,4.45,4.36
25/04/2006 0:00,4.45,4.36
26/04/2006 0:00,4.45,4.36
27/04/2006 0:00,4.45,4.36
28/04/2006 0:00,4.45,4.36
01/05/2006 0:00,4.45,4.36
02/05/2006 0:00,4.45,4.36
03/05/2006 0:00,4.45,4.36
04/05/2006 0:00,4.45,4.36
05/05/2006 0:00,4.45,4.36
08/05/2006 0:00,4.45,4.36
09/05/2006 0:00,4.45,4.36
10/05/2006 0:00,4.45,4.36
11/05/2006 0:00,4.45,4.36
12/05/2006 0:00,4.45,4.36
15/05/2006 0:00,4.45,4.36
16/05/2006 0:00,4.45,4.36
17/05/2006 0:00,4.45,4.36
18/05/2006 0:00,4.45,4.36
19/05/2006 0:00,4.45,4.36
22/05/2006 0:00,4.45,4.36
23/05/2006 0:00,4.45,4.36
24/05/2006 0:00,4.45,4.36
25/05/2006 0:00,4.45,4.36
26/05/2006 0:00,4.45,4.36
29/05/2006 0:00,4.45,4.36
30/05/2006 0:00,4.45,4.36
31/05/2006 0:00,4.45,4.36
01/06/2006 0:00,4.45,4.36
02/06/2006 0:00,4.45,4.36
05/06/2006 0:00,4.45,4.36
06/06/2006 0:00,4.45,4.36
07/06/2006 0:00,4.45,4.36
08/06/2006 0:00,4.5,4.41
09/06/2006 0:00,4.51,4.41
12/06/2006 0:00,4.51,4.41
13/06/2006 0:00,4.51,4.41
14/06/2006 0:00,4.52,4.41
15/06/2006 0:00,4.53,4.41
16/06/2006 0:00,4.55,4.44
19/06/2006 0:00,4.56,4.48
20/06/2006 0:00,4.59,4.5
21/06/2006 0:00,4.62,4.51
22/06/2006 0:00,4.63,4.55
23/06/2006 0:00,4.66,4.55
26/06/2006 0:00,4.68,4.56
27/06/2006 0:00,4.7,4.57
28/06/2006 0:00,4.73,4.57
29/06/2006 0:00,4.74,4.6
30/06/2006 0:00,4.75,4.59
03/07/2006 0:00,4.75,4.59
04/07/2006 0:00,4.75,4.6
05/07/2006 0:00,4.75,4.6
06/07/2006 0:00,4.75,4.6
07/07/2006 0:00,4.75,4.6
10/07/2006 0:00,4.75,4.61
11/07/2006 0:00,4.75,4.62
12/07/2006 0:00,4.75,4.63
13/07/2006 0:00,4.75,4.63
14/07/2006 0:00,4.75,4.64
17/07/2006 0:00,4.75,4.64
18/07/2006 0:00,4.75,4.64
19/07/2006 0:00,4.75,4.64
20/07/2006 0:00,4.75,4.64
21/07/2006 0:00,4.75,4.64
24/07/2006 0:00,4.75,4.64
25/07/2006 0:00,4.75,4.64
26/07/2006 0:00,4.75,4.64
27/07/2006 0:00,4.75,4.64
28/07/2006 0:00,4.75,4.64
31/07/2006 0:00,4.75,4.64
01/08/2006 0:00,4.75,4.64
02/08/2006 0:00,4.75,4.64
03/08/2006 0:00,4.75,4.64
04/08/2006 0:00,4.75,4.64
07/08/2006 0:00,4.75,4.64
08/08/2006 0:00,4.75,4.64
09/08/2006 0:00,4.75,4.64
10/08/2006 0:00,4.84,4.71
11/08/2006 0:00,4.84,4.7
14/08/2006 0:00,4.84,4.7
15/08/2006 0:00,4.84,4.7
16/08/2006 0:00,4.84,4.7
17/08/2006 0:00,4.84,4.7
18/08/2006 0:00,4.84,4.7
21/08/2006 0:00,4.84,4.7
22/08/2006 0:00,4.84,4.7
23/08/2006 0:00,4.83,4.69
24/08/2006 0:00,4.83,4.69
25/08/2006 0:00,4.83,4.69
28/08/2006 0:00,4.83,4.69
29/08/2006 0:00,4.81,4.68
30/08/2006 0:00,4.81,4.68
31/08/2006 0:00,4.78,4.68
01/09/2006 0:00,4.77,4.68
04/09/2006 0:00,4.77,4.67
05/09/2006 0:00,4.75,4.67
06/09/2006 0:00,4.75,4.67
07/09/2006 0:00,4.75,4.67
08/09/2006 0:00,4.74,4.65
11/09/2006 0:00,4.72,4.65
12/09/2006 0:00,4.72,4.64
13/09/2006 0:00,4.72,4.63
14/09/2006 0:00,4.72,4.63
15/09/2006 0:00,4.71,4.63
18/09/2006 0:00,4.71,4.63
19/09/2006 0:00,4.71,4.63
20/09/2006 0:00,4.71,4.63
21/09/2006 0:00,4.71,4.63
22/09/2006 0:00,4.71,4.63
25/09/2006 0:00,4.71,4.61
26/09/2006 0:00,4.71,4.61
27/09/2006 0:00,4.71,4.61
28/09/2006 0:00,4.71,4.6
29/09/2006 0:00,4.71,4.59
02/10/2006 0:00,4.7,4.58
03/10/2006 0:00,4.7,4.58
04/10/2006 0:00,4.7,4.58
05/10/2006 0:00,4.7,4.58
06/10/2006 0:00,4.7,4.58
09/10/2006 0:00,4.7,4.58
10/10/2006 0:00,4.7,4.58
11/10/2006 0:00,4.7,4.58
12/10/2006 0:00,4.7,4.58
13/10/2006 0:00,4.69,4.57
16/10/2006 0:00,4.69,4.57
17/10/2006 0:00,4.69,4.57
18/10/2006 0:00,4.69,4.57
19/10/2006 0:00,4.69,4.57
20/10/2006 0:00,4.69,4.57
23/10/2006 0:00,4.69,4.57
24/10/2006 0:00,4.69,4.57
25/10/2006 0:00,4.69,4.57
26/10/2006 0:00,4.69,4.57
27/10/2006 0:00,4.69,4.57
30/10/2006 0:00,4.69,4.57
31/10/2006 0:00,4.69,4.58
01/11/2006 0:00,4.69,4.58
02/11/2006 0:00,4.69,4.58
03/11/2006 0:00,4.69,4.58
06/11/2006 0:00,4.69,4.59
07/11/2006 0:00,4.69,4.59
08/11/2006 0:00,4.69,4.59
09/11/2006 0:00,4.69,4.59
10/11/2006 0:00,4.69,4.59
13/11/2006 0:00,4.69,4.59
14/11/2006 0:00,4.69,4.59
15/11/2006 0:00,4.69,4.59
16/11/2006 0:00,4.69,4.6
17/11/2006 0:00,4.69,4.6
20/11/2006 0:00,4.69,4.6
21/11/2006 0:00,4.69,4.6
22/11/2006 0:00,4.69,4.6
23/11/2006 0:00,4.7,4.61
24/11/2006 0:00,4.7,4.62
27/11/2006 0:00,4.7,4.62
28/11/2006 0:00,4.7,4.64
29/11/2006 0:00,4.71,4.66
30/11/2006 0:00,4.72,4.67
01/12/2006 0:00,4.75,4.7
04/12/2006 0:00,4.76,4.7
05/12/2006 0:00,4.76,4.7
06/12/2006 0:00,4.77,4.71
07/12/2006 0:00,4.78,4.71
08/12/2006 0:00,4.78,4.71
11/12/2006 0:00,4.78,4.72
12/12/2006 0:00,4.79,4.72
13/12/2006 0:00,4.8,4.72
14/12/2006 0:00,4.81,4.74
15/12/2006 0:00,4.82,4.74
18/12/2006 0:00,4.83,4.74
19/12/2006 0:00,4.83,4.74
20/12/2006 0:00,4.85,4.79
21/12/2006 0:00,4.9,4.8
22/12/2006 0:00,4.92,4.8
25/12/2006 0:00,4.92,4.8
26/12/2006 0:00,4.95,4.82
27/12/2006 0:00,4.96,4.83
28/12/2006 0:00,4.96,4.85
29/12/2006 0:00,4.97,4.86
01/01/2007 0:00,4.97,4.86
02/01/2007 0:00,4.98,4.87
03/01/2007 0:00,4.98,4.87
04/01/2007 0:00,4.98,4.87
05/01/2007 0:00,4.98,4.87
08/01/2007 0:00,4.98,4.87
09/01/2007 0:00,4.98,4.87
10/01/2007 0:00,4.98,4.88
11/01/2007 0:00,4.98,4.88
12/01/2007 0:00,4.99,4.92
15/01/2007 0:00,5,4.93
16/01/2007 0:00,5.01,4.94
17/01/2007 0:00,5.02,4.94
18/01/2007 0:00,5.03,4.94
19/01/2007 0:00,5.03,4.94
22/01/2007 0:00,5.03,4.94
23/01/2007 0:00,5.03,4.94
24/01/2007 0:00,5.03,4.94
25/01/2007 0:00,5.03,4.95
26/01/2007 0:00,5.04,4.95
29/01/2007 0:00,5.05,4.95
30/01/2007 0:00,5.05,4.96
31/01/2007 0:00,5.05,4.96
01/02/2007 0:00,5.05,4.96
02/02/2007 0:00,5.05,4.96
05/02/2007 0:00,5.05,4.96
06/02/2007 0:00,5.05,4.96
07/02/2007 0:00,5.05,4.96
08/02/2007 0:00,5.05,4.95
09/02/2007 0:00,5.05,4.95
12/02/2007 0:00,5.05,4.95
13/02/2007 0:00,5.05,4.95
14/02/2007 0:00,5.05,4.95
15/02/2007 0:00,5.05,4.94
16/02/2007 0:00,5.05,4.94
19/02/2007 0:00,5.05,4.94
20/02/2007 0:00,5.05,4.94
21/02/2007 0:00,5.05,4.94
22/02/2007 0:00,5.05,4.94
23/02/2007 0:00,5.05,4.94
26/02/2007 0:00,5.05,4.94
27/02/2007 0:00,5.05,4.94
28/02/2007 0:00,5.05,4.94
01/03/2007 0:00,5.05,4.94
02/03/2007 0:00,5.05,4.94
05/03/2007 0:00,5.05,4.94
06/03/2007 0:00,5.05,4.94
07/03/2007 0:00,5.05,4.94
08/03/2007 0:00,5.05,4.94
09/03/2007 0:00,5.05,4.94
12/03/2007 0:00,5.05,4.94
13/03/2007 0:00,5.05,4.94
14/03/2007 0:00,5.05,4.94
15/03/2007 0:00,5.05,4.94
16/03/2007 0:00,5.05,4.94
19/03/2007 0:00,5.05,4.94
20/03/2007 0:00,5.05,4.94
21/03/2007 0:00,5.05,4.94
22/03/2007 0:00,5.05,4.94
23/03/2007 0:00,5.05,4.94
26/03/2007 0:00,5.05,4.94
27/03/2007 0:00,5.05,4.94
28/03/2007 0:00,5.05,4.94
29/03/2007 0:00,5.05,4.94
30/03/2007 0:00,5.05,4.94
02/04/2007 0:00,5.05,4.94
03/04/2007 0:00,5.05,4.94
04/04/2007 0:00,5.05,4.94
05/04/2007 0:00,5.05,4.94
06/04/2007 0:00,5.05,4.94
09/04/2007 0:00,5.05,4.94
10/04/2007 0:00,5.05,4.94
11/04/2007 0:00,5.05,4.94
12/04/2007 0:00,5.05,4.94
13/04/2007 0:00,5.05,4.94
16/04/2007 0:00,5.05,4.94
17/04/2007 0:00,5.05,4.95
18/04/2007 0:00,5.05,4.95
19/04/2007 0:00,5.05,4.95
20/04/2007 0:00,5.05,4.95
23/04/2007 0:00,5.05,4.97
24/04/2007 0:00,5.06,4.97
25/04/2007 0:00,5.07,4.97
26/04/2007 0:00,5.08,4.97
27/04/2007 0:00,5.09,5
30/04/2007 0:00,5.11,5
01/05/2007 0:00,5.11,5
02/05/2007 0:00,5.12,5
03/05/2007 0:00,5.13,5
04/05/2007 0:00,5.14,5
07/05/2007 0:00,5.14,5
08/05/2007 0:00,5.14,5.01
09/05/2007 0:00,5.14,5.02
10/05/2007 0:00,5.14,5.02
11/05/2007 0:00,5.14,5.02
14/05/2007 0:00,5.15,5.05
15/05/2007 0:00,5.16,5.06
16/05/2007 0:00,5.17,5.06
17/05/2007 0:00,5.18,5.07
18/05/2007 0:00,5.18,5.07
21/05/2007 0:00,5.18,5.07
22/05/2007 0:00,5.18,5.07
23/05/2007 0:00,5.18,5.07
24/05/2007 0:00,5.18,5.07
25/05/2007 0:00,5.18,5.07
28/05/2007 0:00,5.18,5.07
29/05/2007 0:00,5.18,5.07
30/05/2007 0:00,5.18,5.07
31/05/2007 0:00,5.18,5.06
01/06/2007 0:00,5.18,5.04
04/06/2007 0:00,5.18,5.04
05/06/2007 0:00,5.18,5.04
06/06/2007 0:00,5.18,5.04
07/06/2007 0:00,5.18,5.04
08/06/2007 0:00,5.18,5.04
11/06/2007 0:00,5.18,5.04
12/06/2007 0:00,5.18,5.04
13/06/2007 0:00,5.18,5.04
14/06/2007 0:00,5.18,5.04
15/06/2007 0:00,5.18,5.04
18/06/2007 0:00,5.18,5.04
19/06/2007 0:00,5.18,5.04
20/06/2007 0:00,5.18,5.04
21/06/2007 0:00,5.18,5.04
22/06/2007 0:00,5.18,5.04
25/06/2007 0:00,5.18,5.03
26/06/2007 0:00,5.18,5.03
27/06/2007 0:00,5.17,5.02
28/06/2007 0:00,5.17,5.01
29/06/2007 0:00,5.17,5
02/07/2007 0:00,5.17,5
03/07/2007 0:00,5.17,5
04/07/2007 0:00,5.17,5
05/07/2007 0:00,5.16,5
06/07/2007 0:00,5.15,5
09/07/2007 0:00,5.15,5
10/07/2007 0:00,5.15,5
11/07/2007 0:00,5.15,5
12/07/2007 0:00,5.19,5.06
13/07/2007 0:00,5.2,5.07
16/07/2007 0:00,5.2,5.07
17/07/2007 0:00,5.2,5.07
18/07/2007 0:00,5.2,5.08
19/07/2007 0:00,5.2,5.08
20/07/2007 0:00,5.2,5.08
23/07/2007 0:00,5.2,5.08
24/07/2007 0:00,5.2,5.08
25/07/2007 0:00,5.21,5.08
26/07/2007 0:00,5.22,5.08
27/07/2007 0:00,5.22,5.09
30/07/2007 0:00,5.22,5.09
31/07/2007 0:00,5.22,5.1
01/08/2007 0:00,5.23,5.1
02/08/2007 0:00,5.23,5.1
03/08/2007 0:00,5.23,5.1
06/08/2007 0:00,5.23,5.1
07/08/2007 0:00,5.23,5.1
08/08/2007 0:00,5.23,5.1
09/08/2007 0:00,5.33,5.21
10/08/2007 0:00,5.34,5.22
13/08/2007 0:00,5.35,5.23
14/08/2007 0:00,5.36,5.24
15/08/2007 0:00,5.36,5.24
16/08/2007 0:00,5.37,5.25
17/08/2007 0:00,5.37,5.25
20/08/2007 0:00,5.38,5.26
21/08/2007 0:00,5.39,5.26
22/08/2007 0:00,5.39,5.26
23/08/2007 0:00,5.4,5.26
24/08/2007 0:00,5.4,5.26
27/08/2007 0:00,5.41,5.27
28/08/2007 0:00,5.42,5.27
29/08/2007 0:00,5.43,5.27
30/08/2007 0:00,5.43,5.28
31/08/2007 0:00,5.44,5.29
03/09/2007 0:00,5.45,5.3
04/09/2007 0:00,5.46,5.3
05/09/2007 0:00,5.47,5.31
06/09/2007 0:00,5.48,5.32
07/09/2007 0:00,5.48,5.33
10/09/2007 0:00,5.5,5.33
11/09/2007 0:00,5.52,5.34
12/09/2007 0:00,5.53,5.34
13/09/2007 0:00,5.53,5.35
14/09/2007 0:00,5.54,5.35
17/09/2007 0:00,5.54,5.35
18/09/2007 0:00,5.56,5.35
19/09/2007 0:00,5.57,5.35
20/09/2007 0:00,5.58,5.35
21/09/2007 0:00,5.59,5.35
24/09/2007 0:00,5.59,5.35
25/09/2007 0:00,5.59,5.35
26/09/2007 0:00,5.59,5.35
27/09/2007 0:00,5.6,5.35
28/09/2007 0:00,5.61,5.35
01/10/2007 0:00,5.62,5.35
02/10/2007 0:00,5.62,5.34
03/10/2007 0:00,5.62,5.34
04/10/2007 0:00,5.62,5.34
05/10/2007 0:00,5.62,5.34
08/10/2007 0:00,5.62,5.34
09/10/2007 0:00,5.62,5.34
10/10/2007 0:00,5.62,5.34
11/10/2007 0:00,5.62,5.34
12/10/2007 0:00,5.62,5.34
15/10/2007 0:00,5.62,5.34
16/10/2007 0:00,5.62,5.34
17/10/2007 0:00,5.62,5.34
18/10/2007 0:00,5.62,5.34
19/10/2007 0:00,5.62,5.34
22/10/2007 0:00,5.62,5.34
23/10/2007 0:00,5.62,5.34
24/10/2007 0:00,5.62,5.34
25/10/2007 0:00,5.62,5.35
26/10/2007 0:00,5.62,5.35
29/10/2007 0:00,5.63,5.35
30/10/2007 0:00,5.63,5.35
31/10/2007 0:00,5.63,5.35
01/11/2007 0:00,5.63,5.35
02/11/2007 0:00,5.63,5.35
05/11/2007 0:00,5.63,5.35
06/11/2007 0:00,5.63,5.35
07/11/2007 0:00,5.63,5.35
08/11/2007 0:00,5.63,5.35
09/11/2007 0:00,5.63,5.35
12/11/2007 0:00,5.64,5.36
13/11/2007 0:00,5.64,5.36
14/11/2007 0:00,5.64,5.37
15/11/2007 0:00,5.64,5.38
16/11/2007 0:00,5.65,5.39
19/11/2007 0:00,5.66,5.42
20/11/2007 0:00,5.68,5.45
21/11/2007 0:00,5.69,5.48
22/11/2007 0:00,5.69,5.49
23/11/2007 0:00,5.7,5.5
26/11/2007 0:00,5.75,5.51
27/11/2007 0:00,5.79,5.53
28/11/2007 0:00,5.82,5.55
29/11/2007 0:00,5.86,5.58
30/11/2007 0:00,5.9,5.6
03/12/2007 0:00,5.91,5.61
04/12/2007 0:00,5.93,5.63
05/12/2007 0:00,5.97,5.66
06/12/2007 0:00,5.99,5.67
07/12/2007 0:00,5.99,5.67
10/12/2007 0:00,6.02,5.68
11/12/2007 0:00,6.06,5.69
12/12/2007 0:00,6.09,5.7
13/12/2007 0:00,6.13,5.71
14/12/2007 0:00,6.16,5.74
17/12/2007 0:00,6.19,5.76
18/12/2007 0:00,6.23,5.77
19/12/2007 0:00,6.23,5.77
20/12/2007 0:00,6.26,5.78
21/12/2007 0:00,6.26,5.78
24/12/2007 0:00,6.28,5.79
25/12/2007 0:00,6.28,5.79
26/12/2007 0:00,6.34,5.8
27/12/2007 0:00,6.37,5.81
28/12/2007 0:00,6.4,5.82
31/12/2007 0:00,6.42,5.82
01/01/2008 0:00,6.42,5.82
02/01/2008 0:00,6.43,5.84
03/01/2008 0:00,6.45,5.85
04/01/2008 0:00,6.46,5.86
07/01/2008 0:00,6.46,5.86
08/01/2008 0:00,6.48,5.87
09/01/2008 0:00,6.49,5.88
10/01/2008 0:00,6.51,5.89
11/01/2008 0:00,6.51,5.89
14/01/2008 0:00,6.51,5.89
15/01/2008 0:00,6.51,5.89
16/01/2008 0:00,6.52,5.88
17/01/2008 0:00,6.52,5.88
18/01/2008 0:00,6.51,5.87
21/01/2008 0:00,6.49,5.86
22/01/2008 0:00,6.48,5.86
23/01/2008 0:00,6.45,5.82
24/01/2008 0:00,6.41,5.79
25/01/2008 0:00,6.38,5.76
28/01/2008 0:00,6.34,5.7
29/01/2008 0:00,6.31,5.65
30/01/2008 0:00,6.25,5.6
31/01/2008 0:00,6.16,5.5
01/02/2008 0:00,6.08,5.46
04/02/2008 0:00,6.04,5.41
05/02/2008 0:00,6.02,5.39
06/02/2008 0:00,6.02,5.39
07/02/2008 0:00,6.02,5.39
08/02/2008 0:00,6.02,5.39
11/02/2008 0:00,5.94,5.36
12/02/2008 0:00,5.88,5.35
13/02/2008 0:00,5.84,5.33
14/02/2008 0:00,5.81,5.31
15/02/2008 0:00,5.77,5.29
18/02/2008 0:00,5.73,5.27
19/02/2008 0:00,5.68,5.25
20/02/2008 0:00,5.64,5.24
21/02/2008 0:00,5.6,5.22
22/02/2008 0:00,5.59,5.22
25/02/2008 0:00,5.55,5.2
26/02/2008 0:00,5.53,5.19
27/02/2008 0:00,5.52,5.19
28/02/2008 0:00,5.51,5.19
29/02/2008 0:00,5.51,5.18
03/03/2008 0:00,5.5,5.17
04/03/2008 0:00,5.5,5.17
05/03/2008 0:00,5.5,5.17
06/03/2008 0:00,5.5,5.17
07/03/2008 0:00,5.5,5.17
10/03/2008 0:00,5.5,5.17
11/03/2008 0:00,5.5,5.17
12/03/2008 0:00,5.5,5.18
13/03/2008 0:00,5.5,5.21
14/03/2008 0:00,5.51,5.23
17/03/2008 0:00,5.52,5.26
18/03/2008 0:00,5.55,5.26
19/03/2008 0:00,5.56,5.26
20/03/2008 0:00,5.56,5.27
21/03/2008 0:00,5.56,5.3
24/03/2008 0:00,5.57,5.33
25/03/2008 0:00,5.58,5.35
26/03/2008 0:00,5.61,5.36
27/03/2008 0:00,5.64,5.36
28/03/2008 0:00,5.66,5.37
31/03/2008 0:00,5.69,5.38
01/04/2008 0:00,5.71,5.39
02/04/2008 0:00,5.73,5.4
03/04/2008 0:00,5.74,5.4
04/04/2008 0:00,5.75,5.4
07/04/2008 0:00,5.75,5.4
08/04/2008 0:00,5.75,5.4
09/04/2008 0:00,5.75,5.4
10/04/2008 0:00,5.75,5.4
11/04/2008 0:00,5.75,5.4
14/04/2008 0:00,5.75,5.4
15/04/2008 0:00,5.75,5.39
16/04/2008 0:00,5.75,5.38
17/04/2008 0:00,5.75,5.38
18/04/2008 0:00,5.75,5.38
21/04/2008 0:00,5.75,5.38
22/04/2008 0:00,5.75,5.37
23/04/2008 0:00,5.75,5.37
24/04/2008 0:00,5.75,5.37
25/04/2008 0:00,5.75,5.36
28/04/2008 0:00,5.76,5.36
29/04/2008 0:00,5.76,5.36
30/04/2008 0:00,5.76,5.36
01/05/2008 0:00,5.76,5.36
02/05/2008 0:00,5.76,5.36
05/05/2008 0:00,5.76,5.36
06/05/2008 0:00,5.76,5.36
07/05/2008 0:00,5.76,5.36
08/05/2008 0:00,5.77,5.36
09/05/2008 0:00,5.78,5.36
12/05/2008 0:00,5.78,5.36
13/05/2008 0:00,5.78,5.36
14/05/2008 0:00,5.78,5.36
15/05/2008 0:00,5.78,5.36
16/05/2008 0:00,5.78,5.37
19/05/2008 0:00,5.79,5.37
20/05/2008 0:00,5.77,5.37
21/05/2008 0:00,5.77,5.37
22/05/2008 0:00,5.76,5.37
23/05/2008 0:00,5.76,5.37
26/05/2008 0:00,5.76,5.37
27/05/2008 0:00,5.76,5.36
28/05/2008 0:00,5.76,5.36
29/05/2008 0:00,5.76,5.36
30/05/2008 0:00,5.76,5.36
02/06/2008 0:00,5.76,5.36
03/06/2008 0:00,5.76,5.36
04/06/2008 0:00,5.76,5.36
05/06/2008 0:00,5.76,5.36
06/06/2008 0:00,5.76,5.36
09/06/2008 0:00,5.76,5.36
10/06/2008 0:00,5.76,5.36
11/06/2008 0:00,5.76,5.36
12/06/2008 0:00,5.76,5.36
13/06/2008 0:00,5.76,5.36
16/06/2008 0:00,5.76,5.36
17/06/2008 0:00,5.76,5.36
18/06/2008 0:00,5.76,5.36
19/06/2008 0:00,5.76,5.36
20/06/2008 0:00,5.76,5.36
23/06/2008 0:00,5.76,5.36
24/06/2008 0:00,5.76,5.37
25/06/2008 0:00,5.76,5.37
26/06/2008 0:00,5.76,5.37
27/06/2008 0:00,5.76,5.37
