,CP91,CD91
01/11/2002 0:00,5.01,4.94
04/11/2002 0:00,5.01,4.94
05/11/2002 0:00,5.01,4.94
06/11/2002 0:00,5.01,4.94
07/11/2002 0:00,5.01,4.94
08/11/2002 0:00,5,4.93
11/11/2002 0:00,5,4.92
12/11/2002 0:00,4.99,4.91
13/11/2002 0:00,4.99,4.91
14/11/2002 0:00,4.98,4.91
15/11/2002 0:00,4.98,4.91
18/11/2002 0:00,4.98,4.9
19/11/2002 0:00,4.97,4.89
20/11/2002 0:00,4.97,4.89
21/11/2002 0:00,4.97,4.89
22/11/2002 0:00,4.97,4.89
25/11/2002 0:00,4.97,4.89
26/11/2002 0:00,4.97,4.89
27/11/2002 0:00,4.97,4.89
28/11/2002 0:00,4.97,4.9
29/11/2002 0:00,4.97,4.9
02/12/2002 0:00,4.97,4.9
03/12/2002 0:00,4.97,4.9
04/12/2002 0:00,4.97,4.9
05/12/2002 0:00,4.97,4.9
06/12/2002 0:00,4.97,4.9
09/12/2002 0:00,4.97,4.9
10/12/2002 0:00,4.97,4.9
11/12/2002 0:00,4.97,4.9
12/12/2002 0:00,4.97,4.9
13/12/2002 0:00,4.96,4.9
16/12/2002 0:00,4.96,4.9
17/12/2002 0:00,4.96,4.9
18/12/2002 0:00,4.96,4.9
19/12/2002 0:00,4.96,4.9
20/12/2002 0:00,4.96,4.9
23/12/2002 0:00,4.97,4.9
24/12/2002 0:00,4.97,4.9
25/12/2002 0:00,4.97,4.9
26/12/2002 0:00,4.97,4.9
27/12/2002 0:00,4.97,4.9
30/12/2002 0:00,4.97,4.9
31/12/2002 0:00,4.97,4.9
01/01/2003 0:00,4.97,4.9
02/01/2003 0:00,4.97,4.9
03/01/2003 0:00,4.97,4.9
06/01/2003 0:00,4.96,4.9
07/01/2003 0:00,4.96,4.89
08/01/2003 0:00,4.94,4.86
09/01/2003 0:00,4.93,4.84
10/01/2003 0:00,4.9,4.81
13/01/2003 0:00,4.89,4.81
14/01/2003 0:00,4.84,4.76
15/01/2003 0:00,4.81,4.74
16/01/2003 0:00,4.76,4.66
17/01/2003 0:00,4.71,4.63
20/01/2003 0:00,4.69,4.6
21/01/2003 0:00,4.66,4.59
22/01/2003 0:00,4.65,4.58
23/01/2003 0:00,4.63,4.56
24/01/2003 0:00,4.63,4.56
27/01/2003 0:00,4.63,4.56
28/01/2003 0:00,4.63,4.55
29/01/2003 0:00,4.63,4.54
30/01/2003 0:00,4.63,4.55
31/01/2003 0:00,4.63,4.55
03/02/2003 0:00,4.63,4.55
04/02/2003 0:00,4.63,4.55
05/02/2003 0:00,4.63,4.55
06/02/2003 0:00,4.61,4.54
07/02/2003 0:00,4.61,4.54
10/02/2003 0:00,4.61,4.54
11/02/2003 0:00,4.61,4.53
12/02/2003 0:00,4.61,4.53
13/02/2003 0:00,4.61,4.53
14/02/2003 0:00,4.61,4.53
17/02/2003 0:00,4.61,4.54
18/02/2003 0:00,4.61,4.54
19/02/2003 0:00,4.6,4.54
20/02/2003 0:00,4.6,4.54
21/02/2003 0:00,4.6,4.54
24/02/2003 0:00,4.6,4.54
25/02/2003 0:00,4.6,4.54
26/02/2003 0:00,4.6,4.54
27/02/2003 0:00,4.6,4.53
28/02/2003 0:00,4.59,4.53
03/03/2003 0:00,4.59,4.53
04/03/2003 0:00,4.59,4.53
05/03/2003 0:00,4.59,4.53
06/03/2003 0:00,4.59,4.53
07/03/2003 0:00,4.59,4.53
10/03/2003 0:00,4.59,4.52
11/03/2003 0:00,4.6,4.51
12/03/2003 0:00,4.76,4.7
13/03/2003 0:00,5.22,5.04
14/03/2003 0:00,5.21,5.04
17/03/2003 0:00,5.21,5.06
18/03/2003 0:00,5.22,5.06
19/03/2003 0:00,5.22,4.97
20/03/2003 0:00,5.22,4.91
21/03/2003 0:00,5.21,4.88
24/03/2003 0:00,5.21,4.86
25/03/2003 0:00,5.2,4.81
26/03/2003 0:00,5.2,4.76
27/03/2003 0:00,5.2,4.75
28/03/2003 0:00,5.2,4.73
31/03/2003 0:00,5.2,4.7
01/04/2003 0:00,5.2,4.7
02/04/2003 0:00,5.2,4.7
03/04/2003 0:00,5.2,4.69
04/04/2003 0:00,5.2,4.69
07/04/2003 0:00,5.2,4.69
08/04/2003 0:00,5.2,4.69
09/04/2003 0:00,5.2,4.69
10/04/2003 0:00,5.2,4.64
11/04/2003 0:00,5.19,4.61
14/04/2003 0:00,5.18,4.61
15/04/2003 0:00,5.18,4.59
16/04/2003 0:00,5.17,4.59
17/04/2003 0:00,5.17,4.58
18/04/2003 0:00,5.17,4.58
21/04/2003 0:00,5.17,4.57
22/04/2003 0:00,5.17,4.57
23/04/2003 0:00,5.16,4.57
24/04/2003 0:00,5.16,4.57
25/04/2003 0:00,5.16,4.57
28/04/2003 0:00,5.15,4.55
29/04/2003 0:00,5.14,4.55
30/04/2003 0:00,5.14,4.54
01/05/2003 0:00,5.14,4.54
02/05/2003 0:00,5.1,4.51
05/05/2003 0:00,5.1,4.51
06/05/2003 0:00,5.09,4.51
07/05/2003 0:00,5.08,4.51
08/05/2003 0:00,5.08,4.51
09/05/2003 0:00,5.07,4.49
12/05/2003 0:00,5.06,4.49
13/05/2003 0:00,5.03,4.43
14/05/2003 0:00,5.01,4.41
15/05/2003 0:00,5,4.39
16/05/2003 0:00,4.99,4.39
19/05/2003 0:00,4.98,4.35
20/05/2003 0:00,4.98,4.33
21/05/2003 0:00,4.97,4.32
22/05/2003 0:00,4.96,4.33
23/05/2003 0:00,4.96,4.33
26/05/2003 0:00,4.96,4.33
27/05/2003 0:00,4.87,4.33
28/05/2003 0:00,4.82,4.32
29/05/2003 0:00,4.76,4.3
30/05/2003 0:00,4.73,4.3
02/06/2003 0:00,4.7,4.3
03/06/2003 0:00,4.69,4.3
04/06/2003 0:00,4.68,4.3
05/06/2003 0:00,4.67,4.3
06/06/2003 0:00,4.67,4.3
09/06/2003 0:00,4.66,4.29
10/06/2003 0:00,4.65,4.29
11/06/2003 0:00,4.64,4.29
12/06/2003 0:00,4.64,4.27
13/06/2003 0:00,4.64,4.26
16/06/2003 0:00,4.63,4.26
17/06/2003 0:00,4.63,4.26
18/06/2003 0:00,4.62,4.26
19/06/2003 0:00,4.62,4.26
20/06/2003 0:00,4.62,4.27
23/06/2003 0:00,4.62,4.28
24/06/2003 0:00,4.62,4.28
25/06/2003 0:00,4.62,4.28
26/06/2003 0:00,4.62,4.29
27/06/2003 0:00,4.62,4.29
30/06/2003 0:00,4.62,4.3
01/07/2003 0:00,4.62,4.3
02/07/2003 0:00,4.62,4.3
03/07/2003 0:00,4.63,4.31
04/07/2003 0:00,4.64,4.33
07/07/2003 0:00,4.64,4.33
08/07/2003 0:00,4.64,4.34
09/07/2003 0:00,4.64,4.34
10/07/2003 0:00,4.6,4.24
11/07/2003 0:00,4.59,4.19
14/07/2003 0:00,4.5,4.18
15/07/2003 0:00,4.46,4.12
16/07/2003 0:00,4.46,4.11
17/07/2003 0:00,4.46,4.11
18/07/2003 0:00,4.44,4.09
21/07/2003 0:00,4.41,4.05
22/07/2003 0:00,4.4,4.05
23/07/2003 0:00,4.37,4.02
24/07/2003 0:00,4.37,4.02
25/07/2003 0:00,4.36,4.01
28/07/2003 0:00,4.35,4.01
29/07/2003 0:00,4.34,3.98
30/07/2003 0:00,4.33,3.97
31/07/2003 0:00,4.32,3.96
01/08/2003 0:00,4.32,3.95
04/08/2003 0:00,4.31,3.94
05/08/2003 0:00,4.31,3.93
06/08/2003 0:00,4.31,3.93
07/08/2003 0:00,4.31,3.93
08/08/2003 0:00,4.29,3.92
11/08/2003 0:00,4.28,3.92
12/08/2003 0:00,4.26,3.91
13/08/2003 0:00,4.26,3.9
14/08/2003 0:00,4.25,3.9
15/08/2003 0:00,4.25,3.9
18/08/2003 0:00,4.24,3.9
19/08/2003 0:00,4.23,3.9
20/08/2003 0:00,4.17,3.88
21/08/2003 0:00,4.15,3.88
22/08/2003 0:00,4.14,3.87
25/08/2003 0:00,4.12,3.86
26/08/2003 0:00,4.1,3.85
27/08/2003 0:00,4.1,3.85
28/08/2003 0:00,4.1,3.85
29/08/2003 0:00,4.1,3.85
01/09/2003 0:00,4.1,3.85
02/09/2003 0:00,4.09,3.85
03/09/2003 0:00,4.09,3.85
04/09/2003 0:00,4.09,3.84
05/09/2003 0:00,4.09,3.84
08/09/2003 0:00,4.08,3.83
09/09/2003 0:00,4.08,3.83
10/09/2003 0:00,4.08,3.83
11/09/2003 0:00,4.08,3.83
12/09/2003 0:00,4.08,3.83
15/09/2003 0:00,4.07,3.82
16/09/2003 0:00,4.07,3.82
17/09/2003 0:00,4.07,3.81
18/09/2003 0:00,4.07,3.81
19/09/2003 0:00,4.07,3.8
22/09/2003 0:00,4.07,3.8
23/09/2003 0:00,4.06,3.8
24/09/2003 0:00,4.06,3.8
25/09/2003 0:00,4.07,3.82
26/09/2003 0:00,4.07,3.9
29/09/2003 0:00,4.07,3.9
30/09/2003 0:00,4.07,3.89
01/10/2003 0:00,4.07,3.88
02/10/2003 0:00,4.07,3.88
03/10/2003 0:00,4.07,3.88
06/10/2003 0:00,4.07,3.88
07/10/2003 0:00,4.07,3.88
08/10/2003 0:00,4.07,3.88
09/10/2003 0:00,4.07,3.88
10/10/2003 0:00,4.06,3.88
13/10/2003 0:00,4.06,3.88
14/10/2003 0:00,4.06,3.88
15/10/2003 0:00,4.06,3.91
16/10/2003 0:00,4.06,3.92
17/10/2003 0:00,4.06,3.93
20/10/2003 0:00,4.07,3.94
21/10/2003 0:00,4.07,3.94
22/10/2003 0:00,4.07,3.94
23/10/2003 0:00,4.07,3.94
24/10/2003 0:00,4.07,3.96
27/10/2003 0:00,4.08,3.97
28/10/2003 0:00,4.08,3.99
29/10/2003 0:00,4.09,4.03
30/10/2003 0:00,4.1,4.04
31/10/2003 0:00,4.11,4.05
03/11/2003 0:00,4.12,4.09
04/11/2003 0:00,4.15,4.14
05/11/2003 0:00,4.2,4.15
06/11/2003 0:00,4.22,4.16
07/11/2003 0:00,4.23,4.17
10/11/2003 0:00,4.24,4.2
11/11/2003 0:00,4.24,4.21
12/11/2003 0:00,4.25,4.24
13/11/2003 0:00,4.28,4.25
14/11/2003 0:00,4.28,4.25
17/11/2003 0:00,4.3,4.25
18/11/2003 0:00,4.31,4.27
19/11/2003 0:00,4.33,4.26
20/11/2003 0:00,4.35,4.26
21/11/2003 0:00,4.35,4.26
24/11/2003 0:00,4.37,4.27
25/11/2003 0:00,4.39,4.27
26/11/2003 0:00,4.4,4.27
27/11/2003 0:00,4.4,4.27
28/11/2003 0:00,4.4,4.28
01/12/2003 0:00,4.41,4.31
02/12/2003 0:00,4.42,4.31
03/12/2003 0:00,4.43,4.32
04/12/2003 0:00,4.43,4.33
05/12/2003 0:00,4.43,4.33
08/12/2003 0:00,4.43,4.33
09/12/2003 0:00,4.44,4.34
10/12/2003 0:00,4.44,4.35
11/12/2003 0:00,4.44,4.35
12/12/2003 0:00,4.44,4.35
15/12/2003 0:00,4.45,4.35
16/12/2003 0:00,4.45,4.35
17/12/2003 0:00,4.45,4.35
18/12/2003 0:00,4.48,4.35
19/12/2003 0:00,4.48,4.35
22/12/2003 0:00,4.49,4.35
23/12/2003 0:00,4.49,4.35
24/12/2003 0:00,4.49,4.35
25/12/2003 0:00,4.49,4.35
26/12/2003 0:00,4.49,4.35
29/12/2003 0:00,4.5,4.35
30/12/2003 0:00,4.5,4.36
31/12/2003 0:00,4.5,4.36
01/01/2004 0:00,4.5,4.36
02/01/2004 0:00,4.5,4.33
05/01/2004 0:00,4.5,4.33
06/01/2004 0:00,4.5,4.33
07/01/2004 0:00,4.5,4.33
08/01/2004 0:00,4.5,4.33
09/01/2004 0:00,4.5,4.3
12/01/2004 0:00,4.5,4.27
13/01/2004 0:00,4.5,4.27
14/01/2004 0:00,4.5,4.27
15/01/2004 0:00,4.5,4.24
16/01/2004 0:00,4.49,4.24
19/01/2004 0:00,4.47,4.24
20/01/2004 0:00,4.46,4.24
21/01/2004 0:00,4.46,4.24
22/01/2004 0:00,4.46,4.24
23/01/2004 0:00,4.46,4.24
26/01/2004 0:00,4.46,4.22
27/01/2004 0:00,4.46,4.21
28/01/2004 0:00,4.45,4.2
29/01/2004 0:00,4.44,4.19
30/01/2004 0:00,4.43,4.19
02/02/2004 0:00,4.43,4.19
03/02/2004 0:00,4.42,4.18
04/02/2004 0:00,4.41,4.18
05/02/2004 0:00,4.4,4.17
06/02/2004 0:00,4.4,4.17
09/02/2004 0:00,4.36,4.11
10/02/2004 0:00,4.35,4.11
11/02/2004 0:00,4.33,4.11
12/02/2004 0:00,4.31,4.08
13/02/2004 0:00,4.31,4.08
16/02/2004 0:00,4.28,4.07
17/02/2004 0:00,4.27,4.04
18/02/2004 0:00,4.25,4.01
19/02/2004 0:00,4.24,4
20/02/2004 0:00,4.24,4
23/02/2004 0:00,4.23,4
24/02/2004 0:00,4.23,4
25/02/2004 0:00,4.23,4
26/02/2004 0:00,4.22,4
27/02/2004 0:00,4.22,4
01/03/2004 0:00,4.22,4
02/03/2004 0:00,4.22,4
03/03/2004 0:00,4.22,4
04/03/2004 0:00,4.22,4
05/03/2004 0:00,4.21,3.98
08/03/2004 0:00,4.16,3.97
09/03/2004 0:00,4.15,3.97
10/03/2004 0:00,4.14,3.97
11/03/2004 0:00,4.13,3.96
12/03/2004 0:00,4.13,3.95
15/03/2004 0:00,4.11,3.94
16/03/2004 0:00,4.11,3.94
17/03/2004 0:00,4.1,3.94
18/03/2004 0:00,4.1,3.91
19/03/2004 0:00,4.1,3.9
22/03/2004 0:00,4.1,3.9
23/03/2004 0:00,4.09,3.88
24/03/2004 0:00,4.09,3.88
25/03/2004 0:00,4.08,3.88
26/03/2004 0:00,4.08,3.88
29/03/2004 0:00,4.08,3.88
30/03/2004 0:00,4.08,3.9
31/03/2004 0:00,4.08,3.9
01/04/2004 0:00,4.08,3.9
02/04/2004 0:00,4.08,3.9
05/04/2004 0:00,4.08,3.9
06/04/2004 0:00,4.1,3.95
07/04/2004 0:00,4.1,3.95
08/04/2004 0:00,4.1,3.94
09/04/2004 0:00,4.1,3.91
12/04/2004 0:00,4.1,3.91
13/04/2004 0:00,4.1,3.91
14/04/2004 0:00,4.1,3.91
15/04/2004 0:00,4.1,3.91
16/04/2004 0:00,4.1,3.91
19/04/2004 0:00,4.1,3.91
20/04/2004 0:00,4.1,3.91
21/04/2004 0:00,4.1,3.91
22/04/2004 0:00,4.1,3.91
23/04/2004 0:00,4.1,3.9
26/04/2004 0:00,4.09,3.9
27/04/2004 0:00,4.09,3.9
28/04/2004 0:00,4.09,3.9
29/04/2004 0:00,4.09,3.9
30/04/2004 0:00,4.09,3.9
03/05/2004 0:00,4.09,3.9
04/05/2004 0:00,4.09,3.9
05/05/2004 0:00,4.09,3.9
06/05/2004 0:00,4.09,3.9
07/05/2004 0:00,4.09,3.9
10/05/2004 0:00,4.09,3.9
11/05/2004 0:00,4.09,3.9
12/05/2004 0:00,4.08,3.9
13/05/2004 0:00,4.07,3.9
14/05/2004 0:00,4.06,3.9
17/05/2004 0:00,4.06,3.9
18/05/2004 0:00,4.06,3.9
19/05/2004 0:00,4.06,3.9
20/05/2004 0:00,4.02,3.9
21/05/2004 0:00,4,3.9
24/05/2004 0:00,4,3.89
25/05/2004 0:00,4,3.89
26/05/2004 0:00,4,3.89
27/05/2004 0:00,4,3.89
28/05/2004 0:00,4,3.89
31/05/2004 0:00,4,3.89
01/06/2004 0:00,4,3.89
02/06/2004 0:00,4,3.89
03/06/2004 0:00,3.98,3.88
04/06/2004 0:00,3.98,3.88
07/06/2004 0:00,3.98,3.88
08/06/2004 0:00,3.98,3.88
09/06/2004 0:00,3.98,3.88
10/06/2004 0:00,3.98,3.88
11/06/2004 0:00,3.98,3.89
14/06/2004 0:00,3.98,3.9
15/06/2004 0:00,3.98,3.9
16/06/2004 0:00,3.98,3.9
17/06/2004 0:00,3.98,3.93
18/06/2004 0:00,3.98,3.93
21/06/2004 0:00,3.98,3.93
22/06/2004 0:00,3.98,3.93
23/06/2004 0:00,3.98,3.93
24/06/2004 0:00,3.98,3.93
25/06/2004 0:00,3.98,3.93
28/06/2004 0:00,3.98,3.93
29/06/2004 0:00,3.98,3.93
30/06/2004 0:00,3.98,3.93
01/07/2004 0:00,3.98,3.93
02/07/2004 0:00,3.98,3.91
05/07/2004 0:00,3.98,3.91
06/07/2004 0:00,3.98,3.91
07/07/2004 0:00,3.98,3.91
08/07/2004 0:00,3.98,3.91
09/07/2004 0:00,3.98,3.91
12/07/2004 0:00,3.98,3.91
13/07/2004 0:00,3.98,3.91
14/07/2004 0:00,3.98,3.91
15/07/2004 0:00,3.98,3.91
16/07/2004 0:00,3.98,3.91
19/07/2004 0:00,3.98,3.9
20/07/2004 0:00,3.98,3.9
21/07/2004 0:00,3.98,3.9
22/07/2004 0:00,3.98,3.9
23/07/2004 0:00,3.98,3.9
26/07/2004 0:00,3.98,3.9
27/07/2004 0:00,3.98,3.9
28/07/2004 0:00,3.98,3.9
29/07/2004 0:00,3.98,3.9
30/07/2004 0:00,3.98,3.9
02/08/2004 0:00,3.98,3.9
03/08/2004 0:00,3.98,3.9
04/08/2004 0:00,3.98,3.9
05/08/2004 0:00,3.98,3.9
06/08/2004 0:00,3.98,3.9
09/08/2004 0:00,3.98,3.9
10/08/2004 0:00,3.98,3.9
11/08/2004 0:00,3.98,3.9
12/08/2004 0:00,3.81,3.73
13/08/2004 0:00,3.76,3.67
16/08/2004 0:00,3.74,3.65
17/08/2004 0:00,3.72,3.62
18/08/2004 0:00,3.71,3.59
19/08/2004 0:00,3.7,3.58
20/08/2004 0:00,3.7,3.58
23/08/2004 0:00,3.7,3.57
24/08/2004 0:00,3.7,3.56
25/08/2004 0:00,3.7,3.56
26/08/2004 0:00,3.7,3.55
27/08/2004 0:00,3.69,3.53
30/08/2004 0:00,3.67,3.52
31/08/2004 0:00,3.66,3.52
01/09/2004 0:00,3.66,3.52
02/09/2004 0:00,3.66,3.52
03/09/2004 0:00,3.66,3.52
06/09/2004 0:00,3.67,3.52
07/09/2004 0:00,3.67,3.52
08/09/2004 0:00,3.66,3.51
09/09/2004 0:00,3.66,3.51
10/09/2004 0:00,3.66,3.51
13/09/2004 0:00,3.66,3.51
14/09/2004 0:00,3.66,3.53
15/09/2004 0:00,3.66,3.52
16/09/2004 0:00,3.66,3.52
17/09/2004 0:00,3.66,3.53
20/09/2004 0:00,3.66,3.53
21/09/2004 0:00,3.66,3.53
22/09/2004 0:00,3.66,3.53
23/09/2004 0:00,3.66,3.54
24/09/2004 0:00,3.66,3.54
27/09/2004 0:00,3.66,3.54
28/09/2004 0:00,3.66,3.54
29/09/2004 0:00,3.66,3.54
30/09/2004 0:00,3.66,3.54
01/10/2004 0:00,3.66,3.54
04/10/2004 0:00,3.65,3.52
05/10/2004 0:00,3.62,3.47
06/10/2004 0:00,3.61,3.43
07/10/2004 0:00,3.64,3.54
08/10/2004 0:00,3.65,3.54
11/10/2004 0:00,3.64,3.53
12/10/2004 0:00,3.64,3.53
13/10/2004 0:00,3.64,3.53
14/10/2004 0:00,3.64,3.53
15/10/2004 0:00,3.64,3.53
18/10/2004 0:00,3.64,3.53
19/10/2004 0:00,3.64,3.53
20/10/2004 0:00,3.64,3.53
21/10/2004 0:00,3.64,3.53
22/10/2004 0:00,3.64,3.53
25/10/2004 0:00,3.63,3.53
26/10/2004 0:00,3.63,3.53
27/10/2004 0:00,3.63,3.53
28/10/2004 0:00,3.63,3.53
29/10/2004 0:00,3.63,3.53
01/11/2004 0:00,3.63,3.53
02/11/2004 0:00,3.63,3.53
03/11/2004 0:00,3.64,3.54
04/11/2004 0:00,3.63,3.54
05/11/2004 0:00,3.63,3.54
08/11/2004 0:00,3.63,3.54
09/11/2004 0:00,3.63,3.54
10/11/2004 0:00,3.63,3.54
11/11/2004 0:00,3.51,3.37
12/11/2004 0:00,3.48,3.36
15/11/2004 0:00,3.48,3.35
16/11/2004 0:00,3.48,3.35
17/11/2004 0:00,3.48,3.35
18/11/2004 0:00,3.48,3.36
19/11/2004 0:00,3.48,3.36
22/11/2004 0:00,3.48,3.36
23/11/2004 0:00,3.48,3.36
24/11/2004 0:00,3.48,3.36
25/11/2004 0:00,3.48,3.36
26/11/2004 0:00,3.48,3.36
29/11/2004 0:00,3.48,3.36
30/11/2004 0:00,3.48,3.36
01/12/2004 0:00,3.48,3.36
02/12/2004 0:00,3.48,3.36
03/12/2004 0:00,3.48,3.36
06/12/2004 0:00,3.48,3.36
07/12/2004 0:00,3.48,3.36
08/12/2004 0:00,3.48,3.37
09/12/2004 0:00,3.48,3.38
10/12/2004 0:00,3.48,3.38
13/12/2004 0:00,3.48,3.38
14/12/2004 0:00,3.48,3.38
15/12/2004 0:00,3.48,3.4
16/12/2004 0:00,3.48,3.4
17/12/2004 0:00,3.48,3.4
20/12/2004 0:00,3.48,3.4
21/12/2004 0:00,3.5,3.41
22/12/2004 0:00,3.5,3.41
23/12/2004 0:00,3.5,3.41
24/12/2004 0:00,3.5,3.42
27/12/2004 0:00,3.5,3.42
28/12/2004 0:00,3.56,3.42
29/12/2004 0:00,3.57,3.42
30/12/2004 0:00,3.58,3.43
31/12/2004 0:00,3.58,3.43
03/01/2005 0:00,3.57,3.45
04/01/2005 0:00,3.57,3.45
05/01/2005 0:00,3.57,3.45
06/01/2005 0:00,3.57,3.45
07/01/2005 0:00,3.57,3.45
10/01/2005 0:00,3.57,3.45
11/01/2005 0:00,3.57,3.45
12/01/2005 0:00,3.57,3.45
13/01/2005 0:00,3.57,3.45
14/01/2005 0:00,3.58,3.45
17/01/2005 0:00,3.59,3.45
18/01/2005 0:00,3.59,3.45
19/01/2005 0:00,3.6,3.46
20/01/2005 0:00,3.61,3.46
21/01/2005 0:00,3.61,3.48
24/01/2005 0:00,3.63,3.49
25/01/2005 0:00,3.66,3.52
26/01/2005 0:00,3.67,3.53
27/01/2005 0:00,3.68,3.53
28/01/2005 0:00,3.68,3.52
31/01/2005 0:00,3.7,3.57
01/02/2005 0:00,3.71,3.58
02/02/2005 0:00,3.71,3.58
03/02/2005 0:00,3.71,3.59
04/02/2005 0:00,3.72,3.6
07/02/2005 0:00,3.72,3.6
08/02/2005 0:00,3.72,3.6
09/02/2005 0:00,3.72,3.6
10/02/2005 0:00,3.72,3.6
11/02/2005 0:00,3.74,3.63
14/02/2005 0:00,3.74,3.63
15/02/2005 0:00,3.74,3.63
16/02/2005 0:00,3.73,3.6
17/02/2005 0:00,3.73,3.59
18/02/2005 0:00,3.73,3.57
21/02/2005 0:00,3.72,3.56
22/02/2005 0:00,3.72,3.57
23/02/2005 0:00,3.72,3.57
24/02/2005 0:00,3.72,3.57
25/02/2005 0:00,3.72,3.57
28/02/2005 0:00,3.72,3.55
01/03/2005 0:00,3.72,3.55
02/03/2005 0:00,3.72,3.55
03/03/2005 0:00,3.72,3.55
04/03/2005 0:00,3.71,3.55
07/03/2005 0:00,3.71,3.55
08/03/2005 0:00,3.71,3.55
09/03/2005 0:00,3.71,3.55
10/03/2005 0:00,3.7,3.55
11/03/2005 0:00,3.7,3.55
14/03/2005 0:00,3.7,3.55
15/03/2005 0:00,3.7,3.55
16/03/2005 0:00,3.7,3.55
17/03/2005 0:00,3.7,3.55
18/03/2005 0:00,3.7,3.55
21/03/2005 0:00,3.7,3.55
22/03/2005 0:00,3.7,3.55
23/03/2005 0:00,3.7,3.55
24/03/2005 0:00,3.7,3.55
25/03/2005 0:00,3.7,3.55
28/03/2005 0:00,3.7,3.55
29/03/2005 0:00,3.7,3.55
30/03/2005 0:00,3.7,3.54
31/03/2005 0:00,3.7,3.54
01/04/2005 0:00,3.7,3.54
04/04/2005 0:00,3.7,3.54
05/04/2005 0:00,3.7,3.54
06/04/2005 0:00,3.7,3.54
07/04/2005 0:00,3.7,3.54
08/04/2005 0:00,3.69,3.53
11/04/2005 0:00,3.69,3.53
12/04/2005 0:00,3.68,3.53
13/04/2005 0:00,3.68,3.53
14/04/2005 0:00,3.68,3.53
15/04/2005 0:00,3.67,3.52
18/04/2005 0:00,3.66,3.51
19/04/2005 0:00,3.65,3.51
20/04/2005 0:00,3.65,3.5
21/04/2005 0:00,3.65,3.5
22/04/2005 0:00,3.65,3.5
25/04/2005 0:00,3.64,3.5
26/04/2005 0:00,3.64,3.5
27/04/2005 0:00,3.64,3.49
28/04/2005 0:00,3.63,3.49
29/04/2005 0:00,3.62,3.48
02/05/2005 0:00,3.62,3.48
03/05/2005 0:00,3.62,3.49
04/05/2005 0:00,3.62,3.49
05/05/2005 0:00,3.62,3.49
06/05/2005 0:00,3.62,3.49
09/05/2005 0:00,3.63,3.5
10/05/2005 0:00,3.63,3.51
11/05/2005 0:00,3.63,3.51
12/05/2005 0:00,3.63,3.51
13/05/2005 0:00,3.62,3.51
16/05/2005 0:00,3.61,3.51
17/05/2005 0:00,3.61,3.51
18/05/2005 0:00,3.6,3.51
19/05/2005 0:00,3.6,3.51
20/05/2005 0:00,3.6,3.51
23/05/2005 0:00,3.6,3.51
24/05/2005 0:00,3.59,3.51
25/05/2005 0:00,3.59,3.51
26/05/2005 0:00,3.59,3.51
27/05/2005 0:00,3.6,3.52
30/05/2005 0:00,3.6,3.52
31/05/2005 0:00,3.6,3.52
01/06/2005 0:00,3.6,3.52
02/06/2005 0:00,3.59,3.52
03/06/2005 0:00,3.59,3.5
06/06/2005 0:00,3.59,3.5
07/06/2005 0:00,3.6,3.51
08/06/2005 0:00,3.59,3.5
09/06/2005 0:00,3.59,3.5
10/06/2005 0:00,3.59,3.5
13/06/2005 0:00,3.6,3.51
14/06/2005 0:00,3.61,3.51
15/06/2005 0:00,3.62,3.52
16/06/2005 0:00,3.62,3.52
17/06/2005 0:00,3.62,3.52
20/06/2005 0:00,3.61,3.51
21/06/2005 0:00,3.61,3.51
22/06/2005 0:00,3.61,3.52
23/06/2005 0:00,3.61,3.52
24/06/2005 0:00,3.61,3.51
27/06/2005 0:00,3.61,3.51
28/06/2005 0:00,3.61,3.51
29/06/2005 0:00,3.62,3.52
30/06/2005 0:00,3.63,3.54
01/07/2005 0:00,3.62,3.53
04/07/2005 0:00,3.63,3.54
05/07/2005 0:00,3.63,3.53
06/07/2005 0:00,3.63,3.53
07/07/2005 0:00,3.63,3.53
08/07/2005 0:00,3.63,3.53
11/07/2005 0:00,3.63,3.53
12/07/2005 0:00,3.62,3.52
13/07/2005 0:00,3.62,3.52
14/07/2005 0:00,3.62,3.51
15/07/2005 0:00,3.61,3.51
18/07/2005 0:00,3.6,3.5
19/07/2005 0:00,3.6,3.5
20/07/2005 0:00,3.6,3.5
21/07/2005 0:00,3.59,3.49
22/07/2005 0:00,3.59,3.48
25/07/2005 0:00,3.59,3.48
26/07/2005 0:00,3.59,3.49
27/07/2005 0:00,3.59,3.49
28/07/2005 0:00,3.59,3.49
29/07/2005 0:00,3.59,3.49
01/08/2005 0:00,3.59,3.5
02/08/2005 0:00,3.59,3.5
03/08/2005 0:00,3.59,3.5
04/08/2005 0:00,3.59,3.5
05/08/2005 0:00,3.59,3.5
08/08/2005 0:00,3.59,3.5
09/08/2005 0:00,3.59,3.5
10/08/2005 0:00,3.59,3.5
11/08/2005 0:00,3.6,3.5
12/08/2005 0:00,3.6,3.5
15/08/2005 0:00,3.6,3.5
16/08/2005 0:00,3.59,3.49
17/08/2005 0:00,3.59,3.49
18/08/2005 0:00,3.59,3.49
19/08/2005 0:00,3.59,3.48
22/08/2005 0:00,3.59,3.48
23/08/2005 0:00,3.6,3.49
24/08/2005 0:00,3.6,3.49
25/08/2005 0:00,3.6,3.49
26/08/2005 0:00,3.6,3.49
29/08/2005 0:00,3.6,3.49
30/08/2005 0:00,3.6,3.51
